,,,,,,,RSU,No.,5,,,,,
FY25,Article,2 Special,,Education-,Proposed,,,,,,,,,
From,Date:,3/1/2024,,To Date:,3/31/2024,Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,,,Percent
,,,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,,
,1000.2800.2140.51010.990,,,Psychological,Services Salary 9-12,$0.00,"$68,177.27",,"$71,220.43",,"$74,489.00","$76,709.00","$2,220.00",2.98
,1000.2800.2140.52010.990,,Psych,Services,Benefit,$0.00,"$10,011.12",,,"$9,617.24","$11,161.00","$26,083.00","$14,922.00",133.70
,1000.2800.2140.52310.990,,Retirement,,,$0.00,"$2,618.02",,,"$2,734.95","$3,330.00","$3,711.00",$381.00,11.44
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,,$0.00,"$80,806.41",,"$83,572.62",,"$88,980.00","$106,503.00","$17,523.00",19.69
Function:,,PSYCHOLOGICAL,- 2140,,,$0.00,"$80,806.41",,"$83,572.62",,"$88,980.00","$106,503.00","$17,523.00",19.69
,1000.2800.2150.51010.990,,Speech,&,Audiology Salaries,"$40,173.28",,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.2800.2150.52010.990,,Speech,&,Audiology Benefits,"$2,198.99",,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.2800.2150.52310.990,,Retirement,,,$373.38,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.2800.2150.53440.990,,,MAINECARE,SEED- SPEECH/HEARING,$0.00,,$0.00,,$430.00,$0.00,$0.00,$0.00,0.00
,1000.2800.2150.55800.990,,Travel,,,$0.00,,$0.00,,$22.50,$0.00,$0.00,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,,"$42,745.65",,$0.00,,$452.50,$0.00,$0.00,$0.00,0.00
Function:,SPEECH,&,AUDIOLOGY -,2150,,"$42,745.65",,$0.00,,$452.50,$0.00,$0.00,$0.00,0.00
,1000.2500.2330.53440.990,,MAINE,CARE,SEED- BEHAVORIAL,DAY $0.00,"$2,497.57",,"$16,748.04",,"$2,400.00","$17,400.00","$15,000.00",625.00
Program:,,ADMINISTRATION,- 2500,,,$0.00,"$2,497.57",,"$16,748.04",,"$2,400.00","$17,400.00","$15,000.00",625.00
Function:,SPECIAL,AREA,ADMINISTRATION,,- 2330,$0.00,"$2,497.57",,"$16,748.04",,"$2,400.00","$17,400.00","$15,000.00",625.00
Cost,Center: 9-12,- 990,,,,"$42,745.65","$82,520.18",,"$100,773.16",,"$106,380.00","$128,903.00","$22,523.00",21.17
Grand,Total:,,,,,"$3,776,139.68","$4,350,715.85",,"$4,896,213.59",,"$5,366,821.00","$5,870,507.00","$503,686.00",9.39
,,,,,,,End,of Report,,,,,,
,03/13/2024,,,,,,,,,,,,31,
