,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
815,Function: 2230 -,,INSTRUCTION-RELATED TECHNOLOGY,,,,,,,,,,
816,,Cost Center:,010 - DURHAM,COMMUNITY,,,,,,,,,
817,1000-0000-2230-51010-010,,Teacher Salaries,,"68,359.00","71,298.44","51,937.00","51,937.60",0.00,0.00,0.00,0.00,0.00%
818,1000-0000-2230-51180-010,,Support Salaries,,"22,472.00",341.02,"46,125.00",0.00,0.00,0.00,0.00,0.00,0.00%
819,1000-0000-2230-51500-010,,Stipends,,"1,349.00","1,385.00","1,389.00","1,385.02",0.00,"1,423.59","1,422.05","1,422.05",100.00%
820,1000-0000-2230-52000-010,,Benefits,,67.00,8.50,69.00,19.70,0.00,0.42,23.46,23.46,100.00%
821,1000-0000-2230-52010-010,,Teacher Benefits,,"25,066.00","20,578.37","19,201.00","6,613.16",0.00,"1,338.88",0.00,0.00,0.00%
822,1000-0000-2230-52080-010,,Support Benefits,,"8,133.00",226.66,"24,462.00",0.00,0.00,0.00,0.00,0.00,0.00%
823,1000-0000-2230-52300-010,,Stipend Retirement,,54.00,0.00,58.00,2.22,0.00,0.00,59.16,59.16,100.00%
824,1000-0000-2230-52310-010,,Retirement,,"2,714.00","2,441.16","2,161.00","2,210.10",0.00,387.39,0.00,0.00,0.00%
825,1000-0000-2230-54320-010,,Tech Repairs/Maint,,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
826,1000-0000-2230-54330-010,,Software,,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
827,1000-0000-2230-55000-010,,Other Purchased,Services,"1,100.00",901.99,"1,100.00",440.00,"1,100.00",140.00,"9,080.65","7,980.65",725.51%
828,1000-0000-2230-56500-010,,Supplies,,700.00,0.00,700.00,47.00,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"131,902.00","98,592.14","149,142.00","62,654.80","1,100.00","3,290.28","10,585.32","9,485.32",862.30%
829,,Cost Center:,020 - MORSE STREET,,,,,,,,,,
830,1000-0000-2230-51010-020,,Teacher Salaries,,"33,197.00","35,164.71","36,649.00","36,648.56",0.00,"-3,490.71",0.00,0.00,0.00%
831,1000-0000-2230-51180-020,,Support Salaries,,"20,504.00",0.00,"4,101.00",0.00,0.00,0.00,0.00,0.00,0.00%
832,1000-0000-2230-52010-020,,Teacher Benefits,,"9,940.00","7,866.42","7,940.00","7,852.90",0.00,870.62,0.00,0.00,0.00%
833,1000-0000-2230-52080-020,,Support Benefits,,"7,806.00",0.00,"1,429.00",0.00,0.00,0.00,0.00,0.00,0.00%
834,1000-0000-2230-52310-020,,Retirement,,"1,318.00","1,441.06","1,525.00","1,560.90",0.00,141.65,0.00,0.00,0.00%
835,1000-0000-2230-54320-020,,Tech Repairs/Maint,,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
836,1000-0000-2230-54330-020,,Software,,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
837,1000-0000-2230-55000-020,,Other Purchased,Services,300.00,0.00,0.00,0.00,300.00,0.00,0.00,-300.00,-100.00%
838,1000-0000-2230-56500-020,,Supplies,,700.00,300.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"75,653.00","45,983.19","54,284.00","46,062.36",300.00,"-2,478.44",0.00,-300.00,-100.00%
839,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,
840,1000-0000-2230-51010-030,,Teacher Salaries,,"33,197.00","35,164.71","36,649.00","36,648.56",0.00,-959.85,0.00,0.00,0.00%
841,1000-0000-2230-51180-030,,Support Salaries,,"22,472.00",324.38,"4,101.00",0.00,0.00,0.00,0.00,0.00,0.00%
842,1000-0000-2230-52000-030,,Benefits,,0.00,0.00,0.00,0.00,0.00,"1,603.18",0.00,0.00,0.00%
843,1000-0000-2230-52010-030,,Teacher Benefits,,"9,940.00","7,865.82","7,940.00","7,852.49",0.00,870.57,0.00,0.00,0.00%
844,1000-0000-2230-52080-030,,Support Benefits,,"8,133.00",226.63,"1,429.00",0.00,0.00,0.00,0.00,0.00,0.00%
845,1000-0000-2230-52310-030,,Retirement,,"1,318.00","1,440.83","1,525.00","1,560.88",0.00,141.62,0.00,0.00,0.00%
846,1000-0000-2230-54320-030,,Tech Repairs &,Maint,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
847,1000-0000-2230-54330-030,,Software,,476.00,95.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00%
848,1000-0000-2230-55000-030,,Other Purchased,Services,300.00,0.00,0.00,0.00,300.00,0.00,0.00,-300.00,-100.00%
849,1000-0000-2230-56500-030,,Supplies,,700.00,697.96,700.00,342.80,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"78,224.00","47,026.33","54,560.00","46,404.73",300.00,"1,655.52",0.00,-300.00,-100.00%
850,,Cost Center:,040 - MAST LANDING,,,,,,,,,,
851,1000-0000-2230-51010-040,,Teacher Salaries,,"37,440.00",0.00,"41,330.00",0.00,0.00,0.00,0.00,0.00,0.00%
852,1000-0000-2230-51180-040,,Support Salaries,,"20,504.00","6,304.50","4,101.00",0.00,0.00,0.00,0.00,0.00,0.00%
853,1000-0000-2230-52010-040,,Teacher Benefits,,"15,195.00",0.00,"12,938.00",0.00,0.00,"2,838.02",0.00,0.00,0.00%
854,1000-0000-2230-52080-040,,Support Benefits,,"7,806.00","1,898.61","1,429.00",0.00,0.00,0.00,0.00,0.00,0.00%
855,1000-0000-2230-52310-040,,Retirement,,"1,486.00",0.00,"1,719.00",0.00,0.00,0.00,0.00,0.00,0.00%
856,1000-0000-2230-54320-040,,Tech Repairs/Maint,,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
857,1000-0000-2230-54330-040,,Software,,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
858,1000-0000-2230-55000-040,,Other Purchased,Services,300.00,0.00,0.00,0.00,300.00,0.00,0.00,-300.00,-100.00%
859,1000-0000-2230-56500-040,,Supplies,,700.00,"1,124.15",700.00,74.20,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"85,319.00","10,538.26","64,157.00",74.20,300.00,"2,838.02",0.00,-300.00,-100.00%
,,,,,,,19 of 27,,,,,,
,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
860,Cost Center:,050 - FREEPORT,MIDDLE,SCHOOL,,,,,,,,,
861,1000-0000-2230-51010-050,Teacher,Salary,,"63,998.00","57,294.40","70,602.00","70,602.22",0.00,0.00,0.00,0.00,0.00%
862,1000-0000-2230-51180-050,Support,Salaries,,"19,510.00","40,136.91","41,006.00","39,689.43",0.00,"-24,466.37",0.00,0.00,0.00%
863,1000-0000-2230-51500-050,Stipends,,,"5,396.00","3,855.00","5,558.00","3,855.00",0.00,"1,444.25","1,272.05","1,272.05",100.00%
864,1000-0000-2230-52000-050,Stipend,Benefits,,270.00,21.95,278.00,19.31,0.00,1.16,20.98,20.98,100.00%
865,1000-0000-2230-52010-050,Teacher,Benefits,,"25,459.00","18,191.52","21,601.00","21,433.95",0.00,"3,274.17",0.00,0.00,0.00%
866,1000-0000-2230-52080-050,Support,Benefits,,"4,789.00","12,050.05","14,293.00","5,686.93",0.00,0.00,0.00,0.00,0.00%
867,1000-0000-2230-52300-050,Retirement,,,214.00,0.00,231.00,3.09,0.00,0.00,52.92,52.92,100.00%
868,1000-0000-2230-52310-050,Retirement,,,"2,801.00","2,294.38","2,937.00","2,936.96",0.00,351.39,0.00,0.00,0.00%
869,1000-0000-2230-54320-050,Tech,Repairs/Maint,,"1,688.00","1,211.00","1,740.00",474.80,0.00,0.00,0.00,0.00,0.00%
870,1000-0000-2230-54330-050,Software,,,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
871,1000-0000-2230-56500-050,Supplies,,,700.00,0.00,700.00,0.00,200.00,200.00,200.00,0.00,0.00%
,,,,Totals,"125,025.00","135,055.21","159,146.00","144,701.69",200.00,"-19,195.40","1,545.95","1,345.95",672.98%
872,Cost Center:,300 - FREEPORT,HIGH SCHOOL,,,,,,,,,,
