,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support -,Adopted,,,,,,,,
From Date:,3/22/2023,To Date:,3/22/2023 Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,Percentage
,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,FY24,Adopted,,
Account,,Description,,,,,,,,,
1000.0000.2120.54330.040,,Software,$0.00,,$0.00,,$333.33,$334.00,$334.00,$0.00,0.00
1000.0000.2120.54330.050,,Software,$0.00,,$0.00,,$333.34,$334.00,$334.00,$0.00,0.00
1000.0000.2120.54330.300,,Software,$0.00,,$0.00,,$333.34,$0.00,$334.00,$334.00,0.00
1000.0000.2120.55800.300,,Travel,$0.00,,$0.00,,$0.00,$200.00,$0.00,($200.00),(100.00)
1000.0000.2120.55810.010,,Travel - Guidance,$0.00,,$0.00,,$0.00,$0.00,$200.00,$200.00,0.00
1000.0000.2120.55810.300,,Travel,$0.00,,$0.00,,$0.00,$400.00,$400.00,$0.00,0.00
1000.0000.2120.56100.010,,Supplies,$325.92,,$535.09,,$94.31,$250.00,$525.00,$275.00,110.00
1000.0000.2120.56100.020,,Supplies,$216.06,,$107.33,,$0.00,$339.00,$350.00,$11.00,3.24
1000.0000.2120.56100.030,,Supplies,$0.00,,$13.99,,$338.11,$339.00,$350.00,$11.00,3.24
1000.0000.2120.56100.040,,Instructional Supplies,$169.00,,$256.08,,$324.78,$339.00,$350.00,$11.00,3.24
1000.0000.2120.56100.050,,Instructional Supplies,$122.95,,$269.42,,$701.80,$709.00,$709.00,$0.00,0.00
1000.0000.2120.56100.300,,Instructional Supplies,$470.99,"$1,056.12",,,$417.07,"$1,000.00","$1,000.00",$0.00,0.00
1000.0000.2120.56400.020,,Books,$172.90,,$274.79,,$0.00,$339.00,$350.00,$11.00,3.24
1000.0000.2120.56400.030,,Books,$0.00,,$67.37,,$148.29,$150.00,$150.00,$0.00,0.00
1000.0000.2120.56400.040,,Guidance Books & Periodicals,$0.00,,$0.00,,$0.00,$0.00,$100.00,$100.00,0.00
1000.0000.2120.57300.010,,Equipment,$0.00,,$266.82,,$500.00,$500.00,$750.00,$250.00,50.00
1000.0000.2120.57300.020,,Equipment,$0.00,,$497.92,,$0.00,$500.00,$750.00,$250.00,50.00
1000.0000.2120.57300.030,,Equipment,$0.00,,$0.00,,$0.00,$500.00,$750.00,$250.00,50.00
1000.0000.2120.57300.040,,Equipment,$0.00,,$0.00,,$389.76,$500.00,$750.00,$250.00,50.00
1000.0000.2120.57300.050,,Equipment,$0.00,,$0.00,,$320.02,$500.00,$750.00,$250.00,50.00
1000.0000.2120.57300.300,,Equipment,$0.00,,$0.00,,$0.00,$500.00,$750.00,$250.00,50.00
1000.0000.2120.58100.010,,Dues & Fees,$0.00,,$0.00,,$254.00,$508.00,$608.00,$100.00,19.69
1000.0000.2130.51010.010,,Nurse Salary,"$65,996.06","$68,809.41",,"$82,035.80",,"$72,464.00","$75,001.00","$2,537.00",3.50
1000.0000.2130.51010.020,,Nurse Salary,"$64,978.68","$58,597.77",,"$71,298.62",,"$74,318.00","$82,170.00","$7,852.00",10.57
,03/22/2023,,,,,,,,,Page 29,
