,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support - -,Adopted,,,,,,,,
From Date:,7/1/2022,To Date:,6/30/2023 Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,
1000.0000.2120.57300.030,,Equipment,$0,,$0,,$0,$500,$500,$0,0.00
1000.0000.2120.57300.040,,Equipment,$0,,$0,,$0,$500,$500,$0,0.00
1000.0000.2120.57300.050,,Equipment,$0,,$0,,$0,$500,$500,$0,0.00
1000.0000.2120.57300.300,,Equipment,$0,,$0,,$0,$500,$500,$0,0.00
1000.0000.2120.58100.010,,Dues & Fees,$0,,$0,,$0,$258,$508,$250,96.90
1000.0000.2130.51010.010,,Nurse Salary,"$64,073",,"$65,996",,"$68,809","$70,014","$72,464","$2,450",3.50
1000.0000.2130.51010.020,,Nurse Salary,"$62,176",,"$64,979",,"$58,598","$71,219","$74,318","$3,099",4.35
1000.0000.2130.51010.030,,Nurse Salary,"$34,140",,"$51,908",,"$57,692","$56,012","$57,971","$1,959",3.50
1000.0000.2130.51010.040,,Nurse Salary,"$65,536",,"$67,502",,"$42,912","$54,871","$54,882",$11,0.02
1000.0000.2130.51010.050,,Nurse Salary,"$44,320",,"$39,687",,"$59,982","$71,414","$72,067",$653,0.91
1000.0000.2130.51010.300,,Nurse Salary,"$57,818",,"$61,709",,"$68,846","$66,701","$69,892","$3,191",4.78
1000.0000.2130.52010.010,,Nurse Benefits,"$15,206",,"$15,120",,"$3,342","$15,132","$16,073",$941,6.22
1000.0000.2130.52010.020,,Nurse Benefits,"$3,942",,"$4,785",,"$2,764","$1,355","$5,683","$4,328",319.49
1000.0000.2130.52010.030,,Nurse Benefits,"$9,996",,"$16,954",,"$4,185","$21,151","$21,576",$425,2.01
1000.0000.2130.52010.040,,Nurse Benefits,"$5,337",,"$5,924",,$170,"$1,031","$5,245","$4,214",408.78
1000.0000.2130.52010.050,,Nurse Benefits,"$14,496",,"$12,360",,"$2,770","$13,120","$5,121","($7,999)",(60.97)
1000.0000.2130.52010.300,,Nurses Benefits,"$20,803",,"$21,149",,"$4,717","$21,347","$21,844",$497,2.33
1000.0000.2130.52310.010,,Retirement,"$2,562",,"$2,745",,$649,"$2,913","$3,014",$101,3.48
1000.0000.2130.52310.020,,Retirement,"$2,487",,"$2,749",,$652,"$2,963","$3,091",$128,4.33
1000.0000.2130.52310.030,,Retirement,"$1,355",,$0,,$130,$0,"$2,411","$2,411",0.00
1000.0000.2130.52310.040,,Retirement,"$2,621",,"$2,808",,$461,"$2,283",$0,"($2,283)",(100.00)
1000.0000.2130.52310.050,,Retirement,"$1,772",,"$1,651",,$389,"$2,971","$2,998",$27,0.91
1000.0000.2130.52310.300,,Retirement,"$2,312",,"$2,567",,$602,"$2,775","$2,907",$132,4.77
1000.0000.2130.53000.010,,Professional Services,$249,,$0,,$129,$200,$300,$100,50.00
