,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,,,Description,,,,,,,,,
,1000.0000.2220.52010.020,,,,Librarian,Benefits,"$13,507.54","$12,765.84",,"$9,003.36","$12,840.00","$13,797.00",,$957.00,7.45
,1000.0000.2220.52020.020,,,,Library,Ed Tech Benefit,"$5,686.97","$10,306.97",,"$5,604.82","$4,834.00","$9,462.00",,"$4,628.00",95.74
,1000.0000.2220.52310.020,,,,Retirement,,"$1,268.10",,"$1,614.02","$1,560.15","$1,741.00","$1,890.00",,$149.00,8.56
,1000.0000.2220.52320.020,,,,Retirement,,$693.98,,"$1,521.62",$911.04,$620.00,"$1,009.00",,$389.00,62.74
,1000.0000.2220.54330.020,,,,Software,,"$1,043.00",,"$1,275.42","$1,319.05","$1,500.00","$1,500.00",,$0.00,0.00
,1000.0000.2220.56100.020,,,,,Instructional Supplies,$327.47,,$197.95,$348.72,$350.00,$350.00,,$0.00,0.00
,1000.0000.2220.56400.020,,,,Books,,"$6,269.74",,"$6,609.29","$6,701.88","$6,069.00","$5,754.00",,($315.00),(5.19)
,Program:,OVERHEAD - 0000,,,,,"$78,926.24","$102,490.03",,"$80,810.97","$80,772.00","$96,949.00","$16,177.00",,20.03
,Function: LIBRARY,SERVICES,- 2220,,,,"$78,926.24","$102,490.03",,"$80,810.97","$80,772.00","$96,949.00","$16,177.00",,20.03
Cost,Center:,MORSE STREET,- 020,,,,"$310,684.81","$348,317.54",,"$360,075.68","$365,917.00","$400,046.00","$34,129.00",,9.33
,1000.0000.2120.51010.030,,,,Guidance,Salaries,"$33,431.18","$40,321.32",,"$45,228.55","$46,654.00","$49,821.00",,"$3,167.00",6.79
,1000.0000.2120.52010.030,,,,Benefits,,"$2,713.50",,"$2,708.36","$1,295.24","$3,257.00","$3,359.00",,$102.00,3.13
,1000.0000.2120.52310.030,,,,Retirement,,"$1,539.62",,"$1,802.32","$1,936.14","$2,085.00","$2,227.00",,$142.00,6.81
,1000.0000.2120.53000.030,,,,Purchased,Professional,$300.00,,$66.66,$0.00,$300.00,$300.00,,$0.00,0.00
,1000.0000.2120.54330.030,,,,Software,,$333.33,,$333.33,$275.33,$334.00,$500.00,,$166.00,49.70
,1000.0000.2120.56100.030,,,,Supplies,,$228.81,,$330.58,$277.04,$750.00,$750.00,,$0.00,0.00
,1000.0000.2120.56400.030,,,,Books,,$130.69,,$41.96,$114.42,$150.00,$150.00,,$0.00,0.00
,1000.0000.2120.57300.030,,,,Equipment,,$46.96,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,,,Page,50 of 89,,,,,,,
,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,,and Staff,Support-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
,1000.0000.2120.58100.030,,,,Dues & Fees,,$0.00,,$0.00,$0.00,$276.00,$0.00,,($276.00),(100.00)
Program:,OVERHEAD,- 0000,,,,,"$38,724.09","$45,604.53",,"$49,126.72","$53,806.00","$57,107.00",,"$3,301.00",6.14
Function:,,COUNSELING -,2120,,,,"$38,724.09","$45,604.53",,"$49,126.72","$53,806.00","$57,107.00",,"$3,301.00",6.14
,1000.0000.2130.51010.030,,,,Nurse Salary,,"$59,853.97","$95,304.07",,"$55,755.25","$60,783.00","$66,156.00",,"$5,373.00",8.84
,1000.0000.2130.51200.030,,,,Nurse,Substitute - PES,"$3,290.00",,"$3,721.21","$3,382.47",$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52000.030,,,,Employee,Benefits,$176.21,,$273.50,$186.79,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52010.030,,,,Nurse Benefits,,"$15,864.10","$20,859.22",,"$18,065.17","$22,146.00","$23,821.00",,"$1,675.00",7.56
,1000.0000.2130.52300.030,,,,Retirement,- Stipends,$5.38,,$10.87,$81.41,$0.00,$0.00,,$0.00,0.00
,1000.0000.2130.52310.030,,,,Retirement,,"$8,759.09",,"$8,368.34","$2,482.80","$2,717.00","$2,957.00",,$240.00,8.83
,1000.0000.2130.53000.030,,,,Purchased,Professional,$244.00,,$92.00,$295.00,$300.00,$300.00,,$0.00,0.00
,1000.0000.2130.54310.030,,,,Repairs &,Maintenance,$0.00,,$0.00,$66.14,$135.00,$135.00,,$0.00,0.00
,1000.0000.2130.56000.030,,,,Supplies,,$287.54,,$302.87,$288.41,$340.00,$420.00,,$80.00,23.53
,1000.0000.2130.58100.030,,,,Dues & Fees,,$0.00,,$0.00,$130.00,$180.00,$180.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,,"$88,480.29","$128,932.08",,"$80,733.44","$86,601.00","$93,969.00",,"$7,368.00",8.51
Function:,HEALTH,SERVICES,- 2130,,,,"$88,480.29","$128,932.08",,"$80,733.44","$86,601.00","$93,969.00",,"$7,368.00",8.51
,1000.0000.2213.51500.030,,,,Stipends-Acad,Leadership,"$5,496.00",,"$6,357.00","$4,677.50","$5,989.00","$5,989.00",,$0.00,0.00
,,,,,and LCC,,,,,,,,,,
,1000.0000.2213.52000.030,,,,Stipend,Benefits - PES,$492.36,,$449.03,$398.75,$201.00,$201.00,,$0.00,0.00
,,,,,,,Page,51 of 89,,,,,,,
