,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,,Education-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,,To Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2800.2110.51010.030,,,,,Social Worker Salary,"$26,239.64","$34,821.57",,"$38,925.36","$40,615.00","$42,849.00",,"$2,234.00",5.50
,1000.2800.2110.52010.030,,,,,Social Worker Benefits,$564.45,,$703.27,"$1,021.25","$2,712.00","$2,784.00",,$72.00,2.65
,1000.2800.2110.52310.030,,,,,Retirement,"$1,117.67",,"$1,556.55","$1,733.35","$1,816.00","$1,915.00",,$99.00,5.45
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,"$27,921.76","$37,081.39",,"$41,679.96","$45,143.00","$47,548.00",,"$2,405.00",5.33
Function:,Attendance,&,Social Work,-,2110,,"$27,921.76","$37,081.39",,"$41,679.96","$45,143.00","$47,548.00",,"$2,405.00",5.33
,1000.2800.2140.53440.030,,,,,Professional Services,$0.00,,$0.00,$0.00,"$1,750.00","$1,750.00",,$0.00,0.00
,1000.2800.2140.55800.030,,,,,Travel,$125.00,,$0.00,$0.00,$266.00,$266.00,,$0.00,0.00
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,$125.00,,$0.00,$0.00,"$2,016.00","$2,016.00",,$0.00,0.00
Function:,,PSYCHOLOGICAL,- 2140,,,,$125.00,,$0.00,$0.00,"$2,016.00","$2,016.00",,$0.00,0.00
,1000.2800.2150.51010.030,,,,,Speech & Audiology,"$38,867.69",,"$8,023.59","$31,737.50","$32,897.00","$35,781.00",,"$2,884.00",8.77
,,,,,,Salaries,,,,,,,,,
,1000.2800.2150.52010.030,,,,,Speech & Audiology,"$8,449.14",,"$1,098.80","$5,799.12","$13,061.00","$14,005.00",,$944.00,7.23
,,,,,,Benefits,,,,,,,,,
,1000.2800.2150.52310.030,,,,,Retirement,"$1,492.55",,$358.54,"$1,413.21","$1,471.00","$1,599.00",,$128.00,8.70
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,"$48,809.38",,"$9,480.93","$38,949.83","$47,429.00","$51,385.00",,"$3,956.00",8.34
Function:,SPEECH,&,AUDIOLOGY,-,2150,,"$48,809.38",,"$9,480.93","$38,949.83","$47,429.00","$51,385.00",,"$3,956.00",8.34
,1000.2800.2160.51010.030,,,,,OT Salary,"$18,051.79","$21,159.78",,"$24,333.39","$26,266.00","$28,210.00",,"$1,944.00",7.40
,1000.2800.2160.52010.030,,,,,OT Benefits,"$3,256.58",,"$3,820.69","$4,864.16","$6,501.00","$6,933.00",,$432.00,6.65
,,,,,,,Page,21 of 89,,,,,,,
