,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,,Education-,Proposed,,,,,,,,,
From,Date:,7/1/2026,,,To Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2800.2110.51010.010,,,,,Social Worker Salary,"$72,464.93","$75,443.09",,"$86,169.16","$92,509.00","$106,226.00","$13,717.00",,14.83
,1000.2800.2110.52010.010,,,,,Social Worker Benefits,"$9,017.73",,"$9,534.10","$12,246.86","$13,954.00","$15,199.00",,"$1,245.00",8.92
,1000.2800.2110.52310.010,,,,,Retirement,"$2,782.78",,"$3,372.20","$3,837.08","$4,135.00","$4,748.00",,$613.00,14.82
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,"$84,265.44","$88,349.39",,"$102,253.10","$110,598.00","$126,173.00","$15,575.00",,14.08
Function:,Attendance,&,Social Work,-,2110,,"$84,265.44","$88,349.39",,"$102,253.10","$110,598.00","$126,173.00","$15,575.00",,14.08
,1000.2800.2140.53440.010,,,,,Professional Services,$0.00,,$0.00,$0.00,"$1,750.00","$1,750.00",,$0.00,0.00
,1000.2800.2140.55800.010,,,,,Travel,$530.38,,$0.00,$0.00,$267.00,$267.00,,$0.00,0.00
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,$530.38,,$0.00,$0.00,"$2,017.00","$2,017.00",,$0.00,0.00
Function:,,PSYCHOLOGICAL,- 2140,,,,$530.38,,$0.00,$0.00,"$2,017.00","$2,017.00",,$0.00,0.00
,1000.2800.2150.51010.010,,,,,Speech & Audiology,"$112,855.21","$117,030.81",,"$132,524.65","$140,943.00","$224,243.00","$83,300.00",,59.10
,,,,,,Salaries,,,,,,,,,
,1000.2800.2150.52010.010,,,,,Speech & Audiology,"$13,497.18","$14,122.04",,"$17,435.71","$20,252.00","$50,940.00","$30,688.00",,151.53
,,,,,,Benefits,,,,,,,,,
,1000.2800.2150.52310.010,,,,,Retirement,"$4,333.27",,"$5,231.26","$5,901.50","$6,300.00","$10,024.00",,"$3,724.00",59.11
Program:,OTHER,SPECIAL,,PROGRAMS,- 2800,,"$130,685.66","$136,384.11",,"$155,861.86","$167,495.00","$285,207.00","$117,712.00",,70.28
Function:,SPEECH,&,AUDIOLOGY,-,2150,,"$130,685.66","$136,384.11",,"$155,861.86","$167,495.00","$285,207.00","$117,712.00",,70.28
,1000.2800.2160.51010.010,,,,,OT Salary,"$72,307.31","$76,810.51",,"$82,858.01","$91,931.00","$98,735.00",,"$6,804.00",7.40
,1000.2800.2160.52010.010,,,,,OT Benefits,"$13,248.43","$13,860.36",,"$16,667.23","$19,858.00","$21,300.00",,"$1,442.00",7.26
,,,,,,,Page,17 of 89,,,,,,,
