,,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
Article 3 - CAREER,AND,TECHNICAL EDUCATION,,,,,,,,,,,,,
504,Program:,3000 - CTE,PROGRAM,,,,,,,,,,,,
505,,Function:,1000 - REGULAR,INSTRUCTION,,,,,,,,,,,
506,,,Cost Center:,300 - FREEPORT,HIGH SCHOOL,,,,,,,,,,
507,,1000-3000-1000-55640-300,,MVR 10,Assessment,,"74,492.00","74,491.98","99,419.00","99,418.85","101,706.00","101,705.40","142,979.00","41,273.00",40.58%
,,,,,,Totals,"74,492.00","74,491.98","99,419.00","99,418.85","101,706.00","101,705.40","142,979.00","41,273.00",40.58%
,,,,,,Article 3 Totals,"74,492.00","74,491.98","99,419.00","99,418.85","101,706.00","101,705.40","142,979.00","41,273.00",40.58%
Article 4 - OTHER,INSTRUCTION,,,,,,,,,,,,,,
508,Program:,9100 - CO-CURRICULAR,ELEMENTARY,,,,,,,,,,,,
509,,Function:,1000 - REGULAR,INSTRUCTION,,,,,,,,,,,
510,,,Cost Center:,010 - DURHAM,COMMUNITY,,,,,,,,,,
511,,1000-9100-1000-51500-010,,Stipends,,,"19,618.00","23,241.00","22,294.00","22,852.58","27,657.00","13,814.63","26,626.70","-1,030.30",-3.73%
512,,1000-9100-1000-52000-010,,Benefits,,,981.00,"1,599.10","1,115.00",664.64,"1,383.00",185.39,439.32,-943.68,-68.23%
513,,1000-9100-1000-52300-010,,Retirement,,,779.00,181.51,927.00,13.67,"1,151.00",0.00,"1,107.71",-43.29,-3.76%
514,,1000-9100-1000-56000-010,,Supplies,,,750.00,595.84,750.00,514.80,0.00,0.00,750.00,750.00,100.00%
515,,1000-9100-1000-56100-010,,Instructional,Supplies,,0.00,0.00,0.00,0.00,750.00,0.00,0.00,-750.00,-100.00%
516,,1000-9100-1000-58100-010,,Dues & Fees,,,680.00,929.50,"1,170.00",678.50,"1,057.00",0.00,"1,609.00",552.00,52.22%
,,,,,,Totals,"22,808.00","26,546.95","26,256.00","24,724.19","31,998.00","14,000.02","30,532.73","-1,465.27",-4.58%
517,,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,,
518,,1000-9100-1000-51500-030,,Stipends,,,"6,015.00","7,037.00","7,779.00","8,070.92","7,929.00","2,173.16","6,439.71","-1,489.29",-18.78%
519,,1000-9100-1000-52000-030,,Stipend,Benefits,,301.00,80.33,389.00,39.06,396.00,0.52,106.24,-289.76,-73.17%
520,,1000-9100-1000-52300-030,,MPERS,Employer Contribution,,239.00,77.73,324.00,0.00,330.00,0.00,267.90,-62.10,-18.82%
521,,1000-9100-1000-58100-030,,Dues & Fees,,,200.00,0.00,200.00,0.00,0.00,0.00,200.00,200.00,100.00%
,,,,,,Totals,"6,755.00","7,195.06","8,692.00","8,109.98","8,655.00","2,173.68","7,013.85","-1,641.15",-18.96%
522,,,Cost Center:,040 - MAST,LANDING,,,,,,,,,,
523,,1000-9100-1000-51500-040,,Stipends,,,"4,593.00","5,414.00","6,314.00","10,470.01","10,371.00","5,408.10","8,071.49","-2,299.51",-22.17%
524,,1000-9100-1000-52000-040,,Stipend,Benefits,,230.00,32.22,316.00,91.33,519.00,1.26,133.19,-385.81,-74.34%
525,,1000-9100-1000-52300-040,,RETIREMENT,,,182.00,0.00,263.00,13.83,431.00,0.00,335.78,-95.22,-22.09%
526,,1000-9100-1000-58100-040,,Dues & Fees,,,610.00,175.00,400.00,175.00,400.00,0.00,400.00,0.00,0.00%
,,,,,,Totals,"5,615.00","5,621.22","7,293.00","10,750.17","11,721.00","5,409.36","8,940.46","-2,780.54",-23.72%
527,,,Cost Center:,050 - FREEPORT,MIDDLE,SCHOOL,,,,,,,,,
528,,1000-9100-1000-51500-050,,Stipends,,,"27,164.00","33,274.23","28,903.00","27,155.45","30,125.00","11,494.59","30,979.34",854.34,2.84%
529,,1000-9100-1000-52000-050,,Stipend,Benefits,,"1,358.00","1,194.72","1,445.00",215.56,"1,506.00",5.48,511.11,-994.89,-66.06%
530,,1000-9100-1000-52300-050,,Retirement,,,"1,078.00",139.07,"1,202.00",11.44,"1,253.00",0.00,"1,288.78",35.78,2.86%
531,,1000-9100-1000-56000-050,,Supplies,,,"3,000.00","2,961.94","3,000.00","2,117.05",0.00,-120.48,0.00,0.00,0.00%
532,,1000-9100-1000-56100-050,,Instructional,Supplies,,0.00,0.00,0.00,0.00,"3,900.00",710.64,"3,900.00",0.00,0.00%
533,,1000-9100-1000-58100-050,,Dues & Fees,,,"2,750.00","2,749.72","2,750.00","1,463.00","2,750.00",551.00,"2,750.00",0.00,0.00%
,,,,,,Totals,"35,350.00","40,319.68","37,300.00","30,962.50","39,534.00","12,641.23","39,429.23",-104.77,-0.27%
534,,Function:,2700 -,TRANSPORTATION,,,,,,,,,,,
535,,,Cost Center:,950 - K-8,,,,,,,,,,,
536,,1000-9100-2700-58500-950,,Co-Curr,Transportation,,"1,500.00",0.00,"1,500.00",0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,"1,500.00",0.00,"1,500.00",0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,,,,12 of 27,,,,,,
,,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
537,Program:,9200 - ELEM,EX-CURRICULAR,ATHLETICS,,,,,,,,,,,
538,,Function:,1000 - REGULAR,,INSTRUCTION,,,,,,,,,,
539,,,Cost,Center: 050,- FREEPORT,MIDDLE SCHOOL,,,,,,,,,
540,,1000-9200-1000-51040-050,,,Athletic Director,Salary,"28,698.00","29,271.83","30,150.00","34,653.22","30,635.00","34,729.49","31,675.59","1,040.59",3.40%
541,,1000-9200-1000-51180-050,,,Support Salary,,0.00,0.00,0.00,0.00,"4,688.00",0.00,"10,213.60","5,525.60",117.87%
542,,1000-9200-1000-51230-050,,,Other Wages,,"6,547.00","5,503.26","7,253.00","5,823.07",0.00,"2,501.27",0.00,0.00,0.00%
543,,1000-9200-1000-51500-050,,,Stipends-Coaches,,"106,981.00","109,526.46","113,645.00","84,948.47","114,107.00","39,238.24","114,107.00",0.00,0.00%
544,,1000-9200-1000-52000-050,,,Benefits,,0.00,"9,075.22",0.00,"3,620.62","5,705.00","1,063.80","5,705.00",0.00,0.00%
545,,1000-9200-1000-52010-050,,,Stipend Benefits,,"5,349.00",0.00,"5,682.00",0.00,0.00,0.00,0.00,0.00,0.00%
546,,1000-9200-1000-52030-050,,,Other Benefits,,"1,272.00",447.88,"1,441.00",581.45,0.00,65.07,21.55,21.55,100.00%
547,,1000-9200-1000-52040-050,,,AD Benefits,,"6,256.00","3,803.29","4,090.00","4,016.27","3,963.00","5,032.61","6,226.32","2,263.32",57.11%
548,,1000-9200-1000-52080-050,,,Support Benefits,,0.00,0.00,0.00,0.00,"1,032.00",0.00,739.85,-292.15,-28.31%
549,,1000-9200-1000-52300-050,,,Retirement,,"4,247.00",994.17,"4,728.00",139.49,"4,747.00",0.00,"4,747.00",0.00,0.00%
550,,1000-9200-1000-52330-050,,,Retirement,,0.00,0.00,0.00,22.10,0.00,0.00,0.00,0.00,0.00%
551,,1000-9200-1000-52340-050,,,Retirement,,"1,162.00","1,162.19","1,254.00","1,441.60","1,279.00",295.26,"1,317.70",38.70,3.03%
552,,1000-9200-1000-53000-050,,,Game Officials,,"20,159.00","13,989.98","20,507.00","9,628.86","21,958.00",0.00,"21,785.00",-173.00,-0.79%
553,,1000-9200-1000-55800-050,,,Travel,,0.00,0.00,0.00,0.00,75.00,0.00,75.00,0.00,0.00%
554,,1000-9200-1000-56100-050,,,Program Supplies,,"25,233.00","23,234.08","25,685.00","16,230.77","26,586.00","18,919.28","27,311.00",725.00,2.73%
555,,1000-9200-1000-58100-050,,,Dues and Fees,,"13,686.00","13,438.91","14,593.00","16,482.94","14,903.00",-367.50,"17,508.00","2,605.00",17.48%
,,,,,,Totals,"219,590.00","210,447.27","229,028.00","177,588.86","229,678.00","101,477.52","241,432.61","11,754.61",5.12%
556,Program:,9500 - CO-CURRICULAR,HIGH,SCHOOL,,,,,,,,,,,
557,,Function:,1000 - REGULAR,,INSTRUCTION,,,,,,,,,,
558,,,Cost,Center: 300,- FREEPORT HIGH,SCHOOL,,,,,,,,,
