,,,,,RSU,No. 5,,,,,,,
FY27,Article,2 Special,Education- Proposed,,,,,,,,,,
From,Date:,7/1/2026,To Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,FY27,,Dollar,Percent
,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,Description,,,,,,,,,
,1000.2800.2190.53000.900,,Purchased,Professional,$0.00,"$52,312.50",,$0.00,$0.00,$0.00,,$0.00,0.00
,Program: OTHER,SPECIAL PROGRAMS,- 2800,,$0.00,"$52,312.50",,"$93,375.27","$116,014.00","$125,625.00",,"$9,611.00",8.28
,Function: OTHER,SUPPORT,SERVICES - 2190,,$0.00,"$52,312.50",,"$93,375.27","$116,014.00","$125,625.00",,"$9,611.00",8.28
,1000.2500.2330.51010.900,,Instructional,Strategist,"$243,084.65","$188,508.79",,"$250,823.80","$268,529.00","$289,046.00","$20,517.00",,7.64
,,,Salaries,,,,,,,,,,
,1000.2500.2330.51040.900,,Admin,Salaries,"$126,756.56","$127,681.13",,"$143,015.00","$147,250.00","$155,350.00",,"$8,100.00",5.50
,1000.2500.2330.51180.900,,Support,Wages,"$53,188.92","$38,430.00",,"$58,728.71","$63,542.00","$68,628.00",,"$5,086.00",8.00
,1000.2500.2330.52010.900,,Instructional,Strategist,"$33,629.63","$28,636.37",,"$61,896.19","$60,421.00","$64,655.00",,"$4,234.00",7.01
,,,Benefits,,,,,,,,,,
,1000.2500.2330.52040.900,,Admin,Benefits,"$11,669.30","$18,963.39",,"$4,272.90","$19,254.00","$22,740.00",,"$3,486.00",18.11
,1000.2500.2330.52080.900,,Support,Benefits,"$22,600.25","$17,392.45",,"$25,642.40","$28,875.00","$30,939.00",,"$2,064.00",7.15
,1000.2500.2330.52310.900,,Retirement,,"$9,334.03",,"$8,403.54","$10,860.93","$12,003.00","$12,920.00",,$917.00,7.64
,1000.2500.2330.52340.900,,Retirement,,"$4,466.17",,"$5,707.28","$6,209.58","$6,582.00","$6,944.00",,$362.00,5.50
,1000.2500.2330.52380.900,,Retirement,,"$1,332.62",,"$1,917.78","$2,975.59","$3,177.00","$3,431.00",,$254.00,7.99
,1000.2500.2330.53000.900,,Legal,,"$21,472.00","$14,280.90",,"$15,667.57","$20,000.00","$20,000.00",,$0.00,0.00
,1000.2500.2330.53200.900,,Telephone,,$39.25,,$0.00,$165.24,$240.00,$240.00,,$0.00,0.00
,1000.2500.2330.53300.900,,Prof Empl,Train & Dev,$0.00,,$0.00,$0.00,$0.00,"$2,500.00",,"$2,500.00",0.00
,,,Services,,,,,,,,,,
,1000.2500.2330.53400.900,,Contracted,Services,$0.00,"$54,474.78",,$525.00,$0.00,$0.00,,$0.00,0.00
,1000.2500.2330.53401.900,,Admin,Purchased Services,$0.00,,"$7,319.00","$13,945.50","$15,000.00","$15,000.00",,$0.00,0.00
,1000.2500.2330.53440.900,,Purchased,Professional,"$6,665.97",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.2500.2330.55310.900,,Postage,,$14.78,,"$1,986.06","$3,000.00","$4,000.00","$4,500.00",,$500.00,12.50
,,,,,Page,31 of 89,,,,,,,
,,,,,RSU,No. 5,,,,,,,
FY27,Article,2 Special,Education-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date: 6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,FY27,,Dollar,Percent
,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,Description,,,,,,,,,
,1000.2500.2330.55350.900,,,Adori Special Ed Software,$0.00,,"$3,768.00","$4,368.00","$4,500.00","$5,000.00",,$500.00,11.11
,1000.2500.2330.55800.900,,,Travel,"$2,982.00",,$403.71,"$3,105.63","$4,000.00","$4,000.00",,$0.00,0.00
,1000.2500.2330.56000.900,,,Supplies,"$4,523.67",,"$6,231.81","$2,681.74","$9,800.00","$4,300.00","($5,500.00)",,(56.12)
,1000.2500.2330.58100.900,,,Dues & Fees,$855.98,,$578.00,$749.00,$865.00,$865.00,,$0.00,0.00
,1000.2500.2330.59000.900,,,Contingency,"$220,000.00",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,,ADMINISTRATION,- 2500,,"$762,615.78","$524,682.99",,"$608,632.78","$668,038.00","$711,058.00","$43,020.00",,6.44
Function:,SPECIAL,AREA,ADMINISTRATION,- 2330,"$762,615.78","$524,682.99",,"$608,632.78","$668,038.00","$711,058.00","$43,020.00",,6.44
Cost,Center:,SYSTEM WIDE,- 900,,"$762,615.78","$578,240.70",,"$703,794.47","$784,052.00","$836,683.00","$52,631.00",,6.71
,1000.2100.1000.51210.950,,,Tutor Salaries/ESY,"$12,525.15","$12,786.10",,"$27,558.39","$16,011.00",$0.00,"($16,011.00)",,(100.00)
,1000.2100.1000.52010.950,,,Benefit,$270.50,,$507.35,"$3,404.20",$715.00,$0.00,,($715.00),(100.00)
,1000.2100.1000.52310.950,,,Retirement,$491.69,,$463.09,"$1,164.58",$538.00,$0.00,,($538.00),(100.00)
,1000.2100.1000.53440.950,,,Purchased Professional,"$1,424.20",,"$1,517.65","$2,075.99","$1,250.00",$0.00,"($1,250.00)",,(100.00)
Program:,REGULAR,CLASSROOM,PLACEMENT,- 2100,"$14,711.54","$15,274.19",,"$34,203.16","$18,514.00",$0.00,"($18,514.00)",,(100.00)
,1000.2400.1000.53440.950,,,Tutoring Services -,"$9,109.60",,$0.00,"$3,477.50","$7,500.00","$7,500.00",,$0.00,0.00
,,,,Hospital/Homebound ELEM,,,,,,,,,
Program:,,Homebound/Hospital,- 2400,,"$9,109.60",,$0.00,"$3,477.50","$7,500.00","$7,500.00",,$0.00,0.00
,1000.2810.1000.51010.950,,,Summer School Teacher,$0.00,,$0.00,$0.00,$0.00,"$17,159.00","$17,159.00",,0.00
,,,,(K-8),,,,,,,,,
,1000.2810.1000.51020.950,,,Summer School Ed Tech,$0.00,,$0.00,$0.00,$0.00,"$14,400.00","$14,400.00",,0.00
,,,,(K-8),,,,,,,,,
,,,,,Page,32 of 89,,,,,,,
