,,,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff,,Support - Adopted,,,,,,,,,
From Date:,3/22/2023,,To,Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,,FY24,Adopted,,
Account,,,Description,,,,,,,,,,
1000.0000.2130.51010.030,,Nurse,Salary,,"$51,907.94","$57,691.95",,"$55,632.97",,"$57,971.00","$60,909.00","$2,938.00",5.07
1000.0000.2130.51010.040,,Nurse,Salary,,"$67,501.98","$42,911.55",,"$46,120.74",,"$54,882.00","$58,582.00","$3,700.00",6.74
1000.0000.2130.51010.050,,Nurse,Salary,,"$39,687.44","$59,981.69",,"$70,014.42",,"$72,067.00","$75,001.00","$2,934.00",4.07
1000.0000.2130.51010.300,,Nurse,Salary,,"$61,708.78","$68,846.06",,"$66,700.84",,"$69,892.00","$73,228.00","$3,336.00",4.77
1000.0000.2130.51200.010,,Nurse,Substitute,- DCS,$0.00,,$0.00,,"$1,470.00",$0.00,$0.00,$0.00,0.00
1000.0000.2130.51200.020,,Nurse,Substitute,- MSS,$0.00,,$0.00,,$690.00,$0.00,$0.00,$0.00,0.00
1000.0000.2130.51200.030,,Nurse,Substitute,- PES,$0.00,,$0.00,,$420.00,$0.00,$0.00,$0.00,0.00
1000.0000.2130.51200.040,,Nurse,Substitute,- MLS,$0.00,,$0.00,"$40,977.56",,$0.00,$0.00,$0.00,0.00
1000.0000.2130.51200.050,,Nurse,Substitute,- FMS,$0.00,,$0.00,,"$1,190.00",$0.00,$0.00,$0.00,0.00
1000.0000.2130.51200.300,,Nurse,Substitute,- FHS,$0.00,,$0.00,,"$1,750.00",$0.00,$0.00,$0.00,0.00
1000.0000.2130.51500.900,,,Doctor-Consulting,Physician-Stipend,$0.00,,$0.00,,$0.00,$0.00,"$1,500.00","$1,500.00",0.00
1000.0000.2130.52000.010,,,Employee,Benefits,$0.00,,$0.00,,$28.70,$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.020,,,Employee,Benefits,$0.00,,$0.00,,$36.96,$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.030,,,Employee,Benefits,$0.00,,$0.00,,$15.76,$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.040,,,Employee,Benefits,$0.00,,$0.00,,"$1,388.79",$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.050,,,Employee,Benefits,$0.00,,$0.00,,"$8,591.83",$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.300,,,Employee,Benefits,$0.00,,$0.00,,$37.81,$0.00,$0.00,$0.00,0.00
1000.0000.2130.52000.900,,Doctor,-,Consulting Physician - Ben,$0.00,,$0.00,,$0.00,$0.00,$27.00,$27.00,0.00
1000.0000.2130.52010.010,,Nurse,Benefits,,"$15,120.47","$3,342.45",,"$20,269.20",,"$16,073.00","$20,643.00","$4,570.00",28.43
1000.0000.2130.52010.020,,Nurse,Benefits,,"$4,785.19","$2,763.51",,,"$3,459.61","$5,683.00","$5,332.00",($351.00),(6.18)
1000.0000.2130.52010.030,,Nurse,Benefits,,"$16,953.50","$4,185.48",,"$16,178.77",,"$21,576.00","$18,694.00","($2,882.00)",(13.36)
1000.0000.2130.52010.040,,Nurse,Benefits,,"$5,923.84",,$169.67,,"$4,547.34","$5,245.00","$4,806.00",($439.00),(8.37)
1000.0000.2130.52010.050,,Nurse,Benefits,,"$12,360.40","$2,769.54",,,"$4,948.02","$5,121.00","$5,173.00",$52.00,1.02
1000.0000.2130.52010.300,,,Nurses Benefits,,"$21,149.41","$4,716.65",,"$21,312.53",,"$21,844.00","$23,302.00","$1,458.00",6.67
,03/22/2023,,,,,,,,,,,Page 30,
,,,,,RSU,No.,5,,,,,,
Article 5,Student and,Staff,Support - Adopted,,,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,,
,,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,,Difference
,,,,,,,,,FY24,Adopted,,,
Account,,,Description,,,,,,,,,,
1000.0000.2130.52300.010,,Retirement,- Stipends,$0.00,,$0.00,,$53.78,$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52300.020,,Retirement,- Stipends,$0.00,,$0.00,,$16.12,$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52300.030,,Retirement,- Stipends,$0.00,,$0.00,,$10.75,$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52300.040,,Retirement,- Stipends,$0.00,,$0.00,,"$1,174.03",$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52300.050,,Retirement,- Stipends,$0.00,,$0.00,,$45.70,$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52300.300,,Retirement,- Stipends,$0.00,,$0.00,,$67.22,$0.00,$0.00,,$0.00,0.00
1000.0000.2130.52310.010,,Retirement,,"$2,745.34",,$649.02,,"$4,728.33","$3,014.00","$3,353.00",,$339.00,11.25
1000.0000.2130.52310.020,,Retirement,,"$2,748.54",,$652.06,,"$2,818.53","$3,091.00","$3,353.00",,$262.00,8.48
1000.0000.2130.52310.030,,Retirement,,$0.00,,$129.80,,"$3,209.56","$2,411.00","$2,723.00",,$312.00,12.94
1000.0000.2130.52310.040,,Retirement,,"$2,808.00",,$460.80,,"$1,905.38",$0.00,"$2,619.00",,"$2,619.00",0.00
1000.0000.2130.52310.050,,Retirement,,"$1,651.00",,$389.40,,"$2,822.85","$2,998.00","$3,353.00",,$355.00,11.84
1000.0000.2130.52310.300,,Retirement,,"$2,566.98",,$602.30,,"$2,561.26","$2,907.00","$3,273.00",,$366.00,12.59
1000.0000.2130.53000.010,,,Professional Services,$0.00,,$129.00,,$31.00,$300.00,$300.00,,$0.00,0.00
1000.0000.2130.53000.020,,Purchased,Professional,$125.00,,$0.00,,$0.00,$300.00,$300.00,,$0.00,0.00
1000.0000.2130.53000.030,,Purchased,Professional,$0.00,,$0.00,,$0.00,$500.00,$300.00,,($200.00),(40.00)
1000.0000.2130.53000.040,,Purchased,Professional,$0.00,,$0.00,,$0.00,$300.00,$300.00,,$0.00,0.00
1000.0000.2130.53000.050,,Purchased,Professional,$88.00,,$270.01,,$84.76,$300.00,$300.00,,$0.00,0.00
1000.0000.2130.53000.300,,Purchased,Professional,$28.50,,$0.00,,$0.00,$300.00,$300.00,,$0.00,0.00
1000.0000.2130.53000.900,,Purchased,Professional-District,Wide $0.00,,$0.00,,$0.00,$0.00,"$1,000.00",,"$1,000.00",0.00
1000.0000.2130.54310.010,,Repairs,& Maintenance,$0.00,,$0.00,,$0.00,$135.00,$135.00,,$0.00,0.00
1000.0000.2130.54310.020,,Repairs,& Maintenance,$65.00,,$65.00,,$70.00,$135.00,$135.00,,$0.00,0.00
1000.0000.2130.54310.030,,Repairs,& Maintenance,$0.00,,$0.00,,$0.00,$135.00,$135.00,,$0.00,0.00
1000.0000.2130.54310.040,,Repairs,& Maintenance,$0.00,,$0.00,,$70.00,$135.00,$135.00,,$0.00,0.00
1000.0000.2130.54310.050,,Repairs,& Maintenance,$131.73,,$0.00,,$0.00,$135.00,$135.00,,$0.00,0.00
,03/22/2023,,,,,,,,,,,Page 31,
