,,,,,RSU,No.,5,,,,,
Article 2,Special,Education,- - Adopted,,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.2800.2160.52010.010,,OT,Benefits,"$1,098",,$0,,"$2,142",$977,"$21,038","$20,061","2,053.37"
1000.2800.2160.52010.020,,OT,Benefits,"$2,193",,"$4,734",,"$3,303",$841,"$3,319","$2,478",294.50
1000.2800.2160.52010.030,,OT,Benefits,$65,,$0,,$470,$279,"$4,204","$3,925","1,406.05"
1000.2800.2160.52010.040,,OT,Benefits,$180,,$199,,$32,$240,"$12,832","$12,592","5,238.44"
1000.2800.2160.52010.050,,OT,Benefits,"$1,156",,$100,,$16,$140,"$1,609","$1,469","1,052.83"
1000.2800.2160.52010.300,,OT,Benefits,$187,,$99,,$16,$120,$494,$374,311.02
1000.2800.2160.52310.010,,Retirement,,$237,,$0,,$0,"$2,177","$3,484","$1,307",60.05
1000.2800.2160.52310.020,,Retirement,,$794,,"$1,340",,$327,"$1,869","$1,885",$16,0.84
1000.2800.2160.52310.030,,Retirement,,$0,,$0,,$0,$622,$871,$249,40.04
1000.2800.2160.52310.040,,Retirement,,$265,,$447,,$109,$534,"$1,537","$1,003",187.79
1000.2800.2160.52310.050,,Retirement,,$370,,$223,,$55,$311,$306,($5),(1.60)
1000.2800.2160.52310.300,,Retirement,,$132,,$223,,$54,$267,$267,$0,(0.01)
1000.2800.2160.55800.010,,Travel,,$202,,$0,,$0,$210,$210,$0,0.00
1000.2800.2160.55800.020,,Travel,,$80,,$0,,$0,$80,$125,$45,56.25
1000.2800.2160.55800.030,,Travel,,$161,,$0,,$0,$160,$125,($35),(21.88)
1000.2800.2160.55800.040,,Travel,,$10,,$0,,$0,$20,$125,$105,525.00
1000.2800.2160.55800.050,,Travel,,$0,,$0,,$0,$0,$125,$125,0.00
1000.2800.2160.55800.300,,Travel,,$0,,$0,,$0,$0,$125,$125,0.00
1000.2800.2170.51010.950,,PT Salary,,$0,,$0,,"$38,522","$41,925","$73,607","$31,682",75.57
1000.2800.2170.52010.950,,PT,Benefits,$0,,$0,,"$4,184","$10,843","$5,156","($5,687)",(52.45)
1000.2800.2170.52310.950,,PT,Retirement,$0,,$0,,$351,"$1,744","$3,062","$1,318",75.56
1000.2800.2170.55800.950,,Travel,,$0,,$0,,$0,$0,$500,$500,0.00
1000.2800.2180.51010.950,,Vision,Services Salary,"$33,856",,"$35,301",,$0,$0,$0,$0,0.00
1000.2800.2180.52010.950,,Vision,Services Benefits,"$2,634",,"$2,873",,$0,$0,$0,$0,0.00
