,,,,,,RSU,No.,5,,,,,
Article,5,Student and,Staff,Support- Adopted,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.0000.2110.51010.040,,Social,Worker Salaries,$0.00,,$0.00,,$0.00,$0.00,"$21,853.00","$21,853.00",0.00
,1000.0000.2110.52010.040,,Social,Worker Benefits,$0.00,,$0.00,,$0.00,$0.00,"$5,367.00","$5,367.00",0.00
,1000.0000.2110.52310.040,,Social,Worker Retirement,$0.00,,$0.00,,$0.00,$0.00,$976.00,$976.00,0.00
Program:,OVERHEAD,- 0000,,,$0.00,,$0.00,,$0.00,$0.00,"$28,196.00","$28,196.00",0.00
Function:,Attendance,& Social,Work -,2110,$0.00,,$0.00,,$0.00,$0.00,"$28,196.00","$28,196.00",0.00
,1000.0000.2120.51010.040,,Guidance,Salaries,"$64,189.58","$85,820.83",,"$94,959.68",,"$96,598.00","$82,324.00","($14,274.00)",(14.78)
,1000.0000.2120.52010.040,,Benefits,,"$21,177.54","$1,766.92",,"$11,914.35",,"$15,985.00","$5,881.00","($10,104.00)",(63.21)
,1000.0000.2120.52310.040,,,Retirement,"$2,670.45",,$685.86,,"$3,744.37","$4,018.00","$3,680.00",($338.00),(8.41)
,1000.0000.2120.53000.040,,,Purchased Professional,$0.00,,$0.00,,$0.00,$300.00,$300.00,$0.00,0.00
,1000.0000.2120.54330.040,,Software,,$0.00,,$0.00,,$333.33,$334.00,$334.00,$0.00,0.00
,1000.0000.2120.56100.040,,,Instructional Supplies,$169.00,,$256.08,,$324.78,$339.00,$350.00,$11.00,3.24
,1000.0000.2120.56400.040,,Guidance,Books & Periodicals,$0.00,,$0.00,,$0.00,$0.00,$100.00,$100.00,0.00
,1000.0000.2120.57300.040,,,Equipment,$0.00,,$0.00,,$389.76,$500.00,$750.00,$250.00,50.00
Program:,OVERHEAD,- 0000,,,"$88,206.57","$88,529.69",,"$111,666.27",,"$118,074.00","$93,719.00","($24,355.00)",(20.63)
Function:,,COUNSELING -,2120,,"$88,206.57","$88,529.69",,"$111,666.27",,"$118,074.00","$93,719.00","($24,355.00)",(20.63)
,1000.0000.2130.51010.040,,Nurse,Salary,"$67,501.98","$42,911.55",,"$46,120.74",,"$54,882.00","$58,582.00","$3,700.00",6.74
,1000.0000.2130.51200.040,,Nurse,Substitute - MLS,$0.00,,$0.00,"$40,977.56",,$0.00,$0.00,$0.00,0.00
,1000.0000.2130.52000.040,,Employee,Benefits,$0.00,,$0.00,,"$1,388.79",$0.00,$0.00,$0.00,0.00
,1000.0000.2130.52010.040,,Nurse,Benefits,"$5,923.84",,$169.67,,"$4,547.34","$5,245.00","$4,806.00",($439.00),(8.37)
,1000.0000.2130.52300.040,,,Retirement - Stipends,$0.00,,$0.00,,"$1,174.03",$0.00,$0.00,$0.00,0.00
,Page 48,of 80,,,,,,,,,,,
,,,,,,RSU,No.,5,,,,,
Article,5,Student and,Staff,Support- Adopted,,,,,,,,,
From,Date:,7/1/2023,To,Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.0000.2130.52310.040,,Retirement,,"$2,808.00",,$460.80,,"$1,905.38",$0.00,"$2,619.00","$2,619.00",0.00
,1000.0000.2130.53000.040,,Purchased,Professional,$0.00,,$0.00,,$0.00,$300.00,$300.00,$0.00,0.00
,1000.0000.2130.54310.040,,Repairs &,Maintenance,$0.00,,$0.00,,$70.00,$135.00,$135.00,$0.00,0.00
,1000.0000.2130.56000.040,,Supplies,,$547.15,,$425.04,,$425.46,$642.00,$819.00,$177.00,27.57
Program:,OVERHEAD,- 0000,,,"$76,780.97","$43,967.06",,"$96,609.30",,"$61,204.00","$67,261.00","$6,057.00",9.90
Function:,HEALTH,SERVICES,- 2130,,"$76,780.97","$43,967.06",,"$96,609.30",,"$61,204.00","$67,261.00","$6,057.00",9.90
,1000.0000.2213.51500.040,,Stipends-Acad,Leadership and LCC,$0.00,,$0.00,"$13,585.00",,"$9,800.00","$14,322.00","$4,522.00",46.14
,1000.0000.2213.52000.040,,Stipend,Benefits - MLS,$0.00,,$0.00,,$245.44,$0.00,$0.00,$0.00,0.00
,1000.0000.2213.52300.040,,Stipend,Retirement - MLS,$0.00,,$0.00,,$528.01,$0.00,$0.00,$0.00,0.00
,1000.0000.2213.53300.040,,Employee,Training,$0.00,,$0.00,,$100.00,$0.00,$0.00,$0.00,0.00
Program:,OVERHEAD,- 0000,,,$0.00,,$0.00,"$14,458.45",,"$9,800.00","$14,322.00","$4,522.00",46.14
Function:,,INSTRUCTIONAL,STAFF TRAINING,- 2213,$0.00,,$0.00,"$14,458.45",,"$9,800.00","$14,322.00","$4,522.00",46.14
,1000.0000.2220.51010.040,,Librarian,Salary,"$63,512.28","$65,248.08",,"$87,929.52",,"$87,685.00","$67,015.00","($20,670.00)",(23.57)
,1000.0000.2220.51020.040,,Ed Tech,Salaries,"$11,807.36","$39,300.86",,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.0000.2220.52010.040,,Librarian,Benefits,"$12,695.74","$2,827.88",,"$15,889.91",,"$16,414.00","$4,994.00","($11,420.00)",(69.57)
,1000.0000.2220.52020.040,,Ed Tech,Benefits,"$6,147.95","$4,540.66",,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.0000.2220.52310.040,,Retirement,,"$2,642.12",,$628.20,,"$3,558.00","$3,647.00","$2,996.00",($651.00),(17.85)
,1000.0000.2220.52320.040,,Retirement,,$491.07,,$201.11,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.0000.2220.54330.040,,Software,,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
,1000.0000.2220.56000.040,,Supplies,,$449.14,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,Page 49,of 80,,,,,,,,,,,
