,,,,,,,,Final FY22 Version,,,,,,
311,1000-2300-1000-51010-030,,Teacher Salaries,,,"50,792.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
312,1000-2300-1000-51020-030,,Ed Tech Salaries,,,"72,724.00","35,465.60","23,919.00","23,995.25","23,919.00",219.78,0.00,"-23,919.00",-100.00%
313,1000-2300-1000-52010-030,,Teacher,Benefits,,"24,350.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
314,1000-2300-1000-52020-030,,Ed Tech Benefits,,,"34,886.00","13,401.61","15,891.00","9,066.46","16,964.00",4.49,0.00,"-16,964.00",-100.00%
315,1000-2300-1000-52310-030,,Retirement,,,"2,016.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
316,1000-2300-1000-52320-030,,Retirement,,,"2,887.00",428.57,995.00,998.23,"1,035.00",9.15,"1,035.00",0.00,0.00%
,,,,,Totals,"187,655.00","49,295.78","40,805.00","34,059.94","41,918.00",233.42,"1,035.00","-40,883.00",-97.53%
,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff Notes
317,,Cost Center:,040 - MAST,LANDING,,,,,,,,,,
318,1000-2300-1000-51010-040,,Teacher Salaries,,,0.00,0.00,"53,108.00",0.00,"54,401.00",0.00,"61,499.69","7,098.69",13.05%
319,1000-2300-1000-51020-040,,Ed Tech Salaries,,,"38,682.00",0.00,"22,015.00",0.00,"115,872.00",0.00,"31,545.79","-84,326.21",-72.78%
320,1000-2300-1000-52010-040,,Teacher,Benefits,,0.00,0.00,"21,225.00",0.00,"5,235.00",0.00,"1,152.50","-4,082.50",-77.98%
321,1000-2300-1000-52020-040,,Ed Tech Benefits,,,"15,674.00",0.00,"21,181.00",0.00,"51,285.00",0.00,481.08,"-50,803.92",-99.06%
322,1000-2300-1000-52310-040,,Retirement,,,0.00,0.00,"2,209.00",0.00,"2,263.00",0.00,"2,558.39",295.39,13.05%
323,1000-2300-1000-52320-040,,Retirement,,,"1,536.00",0.00,916.00,0.00,"5,013.00",0.00,"5,971.38",958.38,19.12%
,,,,,Totals,"55,892.00",0.00,"120,654.00",0.00,"234,069.00",0.00,"103,208.83","-130,860.17",-55.91%
324,,Cost Center:,050 - FREEPORT,MIDDLE SCHOOL,,,,,,,,,,
325,1000-2300-1000-51010-050,,Teacher Salaries,,,"104,850.00","116,582.89","117,149.00","79,991.06","131,119.00","218,612.17","135,585.87","4,466.87",3.41%
326,1000-2300-1000-51020-050,,Ed Tech Salaries,,,"178,764.00","159,387.62","146,535.00","140,092.62","115,831.00","181,359.65","137,260.73","21,429.73",18.50%
327,1000-2300-1000-52010-050,,Teacher,Benefits,,"37,680.00","41,746.97","40,686.00","22,186.05","41,181.00","4,767.35","85,290.64","44,109.64",107.11%
328,1000-2300-1000-52020-050,,Ed Tech Benefits,,,"95,296.00","53,397.05","58,551.00","50,226.77","57,360.00","4,996.33","2,090.14","-55,269.86",-96.36%
329,1000-2300-1000-52310-050,,Retirement,,,"4,163.00","5,034.04","4,873.00","2,845.34","5,455.00",668.94,"6,889.05","1,434.05",26.29%
330,1000-2300-1000-52320-050,,Retirement,,,"7,097.00","5,400.28","6,096.00","6,195.22","5,011.00","1,724.71","4,185.34",-825.66,-16.48%
,,,,,Totals,"427,850.00","381,548.85","373,890.00","301,537.06","355,957.00","412,129.15","371,301.77","15,344.77",4.31%
331,,Cost Center:,300 - FREEPORT,HIGH SCHOOL,,,,,,,,,,
332,1000-2300-1000-51010-300,,Teacher Salaries,,,"188,364.00","128,601.67","134,097.00","146,903.83","130,401.00","186,541.09","110,308.02","-20,092.98",-15.41%
333,1000-2300-1000-51020-300,,Ed Tech Salaries,,,"94,897.00","90,286.14","149,877.00","86,298.52","115,221.00","123,444.94","170,409.95","55,188.95",47.90%
334,1000-2300-1000-52010-300,,Teacher,Benefits,,"69,152.00","36,520.51","37,269.00","40,204.38","41,165.00","8,246.26","58,652.75","17,487.75",42.48%
335,1000-2300-1000-52020-300,,Ed Tech Benefits,,,"34,892.00","17,502.61","70,151.00","31,349.90","57,298.00","6,868.63","2,681.40","-54,616.60",-95.32%
336,1000-2300-1000-52310-300,,Retirement,,,"7,478.00","5,206.21","5,578.00","5,920.35","5,425.00","1,400.46","4,271.22","-1,153.78",-21.27%
337,1000-2300-1000-52320-300,,Retirement,,,"3,767.00","2,623.56","6,235.00","3,224.42","4,985.00",928.19,"5,441.89",456.89,9.17%
,,,,,Totals,"398,550.00","280,740.70","403,207.00","313,901.40","354,495.00","327,429.57","351,765.23","-2,729.77",-0.77%
338,,Cost Center:,990 - 9-12,,,,,,,,,,,
339,1000-2300-1000-55630-990,,Secondary,Private Tuition,,0.00,0.00,0.00,0.00,"18,000.00",0.00,0.00,"-18,000.00",-100.00%
,,,,,Totals,0.00,0.00,0.00,0.00,"18,000.00",0.00,0.00,"-18,000.00",-100.00%
340 Program:,2500 - SPED ADMINISTRATION,,,,,,,,,,,,,
341,Function: 2330 -,SPED,ADMINISTRATION,,,,,,,,,,,
342,,Cost Center:,900 - SYSTEM,WIDE,,,,,,,,,,
343,1000-2500-2330-51010-900,,Instructional,Strategist,Salaries,"185,119.00","138,087.22","216,202.00","125,550.70","234,338.00","153,294.58","237,322.10","2,984.10",1.27%
344,1000-2500-2330-51040-900,,Admin Salaries,,,"123,971.00","126,449.96","128,979.00","128,978.98","131,559.00","145,952.56","137,690.00","6,131.00",4.66%
345,1000-2500-2330-51180-900,,Support Wages,,,"42,440.00","44,615.66","45,244.00","47,660.85","46,176.00","57,263.32","55,324.34","9,148.34",19.81%
346,1000-2500-2330-51230-900,,Substitutes,,,"6,000.00",0.00,"15,000.00",0.00,"15,000.00","16,192.81","15,000.00",0.00,0.00%
347,1000-2500-2330-52010-900,,Instructional,Strategist,Benefits,"42,634.00","10,051.08","29,732.00","11,664.91","45,005.00","3,563.67","31,827.37","-13,177.63",-29.28%
348,1000-2500-2330-52030-900,,Sub Benefits,,,300.00,0.00,750.00,0.00,750.00,73.92,750.00,0.00,0.00%
349,1000-2500-2330-52040-900,,Admin Benefits,,,"17,559.00","4,027.02","9,373.00","6,324.46","9,560.00","2,726.34","3,062.63","-6,497.37",-67.96%
350,1000-2500-2330-52080-900,,Support Benefits,,,"15,400.00","14,632.22","14,862.00","17,785.41","20,387.00","21,699.20","24,343.35","3,956.35",19.41%
351,1000-2500-2330-52310-900,,Retirement,,,"7,349.00","5,587.42","8,994.00","5,213.00","9,748.00","1,243.02","9,872.59",124.59,1.28%
352,1000-2500-2330-52330-900,,Retirement,,,238.00,0.00,624.00,0.00,624.00,512.59,624.00,0.00,0.00%
353,1000-2500-2330-52340-900,,Retirement,,,"5,020.00","5,020.08","5,366.00","5,365.62","5,473.00","2,096.80","5,727.90",254.90,4.66%
354,1000-2500-2330-53400-900,,Contracted,Services,,"16,000.00","2,731.95","15,000.00",60.00,"65,000.00",0.00,"65,000.00",0.00,0.00%
355,1000-2500-2330-53440-900,,Purchased,Professional,,"40,000.00","18,202.51","65,000.00","8,636.84","15,000.00","1,145.75","15,000.00",0.00,0.00%
356,1000-2500-2330-55310-900,,Postage,,,0.00,0.00,0.00,95.78,100.00,108.51,0.00,-100.00,-100.00%
357,1000-2500-2330-55800-900,,Travel,,,"5,000.00","7,150.34","6,000.00","1,086.60","7,090.00",672.89,"7,090.00",0.00,0.00%
358,1000-2500-2330-56000-900,,Supplies,,,0.00,0.00,0.00,"4,277.11","1,200.00",76.13,"1,300.00",100.00,8.33%
359,1000-2500-2330-56100-900,,Supplies,,,"1,300.00",0.00,"1,300.00",0.00,0.00,0.00,0.00,0.00,0.00%
360,1000-2500-2330-58100-900,,Dues & Fees,,,0.00,"3,817.73",0.00,"1,403.76",0.00,210.82,0.00,0.00,0.00%
361,1000-2500-2330-59000-900,,Contingency,,,"39,000.00",0.00,"39,000.00",0.00,"22,000.00",0.00,"40,000.00","18,000.00",81.82%
,,,,,Totals,"547,330.00","380,373.19","601,426.00","364,104.02","629,010.00","406,832.91","649,934.28","20,924.28",3.33%
362,,Cost Center:,950 - K-8,,,,,,,,,,,
363,1000-2500-2330-53440-950,,MAINECARE,SEED,,0.00,"40,767.83",0.00,"21,629.26",0.00,0.00,"30,000.00","30,000.00",100.00% 11
,,,,,Totals,0.00,"40,767.83",0.00,"21,629.26",0.00,0.00,"30,000.00","30,000.00",100.00%
,,,,,,,,7 of 24,,,,,,
,,,,,,,,Final FY22 Version,,,,,,
364,,Cost Center:,990 -,9-12,,,,,,,,,,
