,Program: ALT,(AT RISK) ED PROGRAMS,- 4200,,"$25,000.00","$27,000.00",,"$27,000.00","$27,000.00","$27,000.00",,$0.00,0.00
,1000.4900.1000.51501.050,,GaTE,Art Advisor Stipend -,$636.00,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,FMS,,,,,,,,,,
,1000.4900.1000.51502.050,,GaTE,Music Advisor,$423.99,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,Stipend,- FMS,,,,,,,,,
,1000.4900.1000.52001.050,,GaTE,Art Stipend Benefits -,$162.17,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,FMS,,,,,,,,,,
,1000.4900.1000.52002.050,,GaTE,Music Advisor,$123.86,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,Benefits,- FMS,,,,,,,,,
,1000.4900.1000.52301.050,,GaTE,Art Stipend,$24.43,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Retirement - FMS,,,,,,,,,
,,,,,Page,10 of 89,,,,,,,
,,,,,RSU,No. 5,,,,,,,
FY27,Article,1 Regular,,Instruction- Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date: 6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,FY27,,Dollar,Percent
,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,Description,,,,,,,,,
,1000.4900.1000.52302.050,,,GaTE Music Advisor,$16.24,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Retirement - FMS,,,,,,,,,
,Program: GIFTED,& TALENTED,- 4900,,"$1,386.69",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,Function: REGULAR,,INSTRUCTION - 1000,,"$2,526,861.42","$2,763,487.22",,"$2,922,432.51","$3,147,759.00","$3,201,928.00","$54,169.00",,1.72
Cost,Center:,FREEPORT,MIDDLE SCHOOL,- 050,"$2,526,861.42","$2,763,487.22",,"$2,922,432.51","$3,147,759.00","$3,201,928.00","$54,169.00",,1.72
,1000.1200.1000.51010.300,,,Teacher Salaries,"$2,977,757.08","$3,190,467.10",,"$3,490,644.57","$3,672,467.00","$3,775,742.00","$103,275.00",,2.81
,1000.1200.1000.51020.300,,,Ed Tech Salaries,"$111,030.66","$87,617.84",,"$81,822.35","$8,576.00","$59,232.00","$50,656.00",,590.67
,1000.1200.1000.51230.300,,,Substitute Wages,"$61,140.04","$109,556.29",,"$129,694.60","$117,225.00","$111,146.00","($6,079.00)",,(5.19)
,1000.1200.1000.51500.300,,,Stipends,$674.06,,"$2,760.00","$2,263.70","$19,546.00","$22,808.00",,"$3,262.00",16.69
,1000.1200.1000.52000.300,,,Stipend Benefits,$24.08,,$48.62,$55.13,$657.00,$766.00,,$109.00,16.59
,1000.1200.1000.52010.300,,,Teacher Benefits,"$641,733.25","$715,203.16",,"$777,671.45","$848,424.00","$897,541.00","$49,117.00",,5.79
,1000.1200.1000.52020.300,,,Ed Tech Benefits,"$24,641.34",,"$9,327.85","$12,301.11","$4,657.00","$23,222.00","$18,565.00",,398.65
,1000.1200.1000.52030.300,,,Substitute Benefits,"$3,695.22",,"$7,540.44","$8,644.62","$3,786.00","$10,481.00",,"$6,695.00",176.84
,1000.1200.1000.52300.300,,,Retirement,$25.88,,$120.44,$101.17,$874.00,"$1,020.00",,$146.00,16.70
,1000.1200.1000.52310.300,,,Retirement,"$113,708.87","$141,591.43",,"$153,662.68","$164,159.00","$168,776.00",,"$4,617.00",2.81
,1000.1200.1000.52320.300,,,Retirement,"$4,270.58",,"$3,636.56","$3,401.23",$773.00,"$2,859.00",,"$2,086.00",269.86
,1000.1200.1000.52330.300,,,Retirement,$656.40,,$823.94,"$1,087.05","$5,240.00","$2,490.00","($2,750.00)",,(52.48)
,1000.1200.1000.53000.300,,,School Resource Officer,"$34,000.00","$35,412.50",,"$36,237.24","$39,000.00","$41,500.00",,"$2,500.00",6.41
,1000.1200.1000.53400.300,,,Purchased Professional,"$44,601.39","$24,008.83",,"$44,909.02","$49,497.00","$39,536.00","($9,961.00)",,(20.12)
,,,,Services,,,,,,,,,
,,,,,Page,11 of 89,,,,,,,
