,,,,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$ Diff,% Diff,
178,Program:,4100 - ENGLISH,,LANGUAGE,LEARNER (ELL),,,,,,,,,,,,
179,,,Function: 1000,- REGULAR,INSTRUCTION,,,,,,,,,,,,
180,,,,Cost,Center: 950 -,K-8,,,,,,,,,,,
181,,1000-4100-1000-51010-950,,,Teachers,Salary,,,"44,841.00","47,921.30","50,827.00","52,617.40","20,089.00","9,780.09","31,726.22","11,637.22",57.93%
182,,1000-4100-1000-52010-950,,,Teacher,Benefits,,,"10,798.00","8,024.46","8,124.00","7,980.55","3,098.00",491.62,601.34,"-2,496.66",-80.59%
183,,1000-4100-1000-52310-950,,,,Retirement,,,"1,780.00","1,916.60","2,114.00","2,189.02",836.00,176.54,"1,319.81",483.81,57.87%
184,,1000-4100-1000-53000-950,,,,Purchased,Professional,Services,0.00,0.00,0.00,0.00,200.00,0.00,200.00,0.00,0.00%
185,,1000-4100-1000-53400-950,,,,Professional,Services,,0.00,0.00,0.00,642.70,0.00,0.00,0.00,0.00,0.00%
186,,1000-4100-1000-55800-950,,,Travel,,,,310.00,169.77,450.00,164.29,170.00,0.00,170.00,0.00,0.00%
187,,1000-4100-1000-56100-950,,,,Instructional,Supplies,,0.00,236.58,650.00,264.25,350.00,223.35,350.00,0.00,0.00%
,,,,,,,,Totals,"57,729.00","58,268.71","62,165.00","63,858.21","24,743.00","10,671.60","34,367.37","9,624.37",38.90%
188,,,,Cost,Center: 990 -,9-12,,,,,,,,,,,
189,,1000-4100-1000-51010-990,,,Teacher,Salaries,,,"11,210.00","11,980.27","12,707.00","12,706.98","13,392.00","3,807.41","7,931.55","-5,460.45",-40.77%
190,,1000-4100-1000-52010-990,,,Teacher,Benefits,,,"2,700.00","2,006.25","2,031.00","1,940.39","2,066.00",166.86,150.34,"-1,915.66",-92.72%
191,,1000-4100-1000-52310-990,,,,Retirement,,,445.00,479.05,529.00,528.58,557.00,105.46,329.95,-227.05,-40.76%
192,,1000-4100-1000-53000-990,,,,Purchased,Professional,Services,0.00,0.00,0.00,0.00,200.00,0.00,200.00,0.00,0.00%
193,,1000-4100-1000-55800-990,,,,Travel-Other,,,200.00,140.40,450.00,29.52,140.00,0.00,140.00,0.00,0.00%
194,,1000-4100-1000-56100-990,,,,Instructional,Supplies,,0.00,0.00,650.00,590.39,400.00,0.00,400.00,0.00,0.00%
,,,,,,,,Totals,"14,555.00","14,605.97","16,367.00","15,795.86","16,755.00","4,079.73","9,151.84","-7,603.16",-45.38%
195,Program:,4200 -,ALTERNATIVE,(AT RISK),ED PROGRAM,,,,,,,,,,,,
196,,,Function: 1000,- REGULAR,INSTRUCTION,,,,,,,,,,,,
197,,,,Cost,Center: 010 -,DURHAM,COMMUNITY,,,,,,,,,,
198,,1000-4200-1000-53000-010,,,,Purchased,Professional,,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
,,,,,,,,Totals,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
199,,,,Cost,Center: 050 -,FREEPORT,MIDDLE SCHOOL,,,,,,,,,,
200,,1000-4200-1000-53000-050,,,,Purchased,Professional,,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
,,,,,,,,Totals,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
201,,,,Cost,Center: 300 -,FREEPORT,HIGH SCHOOL,,,,,,,,,,
202,,1000-4200-1000-53000-300,,,JMG,,,,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
,,,,,,,,Totals,"25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00",0.00,0.00%
203,Program:,4900 - GIFTED,&,TALENTED,,,,,,,,,,,,,
204,,,Function: 1000,- REGULAR,INSTRUCTION,,,,,,,,,,,,
205,,,,Cost,Center: 950 -,K-8,,,,,,,,,,,
206,,1000-4900-1000-51010-950,,,Teacher,Salaries,,,"137,141.00","121,382.96","165,231.00","126,717.76","170,286.00","243,904.95","190,079.53","19,793.53",11.62%
207,,1000-4900-1000-51500-950,,,Stipends,,,,"13,095.00","5,000.00","12,744.00","3,000.00","15,444.00","1,599.66","15,444.00",0.00,0.00%
208,,1000-4900-1000-52000-950,,,Stipends,,,,655.00,28.50,637.00,15.00,772.00,0.00,772.00,0.00,0.00%
209,,1000-4900-1000-52010-950,,,Teacher,Benefits,,,"48,435.00","29,627.92","46,178.00","29,456.62","46,496.00","2,623.68","27,500.36","-18,995.64",-40.85%
210,,1000-4900-1000-52300-950,,,,Retirement,,,520.00,0.00,530.00,0.00,642.00,0.00,642.00,0.00,0.00%
211,,1000-4900-1000-52310-950,,,,Retirement,,,"5,444.00","5,242.59","6,874.00","5,580.20","7,084.00","1,387.55","8,165.61","1,081.61",15.27%
212,,1000-4900-1000-53000-950,,,,Purchased,Professional,Services,0.00,0.00,0.00,0.00,"4,167.00","1,544.50","3,867.30",-299.70,-7.19%
213,,1000-4900-1000-53400-950,,,,Professional,Services Testing,,0.00,176.92,0.00,"1,403.64",0.00,0.00,0.00,0.00,0.00%
214,,1000-4900-1000-53440-950,,,GaTE,K-8 Professional,Servies,,"4,020.00","4,107.18","4,120.00","1,410.00",0.00,316.00,0.00,0.00,0.00%
215,,1000-4900-1000-55800-950,,,Travel,,,,700.00,431.08,"1,218.00",448.09,908.00,0.00,908.00,0.00,0.00%
216,,1000-4900-1000-56100-950,,,GaTE,K-8,Instructional Supplies,,"5,298.00","1,223.01","4,827.00","1,780.34","4,419.00",995.38,"4,292.34",-126.66,-2.87%
217,,1000-4900-1000-56400-950,,,GaTE,K-8 Books,,,"1,200.00",710.88,"1,200.00",494.96,"1,200.00",356.18,"1,200.00",0.00,0.00%
218,,1000-4900-1000-58100-950,,,Dues,and Fees,,,0.00,0.00,0.00,0.00,"2,692.00",0.00,"2,752.00",60.00,2.23%
,,,,,,,,Totals,"216,508.00","167,931.04","243,559.00","170,306.61","254,110.00","252,727.90","255,623.14","1,513.14",0.60%
,,,,,,,,,,,5 of 27,,,,,,
