,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
265,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,
266,1000-2200-1000-51010-030,,Teacher Salaries,,"35,990.00","49,137.36","40,612.00","92,909.86","34,562.00","53,384.59","37,121.30","2,559.30",7.40%
267,1000-2200-1000-51020-030,,Ed Tech Salaries,,"20,273.00","21,829.80","47,838.00","21,644.17","23,919.00","27,212.09","27,727.06","3,808.06",15.92%
268,1000-2200-1000-51210-030,,Tutor Wages,,0.00,0.00,0.00,0.00,0.00,"2,381.85",0.00,0.00,0.00%
269,1000-2200-1000-52010-030,,Teacher Benefits,,"10,054.00","19,107.06","9,662.00","28,672.35","7,834.00","4,326.82","84,316.76","76,482.76",976.29%
270,1000-2200-1000-52020-030,,Ed Tech Benefits,,"5,650.00",636.78,"15,171.00",634.97,"5,982.00",40.20,534.18,"-5,447.82",-91.07%
271,1000-2200-1000-52310-030,,Retirement,,"1,429.00","2,013.39","1,689.00","3,849.24","1,438.00",784.70,"3,692.73","2,254.73",156.80%
272,1000-2200-1000-52320-030,,Retirement,,"2,084.00",866.64,"2,225.00",937.64,"1,035.00",290.49,"1,153.45",118.45,11.44%
,,,,Totals,"75,480.00","93,591.03","117,197.00","148,648.23","74,770.00","88,420.74","154,545.48","79,775.48",106.69%
273,,Cost Center:,040 - MAST LANDING,,,,,,,,,,
274,1000-2200-1000-51010-040,,Teacher Salaries,,"122,085.00","136,310.32","141,244.00","142,126.20","145,565.00","182,166.79","147,721.33","2,156.33",1.48%
275,1000-2200-1000-51020-040,,Ed Tech Salaries,,"71,318.00","73,312.52","96,597.00","1,415.13","26,744.00","2,307.08","63,793.60","37,049.60",138.53%
276,1000-2200-1000-52010-040,,Teacher Benefits,,"39,128.00","39,603.03","43,203.00","42,787.67","43,505.00","9,128.93","47,609.31","4,104.31",9.43%
277,1000-2200-1000-52020-040,,Ed Tech Benefits,,"38,683.00","21,115.00","15,171.00",676.38,"13,744.00",0.00,"13,986.49",242.49,1.76%
278,1000-2200-1000-52310-040,,Retirement,,"4,847.00","5,496.53","5,876.00","5,959.96","6,056.00","1,374.54","6,335.26",279.26,4.61%
279,1000-2200-1000-52320-040,,Retirement,,"2,831.00","2,910.57","1,990.00",0.00,"1,157.00",0.00,958.38,-198.62,-17.17%
,,,,Totals,"278,892.00","278,747.97","304,081.00","192,965.34","236,771.00","194,977.34","280,404.37","43,633.37",18.43%
280,,Cost Center:,050 - FREEPORT,MIDDLE SCHOOL,,,,,,,,,
281,1000-2200-1000-51010-050,,Teacher Salaries,,"134,780.00","117,967.26","116,254.00","116,253.54","121,286.00","155,245.19","123,449.41","2,163.41",1.78%
282,1000-2200-1000-51020-050,,Ed Tech Salaries,,"49,348.00","27,022.12","95,356.00","25,023.34","70,638.00","66,115.73","88,755.36","18,117.36",25.65%
283,1000-2200-1000-52010-050,,Teacher Benefits,,"48,786.00","29,345.25","29,372.00","29,208.25","29,648.00","6,445.07","33,106.52","3,458.52",11.67%
284,1000-2200-1000-52020-050,,Ed Tech Benefits,,"23,089.00","8,526.90","39,806.00","9,248.39","47,269.00","1,261.15","1,572.84","-45,696.16",-96.67%
285,1000-2200-1000-52310-050,,Retirement,,"5,351.00","4,422.93","4,836.00","4,881.57","5,046.00","1,170.29","5,294.32",248.32,4.92%
286,1000-2200-1000-52320-050,,Retirement,,"1,959.00",959.79,"3,967.00","1,180.04","3,056.00",407.86,"3,312.77",256.77,8.40%
,,,,Totals,"263,313.00","188,244.25","289,591.00","185,795.13","276,943.00","230,645.29","255,491.22","-21,451.78",-7.75%
287,,Cost Center:,300 - FREEPORT HIGH,SCHOOL,,,,,,,,,
288,1000-2200-1000-51010-300,,Teacher Salaries,,"178,742.00","183,109.38","198,732.00","196,491.10","206,340.00","237,930.71","203,619.39","-2,720.61",-1.32%
289,1000-2200-1000-51020-300,,Ed Tech Salaries,,"47,018.00","46,888.38",0.00,"32,482.17","22,014.00","33,372.76",0.00,"-22,014.00",-100.00%
290,1000-2200-1000-52010-300,,Teacher Benefits,,"73,266.00","63,946.44","62,523.00","62,485.39","64,987.00","12,192.55","90,412.52","25,425.52",39.12%
291,1000-2200-1000-52020-300,,Ed Tech Benefits,,"42,403.00","21,279.91",0.00,"1,152.98","13,261.00","1,248.34",0.00,"-13,261.00",-100.00%
292,1000-2200-1000-52310-300,,Retirement,,"7,096.00","7,214.92","8,267.00","8,256.05","8,615.00","1,819.69","9,784.31","1,169.31",13.57%
293,1000-2200-1000-52320-300,,Retirement,,"1,867.00","1,861.50",0.00,"1,081.12",957.00,331.76,957.00,0.00,0.00%
,,,,Totals,"350,392.00","324,300.53","269,522.00","301,948.81","316,174.00","286,895.81","304,773.22","-11,400.78",-3.61%
294 Program:,2300 - SPED SELF-CONTAINED,,CLASSROOM,,,,,,,,,,
295,Function: 1000 -,REGULAR,INSTRUCTION,,,,,,,,,,
296,,Cost Center:,010 - DURHAM,COMMUNITY,,,,,,,,,
297,1000-2300-1000-51010-010,,Teacher Salaries,,"46,438.00","48,527.76","50,179.00","51,548.12","48,002.00","70,718.52",0.00,"-48,002.00",-100.00%
298,1000-2300-1000-51020-010,,Ed Tech Salaries,,"166,346.00","103,881.46","145,543.00","92,140.17","101,448.00","98,248.17","150,892.99","49,444.99",48.74%
299,1000-2300-1000-52010-010,,Teacher Benefits,,"7,401.00","14,751.04","4,579.00","14,686.80","20,961.00","3,243.18",0.00,"-20,961.00",-100.00%
300,1000-2300-1000-52020-010,,Ed Tech Benefits,,"78,907.00","25,998.43","56,702.00","26,830.71","40,143.00","25,657.21","27,805.40","-12,337.60",-30.73%
301,1000-2300-1000-52310-010,,Retirement,,"1,844.00","1,940.76","2,087.00","2,195.84","1,997.00",522.24,"1,997.00",0.00,0.00%
302,1000-2300-1000-52320-010,,Retirement,,"6,604.00","4,124.09","6,055.00","3,863.93","4,389.00","1,046.88","4,796.23",407.23,9.28%
,,,,Totals,"307,540.00","199,223.54","265,145.00","191,265.57","216,940.00","199,436.20","185,491.62","-31,448.38",-14.50%
303,,Cost Center:,020 - MORSE STREET,,,,,,,,,,
304,1000-2300-1000-51010-020,,Teacher Salaries,,"63,998.00","121,457.72","128,395.00","57,792.80","114,206.00","82,541.13","65,042.48","-49,163.52",-43.05%
305,1000-2300-1000-51020-020,,Ed Tech Salaries,,"76,799.00","71,713.76","62,219.00","52,849.45","107,951.00","60,011.49","76,511.40","-31,439.60",-29.12%
306,1000-2300-1000-52010-020,,Teacher Benefits,,"9,355.00","26,440.54","26,823.00","21,736.38","26,696.00","4,737.23","21,316.61","-5,379.39",-20.15%
307,1000-2300-1000-52020-020,,Ed Tech Benefits,,"29,461.00","25,330.20","21,327.00","26,654.85","36,967.00","4,165.22","1,157.51","-35,809.49",-96.87%
308,1000-2300-1000-52310-020,,Retirement,,"2,541.00","4,867.52","5,341.00","2,404.20","4,751.00",585.66,"2,705.77","-2,045.23",-43.05%
309,1000-2300-1000-52320-020,,Retirement,,"3,049.00","2,846.93","2,588.00","2,198.50","4,670.00",561.14,"2,327.06","-2,342.94",-50.17%
,,,,Totals,"185,203.00","252,656.67","246,693.00","163,636.18","295,241.00","152,601.87","169,060.83","-126,180.17",-42.74%
310,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,
311,1000-2300-1000-51010-030,,Teacher Salaries,,"50,792.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
312,1000-2300-1000-51020-030,,Ed Tech Salaries,,"72,724.00","35,465.60","23,919.00","23,995.25","23,919.00",219.78,0.00,"-23,919.00",-100.00%
313,1000-2300-1000-52010-030,,Teacher Benefits,,"24,350.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
314,1000-2300-1000-52020-030,,Ed Tech Benefits,,"34,886.00","13,401.61","15,891.00","9,066.46","16,964.00",4.49,0.00,"-16,964.00",-100.00%
315,1000-2300-1000-52310-030,,Retirement,,"2,016.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
316,1000-2300-1000-52320-030,,Retirement,,"2,887.00",428.57,995.00,998.23,"1,035.00",9.15,"1,035.00",0.00,0.00%
,,,,Totals,"187,655.00","49,295.78","40,805.00","34,059.94","41,918.00",233.42,"1,035.00","-40,883.00",-97.53%
