,,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
415,,Cost Center:,050 -,FREEPORT,MIDDLE SCHOOL,,,,,,,,,,
416,1000-2800-2140-51010-050,,Teacher,Salaries,,,"27,521.00","16,651.36","26,423.00","25,389.96","25,842.00","38,010.04","28,797.89","2,955.89",11.44%
417,1000-2800-2140-52010-050,,Teacher,Benefit,,,"6,963.00","3,952.59","1,217.00","5,029.35","5,123.00","1,220.02","5,565.89",442.89,8.65%
418,1000-2800-2140-52310-050,,,Retirement,,,"1,093.00",666.23,"1,099.00","1,056.17","1,075.00",294.30,"1,197.98",122.98,11.44%
419,1000-2800-2140-55800-050,,Travel,,,,360.00,0.00,320.00,0.00,116.00,0.00,116.00,0.00,0.00%
,,,,,,Totals,"35,937.00","21,270.18","29,059.00","31,475.48","32,156.00","39,524.36","35,677.76","3,521.76",10.95%
420,,Cost Center:,300 -,FREEPORT,HIGH SCHOOL,,,,,,,,,,
421,1000-2800-2140-51010-300,,Teacher,Salaries,,,"16,545.00",0.00,"33,029.00","10,381.56","40,886.00","19,649.06","17,043.48","-23,842.52",-58.31%
422,1000-2800-2140-52010-300,,Teacher,Benefit,,,"5,007.00",0.00,"6,085.00","1,346.45","5,331.00",438.41,"2,078.52","-3,252.48",-61.01%
423,1000-2800-2140-52310-300,,,Retirement,,,657.00,0.00,"1,374.00",432.14,"1,701.00",157.08,709.01,-991.99,-58.32%
424,1000-2800-2140-55800-300,,Travel,,,,800.00,0.00,500.00,6.67,20.00,0.00,20.00,0.00,0.00%
,,,,,,Totals,"23,009.00",0.00,"40,988.00","12,166.82","47,938.00","20,244.55","19,851.01","-28,086.99",-58.59%
425,,Cost Center:,950 - K-8,,,,,,,,,,,,
425,1000-2800-2140-55800-950,,Travel,,,,0.00,584.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,0.00,584.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
426,,Cost Center:,990 -,9-12,,,,,,,,,,,
427,1000-2800-2140-51010-990,,Teacher,Salaries,,,0.00,0.00,0.00,0.00,0.00,0.00,"13,634.79","13,634.79",100.00%
428,1000-2800-2140-52010-990,,Teacher,Benefit,,,0.00,0.00,0.00,0.00,0.00,0.00,"1,662.82","1,662.82",100.00%
429,1000-2800-2140-52310-990,,,Retirement,,,0.00,0.00,0.00,0.00,0.00,0.00,567.21,567.21,100.00%
430,1000-2800-2140-55800-990,,Travel,,,,0.00,16.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,0.00,16.62,0.00,0.00,0.00,0.00,"15,864.82","15,864.82",100.00%
431,Function: 2150 -,SPED SPEECH,&,AUDIOLOGY,,,,,,,,,,,
432,,Cost Center:,010 -,DURHAM,COMMUNITY,,,,,,,,,,
433,1000-2800-2150-51010-010,,Teacher,Salaries,,,"68,824.00","84,749.53","76,905.00","79,061.76","82,282.00","91,897.22","76,835.27","-5,446.73",-6.62%
434,1000-2800-2150-52010-010,,Teacher,Benefits,,,"14,571.00","11,544.53","10,442.00","10,545.46","10,672.00","2,067.83","12,163.21","1,491.21",13.97%
435,1000-2800-2150-52310-010,,,Retirement,,,"2,732.00","3,385.82","3,199.00","3,288.84","3,423.00",734.22,"3,295.20",-127.80,-3.73%
436,1000-2800-2150-53440-010,,,Professional,Services,,0.00,559.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,"86,127.00","100,238.99","90,546.00","92,896.06","96,377.00","94,699.27","92,293.68","-4,083.32",-4.24%
437,,Cost Center:,020 -,MORSE STREET,,,,,,,,,,,
438,1000-2800-2150-51010-020,,Teacher,Salaries,,,"76,212.00","73,445.12","51,937.00","68,602.24","55,307.00","68,042.67","58,828.86","3,521.86",6.37%
439,1000-2800-2150-52010-020,,Teacher,Benefits,,,"15,191.00","11,706.91","9,906.00","10,678.06","10,065.00","2,110.68","9,908.47",-156.53,-1.56%
440,1000-2800-2150-52310-020,,,Retirement,,,"3,026.00","2,443.04","2,161.00","2,343.48","2,301.00",528.06,"2,447.28",146.28,6.36%
,,,,,,Totals,"94,429.00","87,595.07","64,004.00","81,623.78","67,673.00","70,681.41","71,184.61","3,511.61",5.19%
441,,Cost Center:,030 -,POWNAL,ELEMENTARY,,,,,,,,,,
442,1000-2800-2150-51010-030,,Teacher,Salaries,,,"30,838.00","44,864.27","27,210.00","32,653.60","28,380.00","37,324.66","29,596.46","1,216.46",4.29%
443,1000-2800-2150-52010-030,,Teacher,Benefits,,,"4,341.00","14,148.54","8,618.00","6,587.03","8,685.00","1,902.05","8,592.31",-92.69,-1.07%
444,1000-2800-2150-52310-030,,,Retirement,,,"1,224.00","1,790.76","1,132.00","1,358.44","1,181.00",270.96,"1,231.21",50.21,4.25%
445,1000-2800-2150-55800-030,,Travel,,,,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,"36,553.00","60,803.57","36,960.00","40,599.07","38,246.00","39,497.67","39,419.98","1,173.98",3.07%
446,,Cost Center:,040 -,MAST LANDING,,,,,,,,,,,
447,1000-2800-2150-51010-040,,Teacher,Salaries,,,"30,838.00","44,864.05","40,815.00","44,165.32","42,570.00","55,986.79","44,394.68","1,824.68",4.29%
448,1000-2800-2150-52010-040,,Teacher,Benefits,,,"4,341.00","14,147.51","12,927.00","10,699.85","13,027.00","2,853.26","12,888.47",-138.53,-1.06%
449,1000-2800-2150-52310-040,,,Retirement,,,"1,224.00","1,790.54","1,698.00","1,837.16","1,771.00",406.44,"1,846.82",75.82,4.28%
450,1000-2800-2150-55800-040,,Travel,,,,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,"36,553.00","60,802.10","55,440.00","56,702.33","57,368.00","59,246.49","59,129.97","1,761.97",3.07%
451,,Cost Center:,050 -,FREEPORT,MIDDLE SCHOOL,,,,,,,,,,
452,1000-2800-2150-51010-050,,Teacher,Salaries,,,"35,274.00","49,121.02","37,967.00","42,364.58","39,606.00","50,058.54","39,605.81",-0.19,0.00%
453,1000-2800-2150-52010-050,,Teacher,Benefits,,,"12,005.00","11,469.00","9,858.00","10,554.71","9,950.00","2,164.57","9,788.84",-161.16,-1.62%
454,1000-2800-2150-52310-050,,,Retirement,,,"1,400.00","1,961.02","1,579.00","1,762.38","1,648.00",373.38,"1,647.60",-0.40,-0.02%
455,1000-2800-2150-55800-050,,Travel,,,,150.00,69.80,0.00,8.99,70.00,0.00,70.00,0.00,0.00%
,,,,,,Totals,"48,829.00","62,620.84","49,404.00","54,690.66","51,274.00","52,596.49","51,112.25",-161.75,-0.32%
456,,Cost Center:,300 -,FREEPORT,HIGH SCHOOL,,,,,,,,,,
457,1000-2800-2150-51010-300,,Teacher,Salaries,,,0.00,"15,324.40",0.00,"5,496.12",0.00,0.00,"39,605.81","39,605.81",100.00%
458,1000-2800-2150-52010-300,,Teacher,Benefits,,,0.00,"2,257.00",0.00,716.76,0.00,0.00,"9,788.85","9,788.85",100.00%
459,1000-2800-2150-52310-300,,,Retirement,,,0.00,608.40,0.00,228.78,0.00,0.00,"1,647.60","1,647.60",100.00%
460,1000-2800-2150-53440-300,,,Professional,Services,,0.00,51.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,0.00,"18,241.00",0.00,"6,441.66",0.00,0.00,"51,042.26","51,042.26",100.00%
,,,,,,,,,10 of 27,,,,,,
