1000.9500.1000.55800.300,,Co-Curricular,Travel,,$0.00,,$0.00,,$0.00,$0.00,$150.00,$150.00,0.00
1000.9500.1000.56000.300,,Supplies,,,"$1,116.02",,$0.00,,$697.93,$0.00,$0.00,$0.00,0.00
1000.9500.1000.56100.300,,Instructional,Supplies,,$0.00,"$2,692.79",,,"$2,550.74","$2,205.00","$2,670.00",$465.00,21.09
1000.9500.1000.58100.300,,Dues and Fees,,,"$4,595.00","$5,643.07",,,"$8,397.22","$13,470.00","$9,550.00","($3,920.00)",(29.10)
1000.9600.1000.51040.300,,Athletic Director,Salaries,,"$80,857.90",,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.9600.1000.51230.300,,Other Wages,,,"$14,505.37",,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.9600.1000.51500.300,,Stipends-Coaches,,,"$108,087.66","$151,983.60",,"$155,001.69",,"$164,788.00","$163,381.00","($1,407.00)",(0.85)
1000.9600.1000.52000.300,,Stipend Benefits,,,"$8,050.66",,$719.07,"$10,869.48",,"$8,239.00","$3,708.00","($4,531.00)",(54.99)
1000.9600.1000.52030.300,,Other Benefits,,,"$1,377.34",,$144.61,,"$1,323.61",$0.00,$0.00,$0.00,0.00
1000.9600.1000.52040.300,,Athletic Director,Benefits,,"$9,370.75",,$0.00,,$0.00,"$16,364.00",$0.00,"($16,364.00)",(100.00)
1000.9600.1000.52080.300,,Support Beneifts,,,$0.00,,$0.00,,$0.00,"$2,121.00",$0.00,"($2,121.00)",(100.00)
1000.9600.1000.52300.300,,Retirement,,,$247.61,,$116.48,,"$3,797.32","$6,855.00","$7,303.00",$448.00,6.54
,03/22/2023,,,,,,,,,,,Page 25,
