,,,,RSU,No.,5,,,,,
Article 2,Special,Education - Proposed,,,,,,,,,
From Date:,7/1/2021,To Date:,6/30/2022 Definition:,,FY23,Proposed,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted FY23,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,
1000.2300.1000.52020.050,,Ed Tech Benefits,"$53,397",,"$50,227",,"$5,027","$2,090","$59,409","$57,319","2,742.35"
1000.2300.1000.52020.300,,Ed Tech Benefits,"$17,503",,"$31,350",,"$8,284","$2,681","$37,829","$35,148","1,310.79"
1000.2300.1000.52310.010,,Retirement,"$1,941",,"$2,196",,$522,"$1,997","$2,069",$72,3.61
1000.2300.1000.52310.020,,Retirement,"$4,868",,"$2,404",,$586,"$2,706","$5,339","$2,633",97.32
1000.2300.1000.52310.040,,Retirement,$0,,$0,,$0,"$2,558","$5,087","$2,529",98.84
1000.2300.1000.52310.050,,Retirement,"$5,034",,"$2,845",,$669,"$6,889","$6,290",($599),(8.70)
1000.2300.1000.52310.300,,Retirement,"$5,206",,"$5,920",,"$1,400","$4,271","$5,884","$1,613",37.76
1000.2300.1000.52320.010,,Retirement,"$4,124",,"$3,864",,$923,"$4,796","$4,481",($315),(6.57)
1000.2300.1000.52320.020,,Retirement,"$2,847",,"$2,199",,$561,"$2,327",$0,"($2,327)",(100.00)
1000.2300.1000.52320.030,,Retirement,$429,,$998,,$7,"$1,035",$0,"($1,035)",(100.00)
1000.2300.1000.52320.040,,Retirement,$0,,$0,,$0,"$5,971","$5,825",($146),(2.45)
1000.2300.1000.52320.050,,Retirement,"$5,400",,"$6,195",,"$1,685","$4,185","$7,751","$3,566",85.19
1000.2300.1000.52320.300,,Retirement,"$2,624",,"$3,224",,$924,"$5,442","$4,257","($1,185)",(21.77)
1000.2500.2130.51500.900,,Stipends Paid,$0,,$0,,$0,$0,"$1,000","$1,000",0.00
1000.2500.2130.52000.900,,Employee Benefits,$0,,$0,,$0,$0,$140,$140,0.00
1000.2500.2330.51010.900,,Instructional Strategist,"Salaries $138,087","$125,551",,,"$216,539","$237,322","$251,065","$13,743",5.79
1000.2500.2330.51040.900,,Admin Salaries,"$126,450","$128,979",,,"$136,213","$137,690","$136,873",($817),(0.59)
1000.2500.2330.51180.900,,Support Wages,"$44,616",,"$47,661",,"$51,839","$55,324","$55,080",($244),(0.44)
1000.2500.2330.51230.900,,Substitutes,$0,,$0,,"$38,214","$15,000","$15,000",$0,0.00
1000.2500.2330.52010.900,,Instructional Strategist,"Benefits $10,051",,"$11,665",,"$6,907","$31,827","$41,666","$9,839",30.91
1000.2500.2330.52030.900,,Sub Benefits,$0,,$0,,$77,$750,$750,$0,0.00
1000.2500.2330.52040.900,,Admin Benefits,"$4,027",,"$6,324",,"$4,452","$3,063","$9,679","$6,616",216.04
1000.2500.2330.52080.900,,Support Benefits,"$14,632",,"$17,785",,"$19,924","$24,343","$23,099","($1,244)",(5.11)
1000.2500.2330.52310.900,,Retirement,"$5,587",,"$5,213",,"$1,243","$9,873","$5,693","($4,180)",(42.34)
,,,,,,,,,,3/21/22 Page 13,
,,,,RSU,No.,5,,,,,
Article 2,Special,Education - Proposed,,,,,,,,,
From Date:,7/1/2021,To Date:,6/30/2022 Definition:,,FY23,Proposed,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted FY23,Proposed Dollar,Difference,Difference
Account,,Description,,,,,,,,,
1000.2500.2330.52330.900,,Retirement,$0,,$0,,$513,$624,$624,$0,0.00
1000.2500.2330.52340.900,,Retirement,"$5,020",,"$5,366",,"$2,097","$5,728",$0,"($5,728)",(100.00)
1000.2500.2330.53400.900,,Contracted Services,"$2,732",,$60,,$0,"$65,000",$0,"($65,000)",(100.00)
1000.2500.2330.53440.900,,Purchased Professional,"$18,203",,"$8,637",,"$1,678","$15,000","$15,000",$0,0.00
1000.2500.2330.53440.950,,MAINECARE SEED,"$40,768",,"$21,629",,"$9,245","$30,000","$65,000","$35,000",116.67
1000.2500.2330.53440.990,,MAINE CARE SEED,"$3,700",,"$1,881",,$0,"$2,400","$2,400",$0,0.00
1000.2500.2330.55310.900,,Postage,$0,,$96,,$89,$0,"$2,000","$2,000",0.00
1000.2500.2330.55800.900,,Travel,"$7,150",,"$1,087",,"$2,024","$7,090","$10,000","$2,910",41.04
1000.2500.2330.56000.900,,Supplies,$0,,"$4,277",,$76,"$1,300","$1,300",$0,0.00
1000.2500.2330.58100.900,,Dues & Fees,"$3,818",,"$1,404",,$211,$0,$600,$600,0.00
1000.2500.2330.59000.900,,Contingency,$0,,$0,,$0,"$40,000","$40,000",$0,0.00
1000.2800.2110.51010.010,,Social Worker Salary,"$56,743",,"$60,723",,"$62,472","$68,150","$72,464","$4,314",6.33
1000.2800.2110.51010.020,,Social Worker Salary,"$64,838",,"$67,888",,"$33,722","$35,007","$36,874","$1,867",5.33
1000.2800.2110.51010.030,,Social Worker Salary,"$25,458",,"$30,604",,"$25,868","$31,685","$32,613",$928,2.93
1000.2800.2110.51010.040,,Social Worker Salary,"$88,432",,"$93,918",,"$62,567","$35,007","$36,246","$1,239",3.54
1000.2800.2110.51010.050,,Social Worker Salary,"$65,743",,"$68,963",,"$73,331","$74,585","$80,852","$6,267",8.40
1000.2800.2110.51010.300,,Social Worker Salary,"$36,245",,"$37,332",,"$73,076","$76,187","$58,958","($17,229)",(22.61)
1000.2800.2110.52010.010,,Social Worker Benefits,"$10,030",,"$10,010",,"$2,213","$10,079","$10,511",$432,4.28
1000.2800.2110.52010.020,,Social Worker Benefits,"$16,987",,"$16,979",,"$1,777","$7,814","$7,997",$183,2.34
1000.2800.2110.52010.030,,Social Worker Benefits,"$1,703",,$860,,$83,$602,"$2,133","$1,531",254.25
1000.2800.2110.52010.040,,Social Worker Benefits,"$29,992",,"$27,779",,"$6,103","$7,814","$15,258","$7,444",95.26
1000.2800.2110.52010.050,,Social Worker Benefits,"$15,690",,"$15,633",,"$3,504","$18,061","$16,262","($1,799)",(9.96)
1000.2800.2110.52010.300,,Social Worker Benefits,"$7,925",,"$10,696",,"$3,462","$15,356","$10,207","($5,149)",(33.53)
1000.2800.2110.52310.010,,Retirement,"$2,265",,"$2,526",,$614,"$2,835","$3,014",$179,6.31
,,,,,,,,,,3/21/22 Page 14,
