,1000.0000.2750.52080.900,,Support Benefits,"$11,776",,"$8,645",,"$4,104",$0,$0,$0,0.00
,1000.0000.2750.52320.900,,Retirement,$149,,$148,,$59,$0,$0,$0,0.00
,1000.0000.2750.55190.900,,Purchased Services,"$2,034",,$244,,$0,$0,$0,$0,0.00
Grand,Total:,,,"$1,525,413","$1,360,976",,"$1,201,341",,"$1,187,345","$1,438,023","$250,679",21.11
,,,,,End,of Report,,,,,,
,,,,,RSU,No.,5,,,,,
Article 9,Operations,&,Maintenance - -,Adopted,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2600.51180.010,,Salaries,,"$151,070","$128,606",,,"$135,531","$172,666","$173,964","$1,298",0.75
1000.0000.2600.51180.020,,Custodial,Salaries,"$145,999","$158,468",,,"$145,409","$174,886","$162,137","($12,749)",(7.29)
1000.0000.2600.51180.030,,Custodial,Salaries,"$65,293",,"$84,510",,"$80,213","$54,905","$79,631","$24,726",45.03
1000.0000.2600.51180.040,,Custodian,Salaries,"$112,479","$104,824",,,"$78,563","$99,536","$153,326","$53,790",54.04
1000.0000.2600.51180.050,,Custodian,Salaries,"$177,421","$207,260",,,"$191,266","$197,844","$184,047","($13,797)",(6.97)
1000.0000.2600.51180.300,,Custodian,Salaries,"$251,936","$290,709",,,"$287,887","$231,813","$230,214","($1,599)",(0.69)
1000.0000.2600.52080.010,,Custodian,Benefits,"$53,216",,"$41,476",,"$26,081","$48,045","$63,947","$15,902",33.10
1000.0000.2600.52080.020,,Custodian,Benefits,"$43,393",,"$53,943",,"$41,594","$57,788","$76,536","$18,748",32.44
1000.0000.2600.52080.030,,Custodian,Benefits,"$27,213",,"$33,107",,"$18,012","$15,971","$39,522","$23,551",147.46
1000.0000.2600.52080.040,,Custodian,Benefits,"$63,434",,"$60,711",,"$39,517","$54,218","$77,480","$23,262",42.91
1000.0000.2600.52080.050,,Custodian,Benefits,"$84,701",,"$99,483",,"$54,202","$91,791","$83,095","($8,696)",(9.47)
1000.0000.2600.52080.300,,Custodian,Benefits,"$97,651","$114,252",,,"$80,241","$97,550","$123,232","$25,682",26.33
1000.0000.2600.53300.020,,Employee,Training,$0,,$0,,$0,$125,$125,$0,0.00
1000.0000.2600.53300.040,,Employee,Training,$0,,$0,,$0,$125,$125,$0,0.00
1000.0000.2600.53300.300,,Employee,Training,$0,,$0,,$0,$125,$125,$0,0.00
1000.0000.2600.54100.020,,,Water/Sewage,"$16,760",,"$19,011",,"$19,305","$18,760","$19,760","$1,000",5.33
1000.0000.2600.54100.040,,,Water/Sewage,"$6,777",,"$7,929",,"$6,983","$7,611","$8,000",$389,5.11
1000.0000.2600.54100.050,,,Water/Sewage,"$10,279",,"$11,963",,"$9,357","$13,308","$14,008",$700,5.26
1000.0000.2600.54100.300,,,Water/Sewage,"$14,245",,"$11,650",,"$8,700","$14,250","$14,550",$300,2.11
1000.0000.2600.54100.941,,,Water/Sewage,"$1,061",,"$1,083",,"$1,071","$1,804","$2,004",$200,11.09
1000.0000.2600.54300.010,,Purchased,Repairs/Maint,"$71,308",,"$81,627",,"$81,655","$82,309","$84,125","$1,816",2.21
1000.0000.2600.54300.020,,Purchased,Repairs/Maint,"$36,841",,"$32,206",,"$41,173","$42,039","$45,040","$3,001",7.14
1000.0000.2600.54300.030,,Purchased,Repairs/Maint,"$38,368",,"$32,749",,"$29,898","$35,415","$35,991",$576,1.63
1000.0000.2600.54300.040,,Purchased,Repairs/Maint,"$47,718",,"$37,417",,"$40,175","$45,491","$46,743","$1,252",2.75
,,,,,RSU,No.,5,,,,,
Article 9,Operations,&,Maintenance - -,Adopted,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2600.54300.050,,,Purchased Repair,"$47,170",,"$52,484",,"$51,402","$52,599","$53,259",$660,1.25
1000.0000.2600.54300.300,,,Purchased Repair,"$67,080",,"$59,613",,"$60,325","$72,982","$79,770","$6,788",9.30
1000.0000.2600.54300.900,,Purchaed,Repairs,"$1,087",,"$1,055",,$442,$0,$0,$0,0.00
1000.0000.2600.54300.941,,Purchaed,Repairs,$0,,$0,,"$1,604","$1,500","$1,500",$0,0.00
1000.0000.2600.55000.900,,Other,Purchased Services,$0,,"$5,000",,$0,$0,$0,$0,0.00
1000.0000.2600.55200.010,,Insurance,,"$25,504",,"$26,700",,"$28,095","$33,715","$37,761","$4,046",12.00
1000.0000.2600.55200.020,,Insurance,,"$11,066",,"$12,238",,"$12,878","$15,453","$17,307","$1,854",12.00
1000.0000.2600.55200.030,,Insurance,,"$7,588",,"$7,788",,"$8,195","$9,834","$11,014","$1,180",12.00
1000.0000.2600.55200.040,,Insurance,,"$11,276",,"$12,238",,"$12,878","$15,453","$17,307","$1,854",12.00
1000.0000.2600.55200.050,,Insurance,,"$10,328",,"$11,125",,"$12,172","$14,606","$16,359","$1,753",12.00
1000.0000.2600.55200.300,,Insurance,,"$12,132",,"$13,350",,"$14,048","$16,857","$18,880","$2,023",12.00
1000.0000.2600.55320.010,,,Telephone,"$4,363",,"$3,851",,"$4,102","$4,400","$4,400",$0,0.00
1000.0000.2600.55320.020,,,Telephone,"$3,194",,"$2,491",,"$2,543","$3,400","$3,400",$0,0.00
1000.0000.2600.55320.030,,,Telephone,"$4,689",,"$2,733",,"$1,796","$4,688","$4,988",$300,6.40
1000.0000.2600.55320.040,,,Telephone,"$2,404",,"$1,962",,"$2,236","$2,400","$2,400",$0,0.00
1000.0000.2600.55320.050,,,Telephone,"$6,405",,"$4,206",,"$4,453","$4,200","$5,000",$800,19.05
1000.0000.2600.55320.300,,,Telephone,"$8,314",,"$5,095",,"$5,232","$8,300","$8,300",$0,0.00
1000.0000.2600.55320.941,,,Telephone,"$6,573",,"$5,723",,"$4,601","$6,800","$6,800",$0,0.00
1000.0000.2600.55800.010,,Travel,,$0,,$0,,$55,$0,$0,$0,0.00
1000.0000.2600.55800.020,,Travel,,$0,,$0,,$23,$0,$0,$0,0.00
1000.0000.2600.55800.030,,Travel,,$262,,$0,,$87,$260,$0,($260),(100.00)
1000.0000.2600.55800.040,,Travel,,$0,,$0,,$23,$0,$0,$0,0.00
1000.0000.2600.56000.010,,Supplies,,"$16,648",,"$24,024",,"$30,802","$23,500","$26,000","$2,500",10.64
1000.0000.2600.56000.020,,Supplies,,"$15,662",,"$13,067",,"$14,382","$18,500","$20,000","$1,500",8.11
