,,,,,,,RSU No.,5,,,,,,,,
Article,2,Special,Education-,Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,,,
,1000.2200.1000.51010.020,,Teacher,Salaries,,"$189,588.27",,"$77,304.83","$75,274.26",,"$82,812.00",,"$66,391.00","($16,421.00)",,(19.83)
,1000.2200.1000.51020.020,,Ed Tech,Salaries,,"$90,581.22",,$0.00,"$15,693.82",,"$139,551.00",,"$163,177.00","$23,626.00",,16.93
,1000.2200.1000.51230.020,,Sub,Wages,,"$4,747.70",,$0.00,,$0.00,,$0.00,$0.00,,$0.00,0.00
,1000.2200.1000.52010.020,,Teacher,Benefits,,"$5,734.53",,"$11,535.73","$23,693.70",,"$25,417.00",,"$34,924.00","$9,507.00",,37.40
,1000.2200.1000.52020.020,,Ed Tech,Benefits,,"$3,963.06",,$0.00,"$5,787.39",,"$36,854.00",,"$54,057.00","$17,203.00",,46.68
,1000.2200.1000.52310.020,,Retirement,,,"$1,729.01",,"$1,555.90","$10,513.97",,"$3,702.00",,"$3,288.00",($414.00),,(11.18)
,1000.2200.1000.52320.020,,Retirement,,,$808.46,,$0.00,$351.33,,"$6,674.00",,"$7,294.00",,$620.00,9.29
Program:,,RESOURCE,CLASSROOM,PLACEMENT - 2200,"$297,152.25",,"$90,396.46","$131,314.47",,"$295,010.00",,"$329,131.00",,"$34,121.00",,11.57
,1000.2300.1000.51010.020,,Teacher,Salaries,,"$66,694.73",,"$124,805.38","$133,740.00",,"$116,050.00",,"$136,465.00","$20,415.00",,17.59
,1000.2300.1000.51020.020,,Ed Tech,Salaries,,"$48,367.12",,"$37,587.18","$78,317.29",,,$0.00,$0.00,,$0.00,0.00
,1000.2300.1000.52010.020,,Teacher,Benefits,,"$4,790.21",,"$34,785.32","$34,807.54",,"$43,774.00",,"$56,797.00","$13,023.00",,29.75
,1000.2300.1000.52020.020,,Ed Tech,Benefits,,"$6,256.39",,"$5,387.73","$5,971.31",,,$0.00,$0.00,,$0.00,0.00
,1000.2300.1000.52310.020,,Retirement,,,$585.66,,"$4,929.43","$4,989.10",,"$5,187.00",,"$6,665.00","$1,478.00",,28.49
,1000.2300.1000.52320.020,,Retirement,,,$561.14,,"$1,438.37","$5,304.65",,,$0.00,$0.00,,$0.00,0.00
Program:,SELF,CONTAINED,CLASS,PLACEMENT - 2300,"$127,255.25","$208,933.41",,"$263,129.89",,"$165,011.00",,"$199,927.00",,"$34,916.00",,21.16
Function:,REGULAR,INSTRUCTION,-,1000,"$424,407.50","$299,329.87",,"$394,444.36",,"$460,021.00",,"$529,058.00",,"$69,037.00",,15.01
,1000.2800.2110.51010.020,,Social,Worker Salary,,"$33,721.89",,"$35,007.21","$36,728.24",,"$38,165.00",,"$38,165.00",,$0.00,0.00
,1000.2800.2110.52010.020,,Social,Worker Benefits,,"$1,777.42",,"$7,798.63","$7,930.79",,"$10,609.00",,"$12,996.00","$2,387.00",,22.50
,1000.2800.2110.52310.020,,Retirement,,,$315.84,,"$1,344.46","$1,403.95",,"$1,706.00",,"$1,849.00",,$143.00,8.38
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$35,815.15",,"$44,150.30","$46,062.98",,"$50,480.00",,"$53,010.00",,"$2,530.00",,5.01
Function:,Attendance,& Social,Work - 2110,,"$35,815.15",,"$44,150.30","$46,062.98",,"$50,480.00",,"$53,010.00",,"$2,530.00",,5.01
,03/27/2024,,,,,,,,,,,,,,16 of 81,
