,,,,RSU,No.,5,,,,,
Article 1,Regular,Instruction - - Adopted,,,,,,,,,
From Date:,7/1/2022,To Date:,6/30/2023 Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,
1000.1100.1000.57300.040,,Equipment,"$10,100",,"$12,170",,"$8,318","$6,385","$7,164",$779,12.20
1000.1100.1000.57300.050,,Equipment,"$19,298",,"$19,870",,"$27,377","$24,461","$21,466","($2,995)",(12.24)
1000.1100.1000.58100.010,,Dues & Fees,$360,,$0,,$409,$585,$585,$0,0.00
1000.1100.1000.58100.030,,Dues and Fees,$0,,$0,,$0,$210,$210,$0,0.00
1000.1100.1000.58100.040,,Dues and Fees,$0,,$0,,$50,$210,$0,($210),(100.00)
1000.1100.1000.58100.050,,Dues & Fees,"$2,427",,"$2,419",,$45,"$2,823","$2,750",($73),(2.59)
1000.1100.1000.59000.030,,Experiential Education,"$5,005",,$0,,$0,$0,$0,$0,0.00
1000.1100.1000.59000.900,,Contingency,$0,,$0,,$0,"$177,039","$177,000",($39),(0.02)
1000.1120.1000.51010.010,,Teacher Salaries,"$166,966","$395,276",,,"$341,025","$282,589","$370,997","$88,409",31.29
1000.1120.1000.51010.020,,Salaries,"$270,862","$222,916",,,"$540,256","$459,833","$531,179","$71,346",15.52
1000.1120.1000.51010.030,,Teacher Salaries,"$52,571",,"$55,452",,"$64,475","$60,682","$116,823","$56,141",92.52
1000.1120.1000.51020.010,,Ed Tech Salaries,"$23,520",,"$58,508",,"$33,545","$23,398","$37,392","$13,994",59.81
1000.1120.1000.51020.020,,Ed Tech Salaries,"$25,519",,"$27,168",,"$36,968","$100,491","$89,426","($11,065)",(11.01)
1000.1120.1000.51020.030,,Ed Tech Salaries,$0,,$0,,$0,"$14,244","$23,836","$9,592",67.35
1000.1120.1000.52010.010,,Teacher Benefits,"$65,025","$125,817",,,"$23,002","$81,043","$82,923","$1,880",2.32
1000.1120.1000.52010.020,,Benefits,"$49,236",,"$41,325",,"$16,758","$65,514","$92,086","$26,572",40.56
1000.1120.1000.52010.030,,Teacher Benefits,"$20,443",,"$20,993",,"$4,862","$23,148","$24,397","$1,249",5.40
1000.1120.1000.52020.010,,Ed Tech Benefits,"$3,421",,"$20,334",,"$14,868","$7,883","$15,440","$7,557",95.86
1000.1120.1000.52020.020,,Ed Tech Benefit,"$11,181",,"$12,096",,"$1,839","$4,822","$45,187","$40,365",837.03
1000.1120.1000.52020.030,,Ed Tech Benefits,$0,,$0,,$0,$286,"$3,461","$3,175","1,109.80"
1000.1120.1000.52310.010,,Retirement,"$6,844",,"$11,598",,"$2,943","$12,119","$12,827",$708,5.84
1000.1120.1000.52310.020,,Retirement,"$10,298",,"$9,460",,"$4,268","$19,129","$19,392",$263,1.37
1000.1120.1000.52310.030,,Retirement,"$1,217",,"$2,307",,$563,"$2,602","$4,208","$1,606",61.69
1000.1120.1000.52320.010,,Retirement,$934,,"$2,402",,$572,$973,"$2,704","$1,731",177.80
,,,,RSU,No.,5,,,,,
Article 1,Regular,Instruction - - Adopted,,,,,,,,,
From Date:,7/1/2022,To Date:,6/30/2023 Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,
1000.1120.1000.52320.020,,Retirement,$0,,$0,,$0,"$2,303","$3,720","$1,417",61.51
1000.1120.1000.52320.030,,Retirement,$0,,$0,,$0,$593,$526,($67),(11.23)
1000.1200.1000.51010.300,,Teacher Salaries,"$2,399,544","$2,690,866",,"$2,941,303",,"$2,971,169","$3,047,678","$76,509",2.58
1000.1200.1000.51020.300,,Ed Tech Salaries,"$117,512","$171,639",,,"$168,634","$127,985","$118,487","($9,498)",(7.42)
1000.1200.1000.51230.300,,Substitute Wages,"$63,086",,"$58,933",,"$46,359","$120,000","$60,000","($60,000)",(50.00)
1000.1200.1000.51500.300,,Stipends,$375,,"$5,708",,"$3,173","$7,200","$23,610","$16,410",227.92
1000.1200.1000.52000.300,,Stipend Benefits,$92,,$85,,$1,$420,$420,$0,(0.06)
1000.1200.1000.52010.300,,Teacher Benefits,"$594,086","$616,867",,,"$173,760","$710,564","$653,221","($57,343)",(8.07)
1000.1200.1000.52020.300,,Ed Tech Benefits,"$50,269",,"$57,826",,"$24,878","$38,428","$44,159","$5,731",14.91
1000.1200.1000.52030.300,,Substitute Benefits,"$4,521",,"$2,450",,$157,"$4,392","$3,498",($894),(20.36)
1000.1200.1000.52300.300,,Retirement,$19,,$12,,$0,$300,$300,$0,(0.16)
1000.1200.1000.52310.300,,Retirement,"$100,500","$114,087",,,"$27,685","$127,423","$126,863",($560),(0.44)
1000.1200.1000.52320.300,,Retirement,"$2,436",,"$6,397",,$982,"$4,970","$4,662",($308),(6.20)
1000.1200.1000.52330.300,,Retirement,$839,,"$1,373",,$36,"$4,992","$2,496","($2,496)",(50.00)
1000.1200.1000.53000.300,,School Resource Officer,"$30,815",,"$32,105",,"$32,966","$31,830","$31,830",$0,0.00
1000.1200.1000.53400.300,,Purchased Professional Services,"$51,047",,"$21,744",,"$33,714","$47,903","$49,865","$1,962",4.10
1000.1200.1000.54300.300,,Copier Repair/Maint,"$41,246",,"$42,667",,"$37,945","$42,882","$42,882",$0,0.00
1000.1200.1000.55611.300,,16/20 Transfer,$0,,$0,,$0,"$6,016",$0,"($6,016)",(100.00)
1000.1200.1000.55630.300,,Secondary Tuition Paid To,"Private School$15,000",,"$15,000",,"$18,000",$0,$0,$0,0.00
1000.1200.1000.55800.300,,Travel,"$1,058",,$470,,$0,"$1,490","$1,000",($490),(32.89)
1000.1200.1000.56000.300,,Supplies High School,($750),,$0,,$0,$0,$0,$0,0.00
1000.1200.1000.56100.300,,Instructional Supplies High,"School $49,648",,"$40,212",,"$49,192","$44,903","$51,279","$6,376",14.20
1000.1200.1000.56400.300,,Books High School,"$10,950",,"$6,754",,"$19,268","$19,341","$13,280","($6,061)",(31.34)
1000.1200.1000.57300.300,,Equipment High School,"$52,214",,"$18,915",,"$19,587","$17,956","$23,275","$5,319",29.62
