,,,,,RSU,No.,5,,,,,
,Article 8,Transportation,& Buses - Adopted,,,,,,,,,
From,Date:,3/22/2023,To Date:,3/22/2023 Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY24,Adopted,,
,Account,,Description,,,,,,,,,
,1000.0000.2700.58100.900,,Dues and Fees,"$1,736.25","$4,581.00",,,"$4,266.86","$5,700.00","$5,700.00",$0.00,0.00
,1000.0000.2700.58310.900,,Principal-Bus Lease Purchase,"$358,799.82","$95,588.94",,"$64,488.40",,"$65,310.00","$84,000.00","$18,690.00",28.62
,1000.0000.2750.51020.900,,Ed Tech Salaries,"$3,637.15","$9,324.35",,,"$5,491.36",$0.00,$0.00,$0.00,0.00
,1000.0000.2750.51180.900,,Support Wages,"$41,573.78","$35,618.62",,"$31,758.47",,$0.00,"$32,513.00","$32,513.00",0.00
,1000.0000.2750.52020.900,,Ed Tech Benefits,"$1,111.17",,$133.49,,"$1,221.83",$0.00,$0.00,$0.00,0.00
,1000.0000.2750.52080.900,,Support Benefits,"$8,644.50","$4,104.16",,,"$8,743.35",$0.00,"$11,912.00","$11,912.00",0.00
,1000.0000.2750.52320.900,,Retirement,$147.97,,$59.16,,$666.52,$0.00,$0.00,$0.00,0.00
,1000.0000.2750.52380.900,,Retirement,$0.00,,$0.00,,$309.30,$0.00,"$1,626.00","$1,626.00",0.00
,1000.0000.2750.55190.900,,Purchased Services,$244.16,,$0.00,,"$2,339.22",$0.00,$0.00,$0.00,0.00
Grand,Total:,,,"$1,360,975.75","$1,201,341.34",,"$1,352,113.24",,"$1,438,023.00","$1,551,608.00","$113,585.00",7.90
,,,,,End,of Report,,,,,,
,,03/22/2023,,,,,,,,,Page 47,
,,,,,RSU,No.,5,,,,,
Article 9,Operations,&,Maintenance - -,Adopted,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY24,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2600.51180.010,,Salaries,,"$128,605.85","$135,530.83",,"$167,216.45",,"$173,964.00","$176,779.00","$2,815.00",1.62
1000.0000.2600.51180.020,,Custodial,Salaries,"$158,467.97","$145,408.76",,"$130,654.96",,"$162,137.00","$181,527.00","$19,390.00",11.96
1000.0000.2600.51180.030,,Custodial,Salaries,"$84,510.07","$80,213.38",,"$51,594.31",,"$79,631.00","$83,977.00","$4,346.00",5.46
1000.0000.2600.51180.040,,Custodian,Salaries,"$104,823.50","$78,562.84",,"$148,104.21",,"$153,326.00","$169,946.00","$16,620.00",10.84
1000.0000.2600.51180.050,,Custodian,Salaries,"$207,259.58","$191,265.79",,"$165,466.65",,"$184,047.00","$244,475.00","$60,428.00",32.83
1000.0000.2600.51180.300,,Custodian,Salaries,"$290,708.72","$287,887.30",,"$211,961.60",,"$230,214.00","$192,205.00","($38,009.00)",(16.51)
1000.0000.2600.51180.941,,Support,Salary,$0.00,,$0.00,,$0.00,$0.00,"$7,110.00","$7,110.00",0.00
1000.0000.2600.51200.300,,Salaries,of Temporary Employees,$0.00,,$0.00,,"$4,122.01",$0.00,$0.00,$0.00,0.00
1000.0000.2600.52000.300,,Employee,Benefits,$0.00,,$0.00,,$337.98,$0.00,$0.00,$0.00,0.00
1000.0000.2600.52080.010,,Custodian,Benefits,"$41,476.13","$26,080.71",,"$46,898.86",,"$63,947.00","$68,362.00","$4,415.00",6.90
1000.0000.2600.52080.020,,Custodian,Benefits,"$53,942.94","$41,594.42",,"$46,388.13",,"$76,536.00","$111,684.00","$35,148.00",45.92
1000.0000.2600.52080.030,,Custodian,Benefits,"$33,107.12","$18,011.55",,,"$8,327.25","$39,522.00","$29,653.00","($9,869.00)",(24.97)
1000.0000.2600.52080.040,,Custodian,Benefits,"$60,710.99","$39,517.35",,"$64,160.48",,"$77,480.00","$112,553.00","$35,073.00",45.27
1000.0000.2600.52080.050,,Custodian,Benefits,"$99,482.53","$54,202.41",,"$59,466.72",,"$83,095.00","$152,838.00","$69,743.00",83.93
1000.0000.2600.52080.300,,Custodian,Benefits,"$114,252.47","$80,240.71",,"$72,610.43",,"$123,232.00","$81,555.00","($41,677.00)",(33.82)
1000.0000.2600.52080.941,,Support,Benefits,$0.00,,$0.00,,$0.00,$0.00,$450.00,$450.00,0.00
1000.0000.2600.52380.010,,,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$2,371.00","$2,371.00",0.00
1000.0000.2600.52380.020,,,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$5,835.00","$5,835.00",0.00
1000.0000.2600.52380.040,,,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$6,385.00","$6,385.00",0.00
1000.0000.2600.52380.050,,,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$2,542.00","$2,542.00",0.00
1000.0000.2600.52380.300,,,Retirement,$0.00,,$0.00,,$0.00,$0.00,"$2,418.00","$2,418.00",0.00
1000.0000.2600.52380.941,,Custodian,Retirement,$0.00,,$0.00,,$0.00,$0.00,$380.00,$380.00,0.00
1000.0000.2600.53300.020,,Employee,Training,$0.00,,$0.00,,$0.00,$125.00,$125.00,$0.00,0.00
1000.0000.2600.53300.040,,Employee,Training,$0.00,,$0.00,,$0.00,$125.00,$125.00,$0.00,0.00
,03/22/2023,,,,,,,,,,Page 48,
,,,,,RSU,No.,5,,,,,
Article 9,Operations,&,Maintenance -,Adopted,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY24,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2600.53300.300,,Employee,Training,$0.00,,$0.00,,$0.00,$125.00,$125.00,$0.00,0.00
1000.0000.2600.54100.020,,,Water/Sewage,"$19,010.94","$19,305.00",,"$27,400.03",,"$19,760.00","$28,000.00","$8,240.00",41.70
1000.0000.2600.54100.040,,,Water/Sewage,"$7,928.66","$6,983.41",,,"$8,360.29","$8,000.00","$8,500.00",$500.00,6.25
1000.0000.2600.54100.050,,,Water/Sewage,"$11,963.12","$9,356.74",,"$11,648.56",,"$14,008.00","$13,000.00","($1,008.00)",(7.20)
1000.0000.2600.54100.300,,,Water/Sewage,"$11,650.09","$8,699.96",,"$13,510.07",,"$14,550.00","$15,050.00",$500.00,3.44
1000.0000.2600.54100.941,,,Water/Sewage,"$1,082.60","$1,071.15",,,$956.36,"$2,004.00","$1,500.00",($504.00),(25.15)
1000.0000.2600.54300.010,,Purchased,Repairs/Maint,"$81,626.78","$81,654.57",,"$85,022.55",,"$84,125.00","$90,000.00","$5,875.00",6.98
1000.0000.2600.54300.020,,Purchased,Repairs/Maint,"$32,206.31","$41,172.79",,"$24,125.60",,"$45,040.32","$47,000.00","$1,959.68",4.35
1000.0000.2600.54300.030,,Purchased,Repairs/Maint,"$32,748.88","$29,897.92",,"$32,533.93",,"$35,991.00","$37,591.00","$1,600.00",4.45
1000.0000.2600.54300.040,,Purchased,Repairs/Maint,"$37,417.38","$40,174.61",,"$36,690.89",,"$46,743.08","$48,663.00","$1,919.92",4.11
1000.0000.2600.54300.050,,Purchased,Repair,"$52,483.87","$51,401.85",,"$43,684.24",,"$53,258.57","$54,279.00","$1,020.43",1.92
1000.0000.2600.54300.300,,Purchased,Repair,"$59,612.54","$60,324.94",,"$60,127.46",,"$79,770.04","$82,790.00","$3,019.96",3.79
1000.0000.2600.54300.900,,Purchaed,Repairs,"$1,054.80",,$441.90,"$21,661.44",,$0.00,$0.00,$0.00,0.00
1000.0000.2600.54300.941,,Purchaed,Repairs,$0.00,"$1,603.84",,,"$1,032.15","$1,500.00","$1,500.00",$0.00,0.00
1000.0000.2600.55000.900,,Other,Purchased Services,"$5,000.00",,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2600.55200.010,,Insurance,,"$26,700.24","$28,095.44",,"$32,411.20",,"$37,760.80","$22,746.00","($15,014.80)",(39.76)
1000.0000.2600.55200.020,,Insurance,,"$12,237.61","$12,877.54",,"$15,192.75",,"$17,307.42","$22,746.00","$5,438.58",31.42
1000.0000.2600.55200.030,,Insurance,,"$7,787.57","$8,194.96",,,"$9,115.65","$11,014.02","$22,746.00","$11,731.98",106.52
1000.0000.2600.55200.040,,Insurance,,"$12,237.61","$12,877.54",,"$15,192.75",,"$17,307.42","$22,746.00","$5,438.58",31.42
1000.0000.2600.55200.050,,Insurance,,"$11,125.10","$12,171.79",,"$14,179.90",,"$16,358.89","$22,746.00","$6,387.11",39.04
1000.0000.2600.55200.300,,Insurance,,"$13,350.12","$14,047.73",,"$15,192.75",,"$18,880.15","$22,746.00","$3,865.85",20.48
1000.0000.2600.55320.010,,Telephone,,"$3,851.04","$4,102.28",,,"$4,552.16","$4,400.00","$4,800.00",$400.00,9.09
1000.0000.2600.55320.020,,Telephone,,"$2,490.97","$2,542.91",,,"$2,895.16","$3,400.00","$3,400.00",$0.00,0.00
1000.0000.2600.55320.030,,Telephone,,"$2,733.13","$1,796.47",,,"$1,910.92","$4,988.00","$2,200.00","($2,788.00)",(55.89)
,03/22/2023,,,,,,,,,,Page 49,
,,,,,RSU,No.,5,,,,,
Article 9,Operations,&,Maintenance -,Adopted,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY24,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2600.55320.040,,Telephone,,"$1,962.08","$2,236.20",,,"$2,403.57","$2,400.00","$2,800.00",$400.00,16.67
1000.0000.2600.55320.050,,Telephone,,"$4,206.42","$4,452.50",,,"$4,691.02","$5,000.00","$5,200.00",$200.00,4.00
1000.0000.2600.55320.300,,Telephone,,"$5,095.21","$5,232.02",,,"$5,839.00","$8,300.00","$6,400.00","($1,900.00)",(22.89)
1000.0000.2600.55320.941,,Telephone,,"$5,723.18","$4,601.41",,,"$5,300.24","$6,800.00","$6,000.00",($800.00),(11.76)
1000.0000.2600.55800.010,,Travel,,$0.00,,$54.75,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2600.55800.020,,Travel,,$0.00,,$23.39,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2600.55800.030,,Travel,,$0.00,,$86.95,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2600.55800.040,,Travel,,$0.00,,$23.39,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2600.56000.010,,Supplies,,"$24,023.86","$30,802.40",,"$23,862.09",,"$26,000.00","$28,500.00","$2,500.00",9.62
1000.0000.2600.56000.020,,Supplies,,"$13,067.22","$14,382.35",,"$18,568.32",,"$20,000.00","$20,000.00",$0.00,0.00
1000.0000.2600.56000.030,,Supplies,,"$9,494.54","$13,931.50",,"$11,255.83",,"$12,500.00","$12,500.00",$0.00,0.00
1000.0000.2600.56000.040,,Supplies,,"$12,813.10","$8,507.06",,"$14,900.90",,"$19,500.00","$20,600.00","$1,100.00",5.64
1000.0000.2600.56000.050,,Supplies,,"$13,230.91","$26,527.42",,"$16,830.26",,"$21,800.00","$22,800.00","$1,000.00",4.59
1000.0000.2600.56000.300,,Supplies,,"$33,860.33","$24,265.23",,"$28,822.65",,"$40,500.00","$40,500.00",$0.00,0.00
1000.0000.2600.56000.900,,Supplies,,"$1,849.42",,$0.00,"$11,219.74",,$0.00,$0.00,$0.00,0.00
1000.0000.2600.56000.941,,Supplies,,$0.00,,$157.12,,"$1,080.78","$1,500.00","$1,500.00",$0.00,0.00
1000.0000.2600.56011.010,,Materials,for Repair,"$9,163.68","$5,728.92",,,"$2,554.61","$9,000.00","$10,000.00","$1,000.00",11.11
1000.0000.2600.56011.020,,Materials,for Repair,"$2,673.73","$4,016.92",,,"$2,547.97","$4,050.00","$4,050.00",$0.00,0.00
1000.0000.2600.56011.030,,Materials,for Repair,"$2,622.64","$2,448.17",,,"$2,794.73","$4,250.00","$5,000.00",$750.00,17.65
1000.0000.2600.56011.040,,Material,Repair,"$3,181.87","$1,859.19",,,"$1,528.62","$4,500.00","$4,500.00",$0.00,0.00
1000.0000.2600.56011.050,,Materials,for Repair,"$5,530.91","$3,453.88",,,"$3,003.75","$6,000.00","$6,000.00",$0.00,0.00
1000.0000.2600.56011.300,,Materials,for Repair,"$5,918.71","$6,271.26",,,"$4,748.62","$7,000.00","$7,000.00",$0.00,0.00
1000.0000.2600.56011.900,,Materials,for Repair,$400.00,,$24.55,,"$2,081.87",$0.00,$0.00,$0.00,0.00
1000.0000.2600.56011.941,,Materials,for Repair,"$7,254.27",,$641.60,,$729.89,"$3,000.00","$3,000.00",$0.00,0.00
,03/22/2023,,,,,,,,,,Page 50,
