,,,,,,RSU,No. 5,,,,,,,
FY27,Article,9 Operations,&,Maintenance-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
,Account,,,,Description,,,,,,,,,
,1000.0000.2600.51180.300,,,Custodian,Salaries,"$197,633.91","$184,711.60",,"$157,315.64","$253,639.00","$245,727.00","($7,912.00)",,(3.12)
,1000.0000.2600.51200.300,,,Salaries,of Temporary,"$5,577.50",,"$2,662.50","$57,980.74","$37,212.00","$74,424.00","$37,212.00",,100.00
,,,,,Employees,,,,,,,,,
,1000.0000.2600.52000.300,,,Employee,Benefits,$669.65,,$0.00,"$6,079.39","$5,782.00","$18,445.00","$12,663.00",,219.01
,1000.0000.2600.52080.300,,,Custodian,Benefits,"$66,695.09","$65,673.60",,"$40,819.92","$109,434.00","$134,810.00","$25,376.00",,23.19
,1000.0000.2600.52380.300,,,,Retirement,"$2,768.08",,"$1,950.75",$0.00,"$12,682.00","$13,269.00",,$587.00,4.63
,1000.0000.2600.53000.300,,,,Purchased Professional,$0.00,,$0.00,$0.00,$118.00,$118.00,,$0.00,0.00
,1000.0000.2600.53300.300,,,Employee,Training,$0.00,,$0.00,$0.00,$125.00,$125.00,,$0.00,0.00
,1000.0000.2600.54100.300,,,,Water/Sewage,"$28,692.52","$17,333.75",,"$15,338.20","$28,960.00","$28,960.00",,$0.00,0.00
,1000.0000.2600.54300.300,,,,Purchased Repair,"$67,516.39","$112,987.94",,"$104,628.69","$93,376.00","$106,897.00","$13,521.00",,14.48
,1000.0000.2600.55200.300,,,Insurance,,"$15,318.31","$20,520.21",,"$21,796.00","$23,976.00","$23,976.00",,$0.00,0.00
,1000.0000.2600.55320.300,,,,Telephone,"$10,071.37",,"$8,985.13","$11,644.91","$10,373.00","$11,994.00",,"$1,621.00",15.63
,1000.0000.2600.55800.300,,,Travel,,$0.00,,$0.00,$0.00,$15.00,$15.00,,$0.00,0.00
,1000.0000.2600.56000.300,,,Supplies,,"$46,921.43","$31,002.79",,"$28,594.41","$37,200.00","$39,254.00",,"$2,054.00",5.52
,1000.0000.2600.56011.300,,,Materials,for Repair,"$8,634.37",,"$2,302.80",$997.53,"$6,168.00","$7,600.00",,"$1,432.00",23.22
,1000.0000.2600.56013.300,,,Major,Maintenance,"$2,355.19","$10,380.72",,$0.00,"$25,045.00","$40,495.00","$15,450.00",,61.69
,1000.0000.2600.56220.300,,,Electricity,,"$46,100.46","$48,384.14",,"$74,550.37","$42,000.00","$42,000.00",,$0.00,0.00
,1000.0000.2600.56240.300,,,Heating,Fuel,"$97,169.45","$77,846.12",,"$80,732.48","$91,000.00","$82,000.00","($9,000.00)",,(9.89)
,Program:,OVERHEAD - 0000,,,,"$596,123.72","$584,742.05",,"$600,478.28","$777,105.00","$870,109.00","$93,004.00",,11.97
,Function:,OPERATION OF PLANT,- 2600,,,"$596,123.72","$584,742.05",,"$600,478.28","$777,105.00","$870,109.00","$93,004.00",,11.97
,,,,,,Page,83 of 89,,,,,,,
,,,,,,RSU,No. 5,,,,,,,
FY27,Article,9 Operations,&,Maintenance-,Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,
,1000.0000.2680.58310.300,,,,Principal-High School,"$900,000.00","$680,000.00",,"$680,000.00","$680,000.00","$680,000.00",,$0.00,0.00
,,,,Renovation,,,,,,,,,,
,1000.0000.2680.58320.300,,,Interest-High,School,"$327,425.00","$289,000.00",,"$255,000.00","$221,000.00","$195,500.00","($25,500.00)",,(11.54)
,,,,Renovation,,,,,,,,,,
Program:,OVERHEAD,- 0000,,,,"$1,227,425.00","$969,000.00",,"$935,000.00","$901,000.00","$875,500.00","($25,500.00)",,(2.83)
Function:,CAPITAL,ENHANCEMENT,&,IMPROVEMENT,-,"$1,227,425.00","$969,000.00",,"$935,000.00","$901,000.00","$875,500.00","($25,500.00)",,(2.83)
2680,,,,,,,,,,,,,,
Cost,Center:,FREEPORT HIGH,SCHOOL -,300,,"$1,823,548.72","$1,553,742.05",,"$1,535,478.28","$1,678,105.00","$1,745,609.00","$67,504.00",,4.02
,1000.0000.2600.54300.900,,,Purchaed,Repairs,"$5,273.03",,"$2,004.50","$1,230.00",$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.55800.900,,,Travel,,$137.35,,$0.00,$138.18,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.56000.900,,,Supplies,,"$4,993.18",,$886.62,$166.68,$0.00,$0.00,,$0.00,0.00
,1000.0000.2600.56011.900,,,Materials,for Repair,$337.63,,$904.25,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,"$10,741.19",,"$3,795.37","$1,534.86",$0.00,$0.00,,$0.00,0.00
Function:,OPERATION,OF PLANT,- 2600,,,"$10,741.19",,"$3,795.37","$1,534.86",$0.00,$0.00,,$0.00,0.00
,1000.0000.2620.51040.900,,,Administrator,Salary,"$2,284.30","$90,460.38",,"$94,500.00","$100,170.00","$105,680.00",,"$5,510.00",5.50
,1000.0000.2620.51180.900,,,Salaries,,"$286,471.93","$209,839.13",,"$236,640.37","$366,326.00","$318,456.00","($47,870.00)",,(13.07)
,1000.0000.2620.51200.900,,,Other,Wages,$0.00,,$0.00,"$2,551.68",$0.00,$0.00,,$0.00,0.00
,1000.0000.2620.52000.900,,,Maintenance,Benefits,$0.00,"$73,922.60",,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2620.52040.900,,,Administrator,Benefits,$482.56,"$15,733.99",,"$17,718.55","$26,151.00","$32,898.00",,"$6,747.00",25.80
,1000.0000.2620.52080.900,,,Benefits,,"$84,981.29","$64,100.89",,"$70,859.05","$145,542.00","$138,749.00","($6,793.00)",,(4.67)
,,,,,,Page,84 of 89,,,,,,,
,,,,,,RSU,No. 5,,,,,,,
FY27,Article,9,Operations,&,Maintenance- Proposed,,,,,,,,,
From,Date:,7/1/2026,,To Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,
,1000.0000.2620.52340.900,,,,Administrator Retirement,$0.00,,"$3,461.60","$4,724.98",$0.00,"$5,284.00",,"$5,284.00",0.00
,1000.0000.2620.52380.900,,,,Retirement,"$10,891.75",,"$8,333.08","$8,507.68","$18,316.00","$17,197.00","($1,119.00)",,(6.11)
,1000.0000.2620.53000.900,,,,Purchased Professional,"($3,060.35)",,$632.10,"$3,355.54","$5,396.00","$6,066.00",,$670.00,12.42
,1000.0000.2620.53300.900,,,,Training & Development,$0.00,,$175.00,$0.00,$350.00,$350.00,,$0.00,0.00
,1000.0000.2620.54300.900,,,,Purchased Repair,"$32,399.53","$39,697.33",,"$35,624.11","$40,431.00","$44,666.00",,"$4,235.00",10.47
,1000.0000.2620.55800.900,,,,Travel,"$2,622.20",,"$3,403.18","$2,566.86","$3,382.00","$3,382.00",,$0.00,0.00
,1000.0000.2620.56000.900,,,,Supplies,"$46,267.89","$37,609.26",,"$41,228.57","$62,341.00","$60,841.00","($1,500.00)",,(2.41)
,1000.0000.2620.56260.900,,,,Fleet Fuel,$0.00,,$0.00,$0.00,"$11,342.00","$11,342.00",,$0.00,0.00
,1000.0000.2620.57300.900,,,,Equipment,"$8,944.98",,"$1,193.17","$54,691.00",$0.00,$0.00,,$0.00,0.00
,1000.0000.2620.58100.900,,,,Dues & Fees,$170.00,,$0.00,$225.00,$350.00,$350.00,,$0.00,0.00
Program:,OVERHEAD,-,0000,,,"$472,456.08","$548,561.71",,"$573,193.39","$780,097.00","$745,261.00","($34,836.00)",,(4.47)
Function:,,MAINTENANCE,OF,BUILDINGS -,2620,"$472,456.08","$548,561.71",,"$573,193.39","$780,097.00","$745,261.00","($34,836.00)",,(4.47)
,1000.0000.2650.54300.900,,,,Repair & Maintenance,$0.00,,$0.00,$0.00,"$11,100.00","$12,000.00",,$900.00,8.11
,,,,,Services,,,,,,,,,
,1000.0000.2650.54449.900,,,,Lease Purchase of,$0.00,,$0.00,$0.00,"$33,600.00","$70,886.00","$37,286.00",,110.97
,,,,,Non-Instructional,,,,,,,,,
Program:,OVERHEAD,-,0000,,,$0.00,,$0.00,$0.00,"$44,700.00","$82,886.00","$38,186.00",,85.43
Function:,Vehicle,Operation,& Maint,(non Student,,$0.00,,$0.00,$0.00,"$44,700.00","$82,886.00","$38,186.00",,85.43
Transport),- 2650,,,,,,,,,,,,,
,1000.0000.2670.55900.900,,,,Crossing Guards,"$4,165.32",,"$4,403.19","$4,528.31",$0.00,$0.00,,$0.00,0.00
Program:,OVERHEAD,-,0000,,,"$4,165.32",,"$4,403.19","$4,528.31",$0.00,$0.00,,$0.00,0.00
,,,,,,Page,85 of 89,,,,,,,
