,,,,,,,RSU No.,5,,,,,,,,
Article,2,Special,Education-,Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,,,
,1000.2200.1000.51010.050,,Teacher,Salaries,,"$120,507.69",,"$110,644.93","$175,876.36",,"$126,036.00",,"$126,036.00",,$0.00,0.00
,1000.2200.1000.51020.050,,Ed Tech,Salaries,,"$48,225.78",,"$91,674.28","$121,328.86",,"$132,625.00",,"$135,406.00","$2,781.00",,2.10
,1000.2200.1000.52010.050,,Teacher,Benefits,,"$6,551.18",,"$30,372.93","$40,677.70",,"$43,996.00",,"$56,669.00","$12,673.00",,28.80
,1000.2200.1000.52020.050,,Ed Tech,Benefits,,"$3,514.61",,"$20,774.68","$21,232.41",,"$46,650.00",,"$53,020.00","$6,370.00",,13.65
,1000.2200.1000.52310.050,,Retirement,,,"$1,170.29",,"$4,248.76","$6,753.83",,"$5,634.00",,"$6,209.00",,$575.00,10.21
,1000.2200.1000.52320.050,,Retirement,,,$407.86,,"$2,120.62","$4,277.07",,"$6,343.00",,"$6,053.00",($290.00),,(4.57)
Program:,,RESOURCE,CLASSROOM,PLACEMENT - 2200,"$180,377.41","$259,836.20",,"$370,146.23",,"$361,284.00",,"$383,393.00",,"$22,109.00",,6.12
,1000.2300.1000.51010.050,,Teacher,Salaries,,"$125,125.02",,"$145,420.33","$70,852.49",,"$138,242.00",,"$138,242.00",,$0.00,0.00
,1000.2300.1000.51020.050,,Ed Tech,Salaries,,"$175,540.61",,"$156,874.19","$176,407.78",,"$194,216.00",,"$209,554.00","$15,338.00",,7.90
,1000.2300.1000.52010.050,,Teacher,Benefits,,"$4,828.55",,"$37,552.66","$13,709.06",,"$32,098.00",,"$44,131.00","$12,033.00",,37.49
,1000.2300.1000.52020.050,,Ed Tech,Benefits,,"$5,027.11",,"$30,148.05","$26,549.41",,"$47,081.00",,"$61,559.00","$14,478.00",,30.75
,1000.2300.1000.52310.050,,Retirement,,,$668.94,,"$5,587.22","$2,711.62",,"$6,179.00",,"$6,750.00",,$571.00,9.24
,1000.2300.1000.52320.050,,Retirement,,,"$1,684.87",,"$2,583.67","$9,199.00",,"$9,289.00",,"$9,367.00",,$78.00,0.84
Program:,SELF,CONTAINED,CLASS,PLACEMENT - 2300,"$312,875.10","$378,166.12",,"$299,429.36",,"$427,105.00",,"$469,603.00",,"$42,498.00",,9.95
Function:,REGULAR,INSTRUCTION,-,1000,"$493,252.51","$638,002.32",,"$669,575.59",,"$788,389.00",,"$852,996.00",,"$64,607.00",,8.19
,1000.2800.2110.51010.050,,Social,Worker Salary,,"$73,331.28",,"$76,892.22","$81,297.69",,"$85,029.00",,"$85,029.00",,$0.00,0.00
,1000.2800.2110.52010.050,,Social,Worker Benefits,,"$3,503.61",,"$15,691.80","$16,048.41",,"$21,412.00",,"$26,278.00","$4,866.00",,22.73
,1000.2800.2110.52310.050,,Retirement,,,$695.46,,"$1,675.99","$3,121.82",,"$3,801.00",,"$4,109.00",,$308.00,8.10
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$77,530.35",,"$94,260.01","$100,467.92",,"$110,242.00",,"$115,416.00",,"$5,174.00",,4.69
Function:,Attendance,& Social,Work - 2110,,"$77,530.35",,"$94,260.01","$100,467.92",,"$110,242.00",,"$115,416.00",,"$5,174.00",,4.69
,03/27/2024,,,,,,,,,,,,,,22 of 81,
