,,,,,,RSU,No.,5,,,,,
Article,1,Regular,Instruction-,Adopted,,,,,,,,,
From,Date:,7/1/2023,To,Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.1100.1000.56100.030,,Instructional,Supplies,"$18,666.61","$16,799.21",,"$15,007.55",,"$18,357.33","$21,915.00","$3,557.67",19.38
,1000.1100.1000.56110.030,,Equipment,"& Furniture, Instructional",$0.00,,$0.00,,$0.00,"$1,300.00","$3,600.00","$2,300.00",176.92
,1000.1100.1000.56400.030,,Books,,"$2,193.62","$3,255.20",,,"$2,381.95","$2,817.18","$4,300.00","$1,482.82",52.63
,1000.1100.1000.57300.030,,Equipment,,"$4,088.95","$4,818.72",,,"$2,761.99",$0.00,$0.00,$0.00,0.00
,1000.1100.1000.58100.030,,Dues and,Fees,$0.00,,$0.00,,$0.00,$210.00,$210.00,$0.00,0.00
Program:,ELEMENTARY,,PROGRAMS -,1100,"$575,311.53","$701,715.54",,"$786,507.24",,"$890,018.31","$861,871.00","($28,147.31)",(3.16)
,1000.1120.1000.51010.030,,Teacher,Salaries,"$55,451.50","$64,475.38",,"$143,179.57",,"$116,823.00","$116,507.00",($316.00),(0.27)
,1000.1120.1000.51020.030,,Ed Tech,Salaries,$0.00,,$0.00,"$13,934.78",,"$23,836.00","$15,038.00","($8,798.00)",(36.91)
,1000.1120.1000.52010.030,,Teacher,Benefits,"$20,993.07","$4,862.22",,"$24,403.41",,"$24,397.00","$26,588.00","$2,191.00",8.98
,1000.1120.1000.52020.030,,Ed Tech,Benefits,$0.00,,$0.00,,"$7,831.99","$3,461.00","$3,332.00",($129.00),(3.73)
,1000.1120.1000.52310.030,,Retirement,,"$2,306.72",,$562.56,,"$5,498.18","$4,208.00","$5,208.00","$1,000.00",23.76
,1000.1120.1000.52320.030,,Retirement,,$0.00,,$0.00,,$668.14,$526.00,$719.00,$193.00,36.69
Program:,K-2,INSTRUCTION -,1120,,"$78,751.29","$69,900.16",,"$195,516.07",,"$173,251.00","$167,392.00","($5,859.00)",(3.38)
Function:,REGULAR,INSTRUCTION,- 1000,,"$654,062.82","$771,615.70",,"$982,023.31",,"$1,063,269.31","$1,029,263.00","($34,006.31)",(3.20)
Cost,Center:,POWNAL ELEMENTARY,-,030,"$654,062.82","$771,615.70",,"$982,023.31",,"$1,063,269.31","$1,029,263.00","($34,006.31)",(3.20)
,1000.1100.1000.51010.040,,Teacher,Salaries,"$1,151,488.93","$1,253,810.50",,"$1,184,827.65",,"$1,309,025.00","$1,406,802.00","$97,777.00",7.47
,1000.1100.1000.51020.040,,Ed Tech,Salaries,"$70,349.86","$16,965.01",,"$23,299.13",,"$46,363.00","$53,403.00","$7,040.00",15.18
,1000.1100.1000.51230.040,,Substitute,Wages,"$22,319.86","$24,137.53",,"$31,591.73",,"$30,000.00","$30,000.00",$0.00,0.00
,1000.1100.1000.51500.040,,Stipends,,$0.00,,$0.00,,$0.00,"$13,002.00",$0.00,"($13,002.00)",(100.00)
,1000.1100.1000.52000.040,,Stipend,Benefits,$0.00,,$0.00,,$0.00,$253.00,$0.00,($253.00),(100.00)
,Page 6 of,80,,,,,,,,,,,
,,,,,,RSU,No.,5,,,,,
Article,1,Regular,Instruction-,Adopted,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.1100.1000.52010.040,,Teacher,Benefits,"$272,388.55","$68,093.76",,"$270,920.75",,"$302,714.00","$351,352.00","$48,638.00",16.07
,1000.1100.1000.52020.040,,Ed Tech,Benefits,"$18,864.07","$1,487.01",,,"$8,231.46","$23,185.00","$16,402.00","($6,783.00)",(29.26)
,1000.1100.1000.52030.040,,Substitute,Benefits,$848.22,,$230.22,,"$1,943.35",$585.00,$585.00,$0.00,0.00
,1000.1100.1000.52300.040,,Retirement,- Stipends,$0.00,,$0.00,,$0.00,$540.00,$0.00,($540.00),(100.00)
,1000.1100.1000.52310.040,,Retirement,,"$45,464.33","$9,772.16",,"$49,389.79",,"$54,455.00","$65,062.00","$10,607.00",19.48
,1000.1100.1000.52320.040,,Retirement,,"$2,887.90",,$4.89,,$905.36,"$1,928.00","$2,554.00",$626.00,32.47
,1000.1100.1000.52330.040,,Retirement,,$418.23,,$156.32,,$141.49,"$1,248.00","$1,248.00",$0.00,0.00
,1000.1100.1000.53400.040,,Purchased,Professional,"$6,374.00","$6,127.63",,"$13,258.23",,"$18,578.50","$20,965.00","$2,386.50",12.85
,1000.1100.1000.54300.040,,Copiers,Repair/Maint,"$8,921.09","$5,483.20",,,"$8,026.36","$11,500.00","$11,800.00",$300.00,2.61
,1000.1100.1000.54330.040,,Software,,$0.00,,$17.99,,"$3,516.98","$4,175.00","$5,395.00","$1,220.00",29.22
,1000.1100.1000.55800.040,,Travel,,"$1,730.88",,$146.14,,$744.15,$590.00,$580.00,($10.00),(1.69)
,1000.1100.1000.56100.040,,Instructional,Supplies,"$27,099.97","$20,330.22",,"$28,391.27",,"$37,205.88","$40,183.00","$2,977.12",8.00
,1000.1100.1000.56400.040,,Books,,"$9,628.51","$8,309.47",,,"$5,536.65","$6,597.32","$6,800.00",$202.68,3.07
,1000.1100.1000.57300.040,,Equipment,,"$12,170.20","$8,317.87",,,"$5,378.82","$7,164.29","$5,300.00","($1,864.29)",(26.02)
,1000.1100.1000.58100.040,,Dues and,Fees,$0.00,,$50.00,,$50.00,$0.00,$385.00,$385.00,0.00
Program:,,ELEMENTARY,PROGRAMS -,1100,"$1,650,954.60","$1,423,439.92",,"$1,636,153.17",,"$1,869,108.99","$2,018,816.00","$149,707.01",8.01
Function:,REGULAR,INSTRUCTION,-,1000,"$1,650,954.60","$1,423,439.92",,"$1,636,153.17",,"$1,869,108.99","$2,018,816.00","$149,707.01",8.01
Cost,Center: MAST,LANDING,- 040,,"$1,650,954.60","$1,423,439.92",,"$1,636,153.17",,"$1,869,108.99","$2,018,816.00","$149,707.01",8.01
,1000.1100.1000.51010.050,,Teacher,Salaries,"$1,711,234.97","$1,751,006.03",,"$1,666,819.07",,"$1,686,356.00","$1,887,891.00","$201,535.00",11.95
,1000.1100.1000.51020.050,,Ed Tech,Salaries,"$85,223.84","$81,971.62",,"$91,828.80",,"$107,011.00","$112,077.00","$5,066.00",4.73
,1000.1100.1000.51230.050,,Substitute,Wages,"$18,906.98","$62,395.04",,"$25,245.00",,"$65,000.00","$65,000.00",$0.00,0.00
,Page 7,of 80,,,,,,,,,,,
