,,,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$ Diff,% Diff,
219,,,Cost Center:,990 - 9-12,,,,,,,,,,,
220,,1000-4900-1000-51010-990,,Teacher,Salaries,,"21,042.00","48,485.34","17,163.00","55,634.87","18,121.00",0.00,"10,688.26","-7,432.74",-41.02%
221,,1000-4900-1000-51500-990,,Stipends,,,480.00,0.00,0.00,0.00,300.00,0.00,300.00,0.00,0.00%
222,,1000-4900-1000-52000-990,,Stipends,,,24.00,0.00,0.00,0.00,15.00,0.00,15.00,0.00,0.00%
223,,1000-4900-1000-52010-990,,Teacher,Benefits,,"11,809.00","20,973.25","4,700.00","21,107.03","4,714.00",19.94,"3,173.47","-1,540.53",-32.68%
224,,1000-4900-1000-52300-990,,Retirement,,,19.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00%
225,,1000-4900-1000-52310-990,,Retirement,,,835.00,"2,016.52",714.00,"2,317.84",754.00,10.98,"1,198.63",444.63,58.97%
226,,1000-4900-1000-53000-990,,Purchase,Professional Services,,0.00,0.00,0.00,0.00,345.00,0.00,345.00,0.00,0.00%
227,,1000-4900-1000-53440-990,,GaTE HS,Professional Services,,"7,000.00","2,990.06","9,370.00","2,406.88","9,325.00","1,098.52","9,325.00",0.00,0.00%
228,,1000-4900-1000-55800-990,,Travel,,,300.00,293.24,300.00,483.30,300.00,0.00,300.00,0.00,0.00%
229,,1000-4900-1000-56100-990,,GaTE HS,Instructional Supplies,,634.00,0.00,563.00,0.00,563.00,0.00,563.00,0.00,0.00%
,,,,,,Totals,"42,143.00","74,758.41","32,810.00","81,949.92","34,449.00","1,129.44","25,920.36","-8,528.64",-24.76%
,,,,,,Article 1 Totals,"13,378,387.00","13,197,769.03","14,198,224.00","13,932,987.68","15,107,880.00","14,188,680.22","15,714,380.46","606,500.46",4.01%
Article 2 -,SPECIAL EDUCATION,,,,,,,,,,,,,,
230,Program:,2100 - SPED,REGULAR CLASSROOM,,,,,,,,,,,,
231,,Function:,1000 - REGULAR,INSTRUCTION,,,,,,,,,,,
232,,,Cost Center:,300 - FREEPORT,HIGH SCHOOL,,,,,,,,,,
233,,1000-2100-1000-51210-300,,Tutor,Salaries/ESY,,"5,000.00","5,940.00","5,000.00",717.60,"5,000.00",0.00,"5,000.00",0.00,0.00%
234,,1000-2100-1000-52010-300,,Benefits,,,0.00,300.05,0.00,60.08,0.00,0.00,0.00,0.00,0.00%
235,,1000-2100-1000-52030-300,,Tutor Benefits,,,250.00,0.00,250.00,0.00,250.00,0.00,250.00,0.00,0.00%
236,,1000-2100-1000-52310-300,,Retirement,,,199.00,157.22,199.00,0.00,0.00,0.00,0.00,0.00,0.00%
237,,1000-2100-1000-52330-300,,Retirement,,,0.00,0.00,0.00,0.00,199.00,0.00,199.00,0.00,0.00%
238,,1000-2100-1000-53440-300,,Purchased,Professional,,500.00,0.00,500.00,0.00,650.00,344.00,650.00,0.00,0.00%
,,,,,,Totals,"5,949.00","6,397.27","5,949.00",777.68,"6,099.00",344.00,"6,099.00",0.00,0.00%
239,,,Cost Center:,950 - K-8,,,,,,,,,,,
240,,1000-2100-1000-51210-950,,Tutor,Salaries/ESY,,"18,000.00","31,176.69","18,000.00","7,185.00","15,000.00","6,359.06","10,000.00","-5,000.00",-33.33%
241,,1000-2100-1000-52010-950,,Benefit,,,0.00,"1,074.81",0.00,189.88,0.00,"1,127.30",0.00,0.00,0.00%
242,,1000-2100-1000-52030-950,,Benefits,,,900.00,0.00,900.00,0.00,900.00,0.00,900.00,0.00,0.00%
243,,1000-2100-1000-52310-950,,Retirement,,,715.00,887.84,715.00,376.26,0.00,168.76,0.00,0.00,0.00%
244,,1000-2100-1000-52330-950,,Retirement,,,0.00,0.00,0.00,0.00,715.00,0.00,715.00,0.00,0.00%
245,,1000-2100-1000-53440-950,,Purchased,Professional,,500.00,"1,300.00",500.00,863.62,"3,650.00",795.50,650.00,"-3,000.00",-82.19%
,,,,,,Totals,"20,115.00","34,439.34","20,115.00","8,614.76","20,265.00","8,450.62","12,265.00","-8,000.00",-39.48%
246,Program:,2200 - SPED,RESOURCE CLASSROOM,,,,,,,,,,,,
247,,Function:,1000 - REGULAR,INSTRUCTION,,,,,,,,,,,
248,,,Cost Center:,010 - DURHAM,COMMUNITY,,,,,,,,,,
249,,1000-2200-1000-51010-010,,Teacher,Salaries,,"176,030.00","152,481.18","178,655.00","141,049.22","201,979.00","234,116.45","248,107.30","46,128.30",22.84%
250,,1000-2200-1000-51020-010,,Ed Tech,Salaries,,"73,742.00","61,754.72","71,007.00","71,661.69","139,997.00","136,141.66","191,123.39","51,126.39",36.52%
251,,1000-2200-1000-52010-010,,Teacher,Benefits,,"63,477.00","41,148.71","52,531.00","36,075.21","47,550.00","13,175.93","75,024.36","27,474.36",57.78%
252,,1000-2200-1000-52020-010,,Ed Tech,Benefits,,"29,153.00","22,141.94","25,356.00","28,738.77","44,488.00","6,698.43","2,775.59","-41,712.41",-93.76%
253,,1000-2200-1000-52310-010,,Retirement,,,"6,988.00","6,174.61","7,432.00","6,020.37","8,402.00","1,809.42","10,640.48","2,238.48",26.64%
254,,1000-2200-1000-52320-010,,Retirement,,,"2,928.00","2,433.60","2,954.00","3,068.60","6,057.00",993.22,"6,535.04",478.04,7.89%
,,,,,,Totals,"352,318.00","286,134.76","337,935.00","286,613.86","448,473.00","392,935.11","534,206.16","85,733.16",19.12%
255,,,Cost Center:,020 - MORSE,STREET,,,,,,,,,,
256,,1000-2200-1000-51010-020,,Teacher,Salaries,,"63,298.00","203,278.45","68,132.00","258,883.42","69,630.00","223,259.26","126,565.83","56,935.83",81.77%
257,,1000-2200-1000-51020-020,,Ed Tech,Salaries,,"52,499.00","80,372.28","53,489.00","90,148.66",0.00,"103,429.81","51,759.44","51,759.44",100.00%
258,,1000-2200-1000-51230-020,,Sub Wages,,,0.00,"3,432.50",0.00,596.48,0.00,"3,614.79",0.00,0.00,0.00%
259,,1000-2200-1000-52010-020,,Teacher,Benefits,,"8,817.00","35,612.39","4,965.00","46,586.46","5,578.00","5,522.25","15,657.18","10,079.18",180.70%
260,,1000-2200-1000-52020-020,,Ed Tech,Benefits,,"5,650.00","23,608.34","20,801.00","18,762.07",0.00,"3,945.74","8,885.58","8,885.58",100.00%
261,,1000-2200-1000-52030-020,,Substitute,Benefits,,0.00,207.17,0.00,18.09,0.00,0.00,0.00,0.00,0.00%
262,,1000-2200-1000-52310-020,,Retirement,,,"2,513.00","8,180.68","2,834.00","10,815.45","2,897.00","1,729.01","5,427.98","2,530.98",87.37%
263,,1000-2200-1000-52320-020,,Retirement,,,805.00,"3,190.84","2,225.00","3,669.93",0.00,808.46,"2,127.66","2,127.66",100.00%
264,,1000-2200-1000-52330-020,,Retirement,,,0.00,52.30,0.00,12.37,0.00,0.00,0.00,0.00,0.00%
,,,,,,Totals,"133,582.00","357,934.95","152,446.00","429,492.93","78,105.00","342,309.32","210,423.67","132,318.67",169.41%
,,,,,,,,,6 of 27,,,,,,
