,,,,,,,Final FY22 Version,,,,,,
820,1000-0000-2230-52000-010,,Benefits,,67.00,8.50,69.00,19.70,0.00,0.42,23.46,23.46,100.00%
821,1000-0000-2230-52010-010,,Teacher Benefits,,"25,066.00","20,578.37","19,201.00","6,613.16",0.00,"1,338.88",0.00,0.00,0.00%
822,1000-0000-2230-52080-010,,Support Benefits,,"8,133.00",226.66,"24,462.00",0.00,0.00,0.00,0.00,0.00,0.00%
823,1000-0000-2230-52300-010,,Stipend Retirement,,54.00,0.00,58.00,2.22,0.00,0.00,59.16,59.16,100.00%
824,1000-0000-2230-52310-010,,Retirement,,"2,714.00","2,441.16","2,161.00","2,210.10",0.00,387.39,0.00,0.00,0.00%
825,1000-0000-2230-54320-010,,Tech Repairs/Maint,,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
826,1000-0000-2230-54330-010,,Software,,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
827,1000-0000-2230-55000-010,,Other Purchased,Services,"1,100.00",901.99,"1,100.00",440.00,"1,100.00",140.00,"9,080.65","7,980.65",725.51%
828,1000-0000-2230-56500-010,,Supplies,,700.00,0.00,700.00,47.00,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"131,902.00","98,592.14","149,142.00","62,654.80","1,100.00","3,290.28","10,585.32","9,485.32",862.30%
829,,Cost Center:,020 - MORSE STREET,,,,,,,,,,
830,1000-0000-2230-51010-020,,Teacher Salaries,,"33,197.00","35,164.71","36,649.00","36,648.56",0.00,"-3,490.71",0.00,0.00,0.00%
831,1000-0000-2230-51180-020,,Support Salaries,,"20,504.00",0.00,"4,101.00",0.00,0.00,0.00,0.00,0.00,0.00%
832,1000-0000-2230-52010-020,,Teacher Benefits,,"9,940.00","7,866.42","7,940.00","7,852.90",0.00,870.62,0.00,0.00,0.00%
833,1000-0000-2230-52080-020,,Support Benefits,,"7,806.00",0.00,"1,429.00",0.00,0.00,0.00,0.00,0.00,0.00%
834,1000-0000-2230-52310-020,,Retirement,,"1,318.00","1,441.06","1,525.00","1,560.90",0.00,141.65,0.00,0.00,0.00%
835,1000-0000-2230-54320-020,,Tech Repairs/Maint,,"1,688.00","1,211.00","1,740.00",0.00,0.00,0.00,0.00,0.00,0.00%
836,1000-0000-2230-54330-020,,Software,,200.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00%
837,1000-0000-2230-55000-020,,Other Purchased,Services,300.00,0.00,0.00,0.00,300.00,0.00,0.00,-300.00,-100.00%
838,1000-0000-2230-56500-020,,Supplies,,700.00,300.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00%
,,,,Totals,"75,653.00","45,983.19","54,284.00","46,062.36",300.00,"-2,478.44",0.00,-300.00,-100.00%
839,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,
840,1000-0000-2230-51010-030,,Teacher Salaries,,"33,197.00","35,164.71","36,649.00","36,648.56",0.00,-959.85,0.00,0.00,0.00%
841,1000-0000-2230-51180-030,,Support Salaries,,"22,472.00",324.38,"4,101.00",0.00,0.00,0.00,0.00,0.00,0.00%
842,1000-0000-2230-52000-030,,Benefits,,0.00,0.00,0.00,0.00,0.00,"1,603.18",0.00,0.00,0.00%
843,1000-0000-2230-52010-030,,Teacher Benefits,,"9,940.00","7,865.82","7,940.00","7,852.49",0.00,870.57,0.00,0.00,0.00%
844,1000-0000-2230-52080-030,,Support Benefits,,"8,133.00",226.63,"1,429.00",0.00,0.00,0.00,0.00,0.00,0.00%
