,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support - -,Adopted,,,,,,,,
From Date:,7/1/2022,To Date:,6/30/2023 Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,
1000.0000.2230.52010.010,,Teacher Benefits,"$20,578",,"$6,613",,"$1,394",$0,$0,$0,0.00
1000.0000.2230.52010.020,,Teacher Benefits,"$7,866",,"$7,853",,$902,$0,$0,$0,0.00
1000.0000.2230.52010.030,,Teacher Benefits,"$7,866",,"$7,852",,$902,$0,$0,$0,0.00
1000.0000.2230.52010.040,,Teacher Benefits,$0,,$0,,"$5,658",$0,$0,$0,0.00
1000.0000.2230.52010.050,,Teacher Benefits,"$18,192",,"$21,434",,"$4,114",$0,$0,$0,0.00
1000.0000.2230.52010.300,,Teacher Benefits,"$19,442",,"$19,852",,$0,$0,$0,$0,0.00
1000.0000.2230.52040.900,,Benefits,"$18,461",,"$15,881",,"$4,259","$17,131","$34,412","$17,281",100.87
1000.0000.2230.52080.010,,Support Benefits,$227,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.52080.030,,Support Benefits,$227,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.52080.040,,Support Benefits,"$1,899",,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.52080.050,,Support Benefits,"$12,050",,"$5,687",,($47),$0,$0,$0,0.00
1000.0000.2230.52080.300,,SUPPORT BENEFITS,"$8,788",,"$12,880",,($562),$0,$0,$0,0.00
1000.0000.2230.52080.900,,Benefits,"$23,505",,"$33,124",,"$56,048","$106,459","$129,643","$23,184",21.78
1000.0000.2230.52300.010,,Stipend Retirement,$0,,$2,,$0,$59,$0,($59),(100.00)
1000.0000.2230.52300.050,,Retirement,$0,,$3,,$0,$53,$0,($53),(100.00)
1000.0000.2230.52310.010,,Retirement,"$2,441",,"$2,210",,$387,$0,$0,$0,0.00
1000.0000.2230.52310.020,,Retirement,"$1,441",,"$1,561",,$142,$0,$0,$0,0.00
1000.0000.2230.52310.030,,Retirement,"$1,441",,"$1,561",,$142,$0,$0,$0,0.00
1000.0000.2230.52310.050,,Retirement,"$2,294",,"$2,937",,$351,$0,$0,$0,0.00
1000.0000.2230.52310.300,,Retirement,"$2,942",,"$3,285",,$0,$0,$0,$0,0.00
1000.0000.2230.52340.900,,Retirement,$0,,$0,,$0,"$9,248","$4,100","($5,148)",(55.67)
1000.0000.2230.53000.900,,Purchased Professional,"$4,315",,"$4,671",,"$1,949","$3,400","$7,952","$4,552",133.88
1000.0000.2230.54320.010,,Tech Repairs/Maint,"$1,211",,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54320.020,,Tech Repairs/Maint,"$1,211",,$0,,$0,$0,$0,$0,0.00
,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff Support - -,Adopted,,,,,,,,
From Date:,7/1/2022,To Date:,6/30/2023 Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,Percentage
,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,
1000.0000.2230.54320.030,,Tech Repairs & Maint,"$1,211",,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54320.040,,Tech Repairs/Maint,"$1,211",,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54320.050,,Tech Repairs/Maint,"$1,211",,$475,,$0,$0,$0,$0,0.00
1000.0000.2230.54320.300,,Tech Repairs/Maint,"$1,211",,$0,,$64,$0,$0,$0,0.00
1000.0000.2230.54320.900,,Tech Repairs/Maintenance,$0,,$0,,"$5,231",$0,$0,$0,0.00
1000.0000.2230.54330.010,,Software,$200,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54330.030,,Software,$95,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54330.300,,Software,"$4,875",,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.54330.900,,Software,$0,,$0,,"$1,169","$1,200","$1,200",$0,0.00
1000.0000.2230.54432.900,,SOFTWARE LICENCE/RENTAL,$0,,$0,,"$2,640",$0,$0,$0,0.00
1000.0000.2230.55000.010,,Other Purchased Services,$902,,$440,,$140,"$9,081",$0,"($9,081)",(100.00)
1000.0000.2230.55000.900,,Other Purchased Services,"$39,398",,"$27,652",,"$23,788","$60,432","$51,593","($8,839)",(14.63)
1000.0000.2230.55200.900,,Insurance (P&C),$0,,$0,,$0,$0,"$9,100","$9,100",0.00
1000.0000.2230.55800.900,,Travel,"$3,190",,"$1,439",,$0,"$7,530","$7,530",$0,0.00
1000.0000.2230.56500.010,,Supplies,$0,,$47,,"$6,486",$0,$0,$0,0.00
1000.0000.2230.56500.020,,Supplies,$300,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.56500.030,,Supplies,$698,,$343,,$0,$0,$0,$0,0.00
1000.0000.2230.56500.040,,Supplies,"$1,124",,$74,,$0,$0,$0,$0,0.00
1000.0000.2230.56500.050,,Supplies,$0,,$0,,"$6,686",$200,$0,($200),(100.00)
1000.0000.2230.56500.300,,Supplies,$129,,$0,,$0,$0,$0,$0,0.00
1000.0000.2230.56500.900,,Computer Materials,$0,,$0,,"$4,026","$4,200","$6,000","$1,800",42.86
1000.0000.2230.57340.300,,Equipment,"$138,705","$174,162",,,"$40,581",$0,$0,$0,0.00
1000.0000.2230.57340.900,,EQUIPMENT,"$199,962","$280,132",,,"$57,736","$276,525","$244,641","($31,884)",(11.53)
1000.0000.2230.58100.900,,Dues and Fees,$0,,$0,,$170,$150,$150,$0,0.00
