,1000.1100.1000.54300.030,,Copiers Repairs/Maint,"$2,617.20","$4,494.10",,,"$6,657.30","$9,700.00","$9,700.00",$0.00,0.00
,1000.1100.1000.54330.030,,Software,$96.00,,$0.00,,"$4,530.85","$5,831.00","$5,135.00",($696.00),(11.94)
,1000.1100.1000.55800.030,,Travel,$701.18,,$963.05,,"$1,125.55","$1,100.00","$1,400.00",$300.00,27.27
,1000.1100.1000.56100.030,,Instructional Supplies,"$16,799.21","$15,007.55",,"$18,272.93",,"$21,915.00","$24,147.00","$2,232.00",10.18
,1000.1100.1000.56110.030,,"Equipment & Furniture,",Instructional $0.00,,$0.00,,"$1,230.15","$3,600.00","$1,727.00","($1,873.00)",(52.03)
,1000.1100.1000.56400.030,,Books,"$3,255.20","$2,381.95",,,"$2,817.18","$4,300.00","$4,050.00",($250.00),(5.81)
,1000.1100.1000.57300.030,,Equipment,"$4,818.72","$2,761.99",,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.1100.1000.58100.030,,Dues and Fees,$0.00,,$0.00,,$0.00,$210.00,$200.00,($10.00),(4.76)
,Program:,ELEMENTARY,PROGRAMS - 1100,"$701,715.54","$782,088.55",,"$777,578.30",,"$861,871.00","$942,707.00","$80,836.00",9.38
,1000.1120.1000.51010.030,,Teacher Salaries,"$64,475.38","$143,179.57",,"$113,825.05",,"$116,507.00","$116,507.00",$0.00,0.00
,03/13/2024,,,,,,,,,,6,
,,,,,RSU,No.,5,,,,,
,FY25 Article,1 Regular,Instruction-,Proposed,,,,,,,,
From,Date:,3/1/2024,To Date:,3/31/2024 Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,Percent
,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
,Account,,Description,,,,,,,,,
,1000.1120.1000.51020.030,,Ed Tech Salaries,$0.00,"$12,185.60",,"$15,491.81",,"$15,038.00","$27,225.00","$12,187.00",81.04
,1000.1120.1000.52010.030,,Teacher Benefits,"$4,862.22","$24,403.41",,"$20,397.30",,"$26,588.00","$41,305.00","$14,717.00",55.35
,1000.1120.1000.52020.030,,Ed Tech Benefits,$0.00,"$7,831.99",,"$13,328.88",,"$3,332.00","$5,765.00","$2,433.00",73.02
,1000.1120.1000.52030.030,,Sub Benefits,$0.00,,$0.00,,$0.00,$0.00,$450.00,$450.00,0.00
,1000.1120.1000.52310.030,,Retirement,$562.56,"$5,498.18",,"$11,528.32",,"$5,208.00","$5,689.00",$481.00,9.24
,1000.1120.1000.52320.030,,Retirement,$0.00,,$668.14,,$601.29,$719.00,"$1,217.00",$498.00,69.26
,Program: K-2,INSTRUCTION,- 1120,"$69,900.16","$193,766.89",,"$175,172.65",,"$167,392.00","$198,158.00","$30,766.00",18.38
,Function:,REGULAR INSTRUCTION,- 1000,"$771,615.70","$975,855.44",,"$952,750.95",,"$1,029,263.00","$1,140,865.00","$111,602.00",10.84
Cost,Center:,POWNAL,ELEMENTARY - 030,"$771,615.70","$975,855.44",,"$952,750.95",,"$1,029,263.00","$1,140,865.00","$111,602.00",10.84
,1000.1100.1000.51010.040,,Teacher Salaries,"$1,253,810.50","$1,184,827.65",,"$1,347,635.74",,"$1,406,802.00","$1,495,902.00","$89,100.00",6.33
,1000.1100.1000.51020.040,,Ed Tech Salaries,"$16,965.01","$23,198.88",,"$52,422.61",,"$53,403.00","$60,894.00","$7,491.00",14.03
,1000.1100.1000.51230.040,,Substitute Wages,"$24,137.53","$31,591.73",,"$32,974.25",,"$30,000.00","$33,450.00","$3,450.00",11.50
,1000.1100.1000.52010.040,,Teacher Benefits,"$68,093.76","$272,821.16",,"$300,736.69",,"$351,352.00","$484,674.00","$133,322.00",37.95
,1000.1100.1000.52020.040,,Ed Tech Benefits,"$1,487.01","$8,231.46",,,"$8,359.80","$16,402.00","$19,098.00","$2,696.00",16.44
,1000.1100.1000.52030.040,,Substitute Benefits,$230.22,"$1,943.35",,,"$2,178.14",$585.00,"$2,559.00","$1,974.00",337.44
,1000.1100.1000.52310.040,,Retirement,"$9,772.16","$30,904.48",,"$58,257.41",,"$65,062.00","$67,971.00","$2,909.00",4.47
,1000.1100.1000.52320.040,,Retirement,$4.89,,$905.36,,$898.14,"$2,554.00","$2,722.00",$168.00,6.58
,1000.1100.1000.52330.040,,Retirement,$156.32,,$141.49,,$320.97,"$1,248.00",$450.00,($798.00),(63.94)
,1000.1100.1000.53400.040,,Purchased Professional,"$6,127.63","$33,572.96",,"$15,932.20",,"$20,965.00","$21,423.00",$458.00,2.18
,1000.1100.1000.54300.040,,Copiers Repair/Maint,"$5,483.20","$8,026.36",,,"$3,870.12","$11,800.00","$11,800.00",$0.00,0.00
,1000.1100.1000.54330.040,,Software,$17.99,"$3,516.98",,,"$4,008.63","$5,395.00","$5,893.00",$498.00,9.23
,,03/13/2024,,,,,,,,,7,
,,,,,RSU,No.,5,,,,,
FY25,Article,1 Regular,Instruction-,Proposed,,,,,,,,
From,Date:,3/1/2024,To Date:,3/31/2024 Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,Percent
,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
,Account,,Description,,,,,,,,,
,1000.1100.1000.55800.040,,Travel,$146.14,,$744.15,,$558.66,$580.00,$580.00,$0.00,0.00
,1000.1100.1000.56100.040,,Instructional Supplies,"$20,330.22","$28,391.27",,"$36,693.73",,"$40,183.00","$46,825.00","$6,642.00",16.53
,1000.1100.1000.56400.040,,Books,"$8,309.47","$5,536.65",,,"$5,868.48","$6,800.00","$9,600.00","$2,800.00",41.18
,1000.1100.1000.57300.040,,Equipment,"$8,317.87","$5,378.82",,,"$7,524.05","$5,300.00","$15,945.00","$10,645.00",200.85
,1000.1100.1000.58100.040,,Dues and Fees,$50.00,,$50.00,,$0.00,$385.00,$0.00,($385.00),(100.00)
,Program:,ELEMENTARY,PROGRAMS - 1100,"$1,423,439.92","$1,639,782.75",,"$1,878,239.62",,"$2,018,816.00","$2,279,786.00","$260,970.00",12.93
,Function: REGULAR,INSTRUCTION,- 1000,"$1,423,439.92","$1,639,782.75",,"$1,878,239.62",,"$2,018,816.00","$2,279,786.00","$260,970.00",12.93
Cost,Center:,MAST LANDING,- 040,"$1,423,439.92","$1,639,782.75",,"$1,878,239.62",,"$2,018,816.00","$2,279,786.00","$260,970.00",12.93
,1000.1100.1000.51010.050,,Teacher Salaries,"$1,751,006.03","$1,666,819.07",,"$1,778,436.68",,"$1,887,891.00","$1,877,521.00","($10,370.00)",(0.55)
,1000.1100.1000.51020.050,,Ed Tech Salaries,"$81,971.62","$90,997.78",,"$93,896.20",,"$112,077.00","$122,797.00","$10,720.00",9.56
,1000.1100.1000.51230.050,,Substitute Wages,"$62,395.04","$25,245.00",,"$44,853.80",,"$65,000.00","$72,475.00","$7,475.00",11.50
,1000.1100.1000.51500.050,,Stipends,$0.00,,$0.00,,$0.00,$0.00,"$4,650.00","$4,650.00",0.00
,1000.1100.1000.52000.050,,Stipend Benefits,$0.00,,$0.00,,$0.00,$0.00,$79.00,$79.00,0.00
,1000.1100.1000.52010.050,,Teacher Benefits,"$95,631.68","$409,037.84",,"$376,462.40",,"$472,255.00","$659,192.00","$186,937.00",39.58
,1000.1100.1000.52020.050,,Ed Tech Benefits,"$4,173.23","$22,149.71",,"$21,740.47",,"$61,952.00","$27,748.00","($34,204.00)",(55.21)
,1000.1100.1000.52030.050,,Substitute Benefits,$169.56,"$1,057.49",,,"$3,926.91",$780.00,"$5,544.00","$4,764.00",610.77
,1000.1100.1000.52300.050,,Retirement,$0.00,,$0.00,,$0.00,$0.00,$208.00,$208.00,0.00
,1000.1100.1000.52310.050,,Retirement,"$15,689.64","$52,200.54",,"$67,968.73",,"$88,495.00","$90,587.00","$2,092.00",2.36
,1000.1100.1000.52320.050,,Retirement,$742.02,"$3,287.14",,,"$3,380.49","$5,361.00","$5,489.00",$128.00,2.39
,1000.1100.1000.52330.050,,Retirement,$517.69,,$447.91,,$448.26,"$1,664.00",$450.00,"($1,214.00)",(72.96)
,1000.1100.1000.53400.050,,Purchased Professional,"$25,810.86","$21,353.74",,"$21,664.80",,"$22,168.00","$22,168.00",$0.00,0.00
,03/13/2024,,,,,,,,,,8,
