,,,,,RSU,No.,5,,,,,
,Article 6,System,Administration - Proposed,,,,,,,,,
From,Date:,7/1/2021,To Date:,6/30/2022 Definition:,,FY23,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted FY23,Proposed Dollar,Difference,Difference
,Account,,Description,,,,,,,,,
,1000.0000.2320.59000.900,,Aspirations / Miscellaneous,"$6,119",,"$5,000",,$0,"$12,172","$12,172",$0,0.00
,1000.0000.2500.51040.900,,Administrator Salary,"$97,344",,"$99,948",,"$116,395","$117,350","$107,120","($10,230)",(8.72)
,1000.0000.2500.51180.900,,Salaries,"$122,868","$157,762",,,"$151,962","$163,079","$176,005","$12,926",7.93
,1000.0000.2500.52040.900,,Admin Benefits,"$30,731",,"$20,441",,"$7,460","$11,052","$20,506","$9,454",85.54
,1000.0000.2500.52080.900,,Benefits,"$58,503",,"$43,718",,"$34,474","$46,429","$56,348","$9,919",21.37
,1000.0000.2500.52340.900,,Retirement,$0,,$0,,$0,"$10,819","$10,819",$0,0.00
,1000.0000.2500.53300.900,,Training & Development Services,$0,,$0,,$0,$0,"$2,100","$2,100",0.00
,1000.0000.2500.55800.900,,Travel,$0,,$0,,$0,"$1,000",$250,($750),(75.00)
,1000.0000.2500.55810.900,,Travel,$223,,$380,,$0,$0,$0,$0,0.00
,1000.0000.2500.58100.900,,Dues and Fees,"$3,839",,"$4,255",,$0,"$3,500","$3,500",$0,0.00
,1000.0000.2500.59000.900,,Outstanding Checks Clearing,Acct $233,,$0,,$0,$0,$0,$0,0.00
Grand,Total:,,,"$893,629","$859,568",,,"$898,752","$1,067,819","$1,082,988","$15,169",1.42
,,,,,End,of Report,,,,,,
,,,,,,,,,,,3/21/22 Page 37,
,,,,,RSU,No.,5,,,,,
Article 7,School,Administration,- Proposed,,,,,,,,,
From Date:,7/1/2021,,To Date:,6/30/2022 Definition:,,FY23,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted FY23,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.0000.2400.51040.010,,Admin,Salary,"$197,836","$206,449",,,"$221,072","$220,296","$232,372","$12,076",5.48
1000.0000.2400.51040.020,,Admin,Salary,"$99,129","$103,444",,,"$111,372","$114,470","$115,408",$938,0.82
1000.0000.2400.51040.030,,Admin,Salary,"$99,129","$103,384",,,"$111,353","$110,970","$115,408","$4,438",4.00
1000.0000.2400.51040.040,,Admin,Salaries,"$99,129","$103,444",,,"$110,949","$110,970","$115,408","$4,438",4.00
1000.0000.2400.51040.050,,Admin,Salaries,"$180,050","$187,602",,,"$201,025","$200,385","$208,416","$8,031",4.01
1000.0000.2400.51040.300,,Admin,Salaries,"$203,306","$212,138",,,"$229,412","$229,180","$238,347","$9,167",4.00
1000.0000.2400.51180.010,,Support,Wages,"$69,273",,"$70,847",,"$79,948","$81,602","$81,013",($589),(0.72)
1000.0000.2400.51180.020,,Support,Wages,"$42,388",,"$42,915",,"$56,966","$55,013","$57,783","$2,770",5.04
1000.0000.2400.51180.030,,Support,Wages,"$30,240",,"$34,566",,"$37,426","$41,494","$37,149","($4,345)",(10.47)
1000.0000.2400.51180.040,,Support,Wages,"$36,919",,"$44,824",,"$49,989","$58,316","$46,634","($11,682)",(20.03)
1000.0000.2400.51180.050,,Support,Wages,"$63,707",,"$63,821",,"$85,005","$99,430","$87,841","($11,589)",(11.66)
1000.0000.2400.51180.300,,Support,Wages,"$82,269",,"$98,815",,"$113,072","$109,022","$93,747","($15,275)",(14.01)
1000.0000.2400.52040.010,,Admin,Benefits,"$49,668",,"$51,003",,"$46,526","$50,599","$59,256","$8,657",17.11
1000.0000.2400.52040.020,,Admin,Benefits,"$9,760",,"$8,421",,"$5,725","$3,724","$12,266","$8,542",229.40
1000.0000.2400.52040.030,,Admin,Benefits,"$18,341",,"$14,046",,"$9,922","$11,553","$29,524","$17,971",155.54
1000.0000.2400.52040.040,,Admin,Benefits,"$24,629",,"$24,954",,"$22,776","$24,819","$28,039","$3,220",12.97
1000.0000.2400.52040.050,,Admin,Benefits,"$27,641",,"$29,710",,"$33,759","$42,547","$51,997","$9,450",22.21
1000.0000.2400.52040.300,,Admin,Benefits,"$48,834",,"$48,869",,"$46,548","$50,761","$56,798","$6,037",11.89
1000.0000.2400.52080.010,,Support,Benefits,"$15,211",,"$16,166",,"$16,320","$20,672","$38,103","$17,431",84.32
1000.0000.2400.52080.020,,Support,Benefits,"$9,246",,"$9,504",,"$5,521","$16,514","$18,827","$2,313",14.01
1000.0000.2400.52080.030,,Support,Benefits,"$6,769",,"$6,686",,"$4,967","$3,974","$6,938","$2,964",74.60
1000.0000.2400.52080.040,,Support,Benefits,"$7,371",,"$14,976",,"$9,608","$12,821","$24,065","$11,244",87.69
1000.0000.2400.52080.050,,Support,Benefits,"$31,149",,"$34,235",,"$13,187","$17,890","$61,418","$43,528",243.31
1000.0000.2400.52080.300,,Support,Benefits,"$25,002",,"$42,943",,"$15,001","$10,750","$50,398","$39,648",368.84
,,,,,,,,,,,3/21/22 Page 38,
