,,,,,RSU,No.,5,,,,,
FY25,Article,6 System,Administration-,Proposed,,,,,,,,
From,Date:,3/1/2024,To Date:,3/31/2024 Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,Percent
,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
,1000.0000.2310.51500.900,,Stipends,"$6,598.04","$4,000.00",,,"$5,625.00","$8,000.00","$7,150.00",($850.00),(10.62)
,1000.0000.2310.52000.900,,Board Stipend Benefits,$100.96,,$314.21,,$452.96,$500.00,$500.00,$0.00,0.00
,1000.0000.2310.53400.900,,Professional Services,"$5,504.52","$15,535.82",,"$14,500.92",,"$54,165.00","$90,751.00","$36,586.00",67.55
,1000.0000.2310.55200.900,,Insurance,"$24,611.00","$34,769.00",,"$43,476.80",,"$39,302.00","$43,232.00","$3,930.00",10.00
,1000.0000.2310.55800.900,,Committee Travel,$0.00,,$0.00,,$0.00,$150.00,$150.00,$0.00,0.00
,1000.0000.2310.56000.900,,Supplies,$360.00,,$571.98,,$453.21,"$1,085.00","$1,488.00",$403.00,37.14
,1000.0000.2310.58100.900,,Dues & Fees,"$5,186.00","$1,650.00",,,"$6,395.56","$6,860.00","$6,860.00",$0.00,0.00
Program:,OVERHEAD,- 0000,,"$42,360.52","$56,841.01",,"$70,904.45",,"$110,062.00","$150,131.00","$40,069.00",36.41
Function:,BOARD,OF,DIRECTORS - 2310,"$42,360.52","$56,841.01",,"$70,904.45",,"$110,062.00","$150,131.00","$40,069.00",36.41
,1000.0000.2314.53100.900,,Election Costs,$0.00,,$0.00,,$0.00,"$10,955.00","$10,955.00",$0.00,0.00
Program:,OVERHEAD,- 0000,,$0.00,,$0.00,,$0.00,"$10,955.00","$10,955.00",$0.00,0.00
Function:,ELECTION,COSTS,- 2314,$0.00,,$0.00,,$0.00,"$10,955.00","$10,955.00",$0.00,0.00
,1000.0000.2320.51040.900,,Superintendent's Salary,"$204,344.16","$212,580.25",,"$210,808.82",,"$210,101.00","$228,051.00","$17,950.00",8.54
,1000.0000.2320.51180.900,,Support Wages,"$80,375.83","$73,564.52",,"$75,772.00",,"$75,772.00","$81,561.00","$5,789.00",7.64
,1000.0000.2320.52040.900,,Superintendent Benefits,"$28,768.22","$23,605.10",,"$32,959.48",,"$56,421.00","$51,689.00","($4,732.00)",(8.39)
,1000.0000.2320.52080.900,,Support Benefits,"$13,411.58","$14,482.43",,"$24,389.33",,"$29,214.00","$36,754.00","$7,540.00",25.81
,1000.0000.2320.52340.900,,Retirement,"$3,145.04","$20,351.00",,,"$8,070.90","$9,767.00","$10,194.00",$427.00,4.37
,1000.0000.2320.52380.900,,Retirement,$0.00,"$7,162.82",,,"$7,577.18","$3,940.00",$0.00,"($3,940.00)",(100.00)
,03/13/2024,,,,,,,,,,61,
,,,,,RSU,No.,5,,,,,
FY25,Article,6 System,Administration-,Proposed,,,,,,,,
From,Date:,3/1/2024,To Date:,3/31/2024 Definition:,,FY25,Proposed,,,,,
,,,,,,,,,,,,Percent
,,,,FY21 Actual,FY22 Actual,,FY23 Actual,FY24,Adopted FY25,Proposed Dollar,Difference,Difference
,Account,,Description,,,,,,,,,
,1000.0000.2320.53300.900,,Employee Training &,Development $0.00,,$0.00,,$0.00,"$3,290.00","$3,520.00",$230.00,6.99
,1000.0000.2320.53400.900,,Professional Services,"$100,903.79","$117,523.12",,"$87,919.47",,"$112,223.00","$71,695.00","($40,528.00)",(36.11)
,1000.0000.2320.54330.900,,Software Repairs &,"Maintenance $79,788.74","$71,648.05",,"$67,555.40",,"$10,000.00","$10,000.00",$0.00,0.00
,1000.0000.2320.54430.900,,Rental/Leases,($528.00),,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,1000.0000.2320.55310.900,,Postage,"$6,331.86","$6,842.79",,,"$9,088.81","$5,200.00","$7,200.00","$2,000.00",38.46
,1000.0000.2320.55400.900,,Advertising,"$1,938.77",,$0.00,,"$1,854.00","$1,500.00","$1,500.00",$0.00,0.00
,1000.0000.2320.55800.900,,Travel,$125.64,"$10,893.18",,,"$2,105.17","$2,600.00","$2,600.00",$0.00,0.00
,1000.0000.2320.56000.900,,Supplies,"$14,041.76","$15,523.69",,"$12,436.27",,"$15,400.00","$15,400.00",$0.00,0.00
,1000.0000.2320.56400.900,,Books,$506.25,,$23.96,,$0.00,$100.00,$100.00,$0.00,0.00
,1000.0000.2320.57340.900,,Technology Equipment,$557.90,,$0.00,,$0.00,"$1,000.00",$0.00,"($1,000.00)",(100.00)
,1000.0000.2320.58100.900,,Dues and Fees,"$12,387.80","$11,579.74",,"$11,563.43",,"$6,406.00","$7,118.00",$712.00,11.11
,1000.0000.2320.59000.900,,Aspirations / Miscellaneous,$0.00,"$11,927.48",,,"$6,107.74","$8,600.00","$8,600.00",$0.00,0.00
,Program:,OVERHEAD - 0000,,"$546,099.34","$597,708.13",,"$558,208.00",,"$551,534.00","$535,982.00","($15,552.00)",(2.82)
,Function:,EXECUTIVE,ADMINISTRATION - 2320,"$546,099.34","$597,708.13",,"$558,208.00",,"$551,534.00","$535,982.00","($15,552.00)",(2.82)
,1000.0000.2500.51040.900,,Administrator Salary,"$116,394.97","$169,613.56",,"$114,630.00",,"$109,200.00","$129,055.00","$19,855.00",18.18
,1000.0000.2500.51180.900,,Salaries,"$151,962.36","$168,798.85",,"$174,868.53",,"$170,726.00","$203,665.00","$32,939.00",19.29
