,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,Education-,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2300.1000.52310.040,,,,,Retirement,"$4,826.19",,"$6,164.84","$9,605.63","$9,166.00","$8,404.00",,($762.00),(8.31)
,1000.2300.1000.52320.040,,,,,Retirement,"$1,249.87",,"$1,285.70","$1,373.56","$1,496.00","$4,340.00",,"$2,844.00",190.11
,1000.2300.1000.53400.040,,,,Other,Professional Services,$0.00,"$38,136.50",,$0.00,$0.00,$0.00,,$0.00,0.00
Program:,SELF,CONTAINED,CLASS,PLACEMENT,-,2300,"$182,964.40","$243,491.93",,"$317,206.71","$310,439.00","$404,781.00","$94,342.00",,30.39
Function:,REGULAR,,INSTRUCTION,- 1000,,,"$357,580.14","$440,527.30",,"$647,990.38","$662,495.00","$776,916.00","$114,421.00",,17.27
,1000.2800.2110.51010.040,,,,Social,Worker Salary,"$36,559.39","$38,375.09",,"$43,812.89","$46,838.00","$50,032.00",,"$3,194.00",6.82
,1000.2800.2110.52010.040,,,,Social,Worker Benefits,"$7,929.98",,"$7,283.01","$9,260.33","$10,732.00","$11,504.00",,$772.00,7.19
,1000.2800.2110.52310.040,,,,,Retirement,"$1,403.93",,"$1,715.25","$1,951.02","$2,094.00","$2,236.00",,$142.00,6.78
,1000.2800.2110.55800.040,,,,Travel,,$0.00,,$0.00,$0.00,$300.00,$300.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,"$45,893.30","$47,373.35",,"$55,024.24","$59,964.00","$64,072.00",,"$4,108.00",6.85
Function:,Attendance,&,Social Work,- 2110,,,"$45,893.30","$47,373.35",,"$55,024.24","$59,964.00","$64,072.00",,"$4,108.00",6.85
,1000.2800.2140.53440.040,,,,,Professional Services,$0.00,,$0.00,"$17,553.75","$1,750.00","$1,750.00",,$0.00,0.00
,1000.2800.2140.55800.040,,,,Travel,,$0.00,,$0.00,$0.00,$267.00,$267.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,$0.00,,$0.00,"$17,553.75","$2,017.00","$2,017.00",,$0.00,0.00
Function:,,PSYCHOLOGICAL,- 2140,,,,$0.00,,$0.00,"$17,553.75","$2,017.00","$2,017.00",,$0.00,0.00
,1000.2800.2150.51010.040,,,,Speech,& Audiology,"$46,711.95",,$0.00,"$33,833.08","$34,569.00","$75,425.00","$40,856.00",,118.19
,,,,,Salaries,,,,,,,,,,
,,,,,,,Page,23 of 89,,,,,,,
,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2 Special,,Education-,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To Date:,,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2800.2150.52010.040,,,,Speech,& Audiology,"$11,109.87",,$0.00,"$6,842.79","$16,398.00","$32,280.00","$15,882.00",,96.85
,,,,,Benefits,,,,,,,,,,
,1000.2800.2150.52310.040,,,,,Retirement,"$1,793.80",,$0.00,"$1,506.81","$1,545.00","$3,371.00",,"$1,826.00",118.19
,1000.2800.2150.55800.040,,,,Travel,,$0.00,,$0.00,$0.00,$100.00,$100.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,,,"$59,615.62",,$0.00,"$42,182.68","$52,612.00","$111,176.00","$58,564.00",,111.31
Function:,SPEECH,& AUDIOLOGY,-,2150,,,"$59,615.62",,$0.00,"$42,182.68","$52,612.00","$111,176.00","$58,564.00",,111.31
,1000.2800.2160.51010.040,,,,OT,Salary,"$12,949.84","$11,334.60",,"$12,948.00","$13,978.00","$15,150.00",,"$1,172.00",8.38
,1000.2800.2160.52010.040,,,,OT,Benefits,"$1,028.77",,$834.43,$950.42,"$1,011.00","$1,049.00",,$38.00,3.76
,1000.2800.2160.52310.040,,,,,Retirement,$497.38,,$506.76,$576.68,$625.00,$677.00,,$52.00,8.32
,1000.2800.2160.55800.040,,,,Travel,,$0.00,,$0.00,$0.00,$50.00,$50.00,,$0.00,0.00
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,,,"$14,475.99","$12,675.79",,"$14,475.10","$15,664.00","$16,926.00",,"$1,262.00",8.06
Function:,OT -,2160,,,,,"$14,475.99","$12,675.79",,"$14,475.10","$15,664.00","$16,926.00",,"$1,262.00",8.06
Cost,Center:,MAST LANDING,- 040,,,,"$477,565.05","$500,576.44",,"$777,226.15","$792,752.00","$971,107.00","$178,355.00",,22.50
,1000.2200.1000.51010.050,,,,Teacher,Salaries,"$175,876.36","$126,155.66",,"$138,530.60","$151,740.00","$163,788.00","$12,048.00",,7.94
,1000.2200.1000.51020.050,,,,Ed,Tech Salaries,"$121,328.86","$91,162.28",,"$61,852.39","$128,846.00","$98,465.00","($30,381.00)",,(23.58)
,1000.2200.1000.52010.050,,,,Teacher,Benefits,"$40,677.70","$32,994.39",,"$42,153.66","$47,844.00","$51,431.00",,"$3,587.00",7.50
,1000.2200.1000.52020.050,,,,Ed,Tech Benefits,"$21,232.41","$21,311.67",,"$21,675.32","$49,701.00","$59,711.00","$10,010.00",,20.14
,1000.2200.1000.52310.050,,,,,Retirement,"$6,753.83",,"$5,639.06","$6,168.98","$6,783.00","$7,321.00",,$538.00,7.93
,,,,,,,Page,24 of 89,,,,,,,
,,,,,,,RSU,No. 5,,,,,,,
FY27,Article,2,Special,Education-,,Proposed,,,,,,,,,
From,Date:,7/1/2026,,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,,Description,,,,,,,,,
,1000.2200.1000.52320.050,,,,Retirement,,"$4,277.07",,"$3,807.00","$2,764.85","$5,759.00","$4,753.00","($1,006.00)",,(17.47)
,1000.2200.1000.56100.050,,,,Instructional,Supplies,$0.00,,$0.00,$353.75,$600.00,"$4,825.00",,"$4,225.00",704.17
Program:,,RESOURCE,CLASSROOM,PLACEMENT,-,2200,"$370,146.23","$281,070.06",,"$273,499.55","$391,273.00","$390,294.00",,($979.00),(0.25)
,1000.2300.1000.51010.050,,,,Teacher,Salaries,"$70,852.49","$138,631.65",,"$150,857.61","$163,774.00","$176,446.00","$12,672.00",,7.74
,1000.2300.1000.51020.050,,,,Ed Tech,Salaries,"$176,407.78","$198,150.50",,"$166,216.20","$218,584.00","$158,348.00","($60,236.00)",,(27.56)
,1000.2300.1000.52010.050,,,,Teacher,Benefits,"$13,709.06","$23,331.81",,"$29,831.43","$34,115.00","$36,651.00",,"$2,536.00",7.43
,1000.2300.1000.52020.050,,,,Ed Tech,Benefits,"$26,549.41","$27,701.70",,"$38,447.59","$61,503.00","$65,152.00",,"$3,649.00",5.93
,1000.2300.1000.52310.050,,,,Retirement,,"$2,711.62",,"$6,202.22","$6,717.85","$7,321.00","$7,887.00",,$566.00,7.73
,1000.2300.1000.52320.050,,,,Retirement,,"$9,199.00","$10,146.36",,"$7,268.11","$9,771.00","$7,644.00","($2,127.00)",,(21.77)
Program:,SELF,CONTAINED,CLASS,PLACEMENT,- 2300,,"$299,429.36","$404,164.24",,"$399,338.79","$495,068.00","$452,128.00","($42,940.00)",,(8.67)
Function:,REGULAR,,INSTRUCTION,- 1000,,,"$669,575.59","$685,234.30",,"$672,838.34","$886,341.00","$842,422.00","($43,919.00)",,(4.96)
,1000.2800.2110.51010.050,,,,Social,Worker Salary,"$81,297.69","$85,029.10",,"$96,992.09","$103,925.00","$111,099.00",,"$7,174.00",6.90
,1000.2800.2110.52010.050,,,,Social,Worker Benefits,"$16,048.41","$14,691.16",,"$18,735.03","$21,216.00","$22,772.00",,"$1,556.00",7.33
,1000.2800.2110.52310.050,,,,Retirement,,"$3,121.82",,"$3,800.68","$4,319.09","$4,645.00","$4,966.00",,$321.00,6.91
Program:,OTHER,SPECIAL,PROGRAMS,-,2800,,"$100,467.92","$103,520.94",,"$120,046.21","$129,786.00","$138,837.00",,"$9,051.00",6.97
Function:,Attendance,&,Social Work,- 2110,,,"$100,467.92","$103,520.94",,"$120,046.21","$129,786.00","$138,837.00",,"$9,051.00",6.97
,1000.2800.2140.53440.050,,,,Professional,Services,$0.00,,$0.00,$0.00,"$1,500.00","$1,500.00",,$0.00,0.00
