,,01/22/2024,,,,,,,,,,,Page,39 of 90,
,,,,,,,RSU,No. 5,,,,,,,
,Article 4,Other Instruction-,,Adopted,,,,,,,,,,,
From,Date:,7/1/2025,To Date:,,6/30/2026,Definition:,FY26,Proposed,,,,,,,
,,,,,,,,,,,,FY26,,Dollar,Percent
,,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,Proposed,Difference,,Difference
,Account,,,,Description,,,,,,,,,,
,1000.9200.1000.52330.050,,,,Retirement,,$3.84,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.9200.1000.52380.050,,,,Retirement for Regular,,$62.19,,$11.64,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,,Employees,,,,,,,,,,
,1000.9200.1000.53000.050,,,Game,Officials,"$12,610.84",,,"$13,750.54","$17,164.04","$26,647.00","$28,282.00",,"$1,635.00",6.14
,1000.9200.1000.56100.050,,,Program,Supplies,"$22,778.63",,,"$25,961.64","$21,796.40","$28,245.00","$28,977.00",,$732.00,2.59
,1000.9200.1000.58100.050,,,Dues,and Fees,"$13,995.50",,,"$17,621.17","$18,865.15","$18,168.00","$18,243.00",,$75.00,0.41
,Program:,EXTRA-CURRICULAR,K-8 - 9200,,,"$127,731.80",,"$159,436.65",,"$163,143.53","$156,172.00","$163,724.00",,"$7,552.00",4.84
,Function:,REGULAR INSTRUCTION,- 1000,,,"$160,020.30",,"$228,625.08",,"$231,670.18","$198,906.00","$207,891.00",,"$8,985.00",4.52
,1000.9200.2330.51010.050,,,Athletic,Director Salary -,"$31,569.03",,,"$43,085.29","$33,179.98","$34,320.00","$36,729.00",,"$2,409.00",7.02
,1000.9200.2330.51180.050,,,Athletic,Office Support Staff,"$7,446.31",,,"$1,934.88","$6,460.85","$6,862.00","$7,112.00",,$250.00,3.64
,,,,Wages,-,,,,,,,,,,
,1000.9200.2330.52010.050,,,Athletic,Director Benefits -,"$5,842.86",,,"$7,062.42","$5,106.76","$12,627.00","$13,381.00",,$754.00,5.97
,1000.9200.2330.52080.050,,,Athletic,Office Support Staff,$586.80,,,$138.24,$516.80,"$1,600.00","$1,627.00",,$27.00,1.69
,,,,Benefits,-,,,,,,,,,,
,1000.9200.2330.52310.050,,,Athletic,Director Retirement,"$1,212.24",,,$630.23,"$1,475.23","$1,534.00","$1,642.00",,$108.00,7.04
,,,,-,,,,,,,,,,,
,1000.9200.2330.52340.050,,,Athletic,Dir Retirement,,$0.00,,$619.78,$0.00,$0.00,$0.00,,$0.00,0.00
,Program:,EXTRA-CURRICULAR,K-8 - 9200,,,"$46,657.24",,,"$53,470.84","$46,739.62","$56,943.00","$60,491.00",,"$3,548.00",6.23
,Function: SPECIAL,AREA,ADMINISTRATION,- 2330,,"$46,657.24",,,"$53,470.84","$46,739.62","$56,943.00","$60,491.00",,"$3,548.00",6.23
Cost,Center:,FREEPORT MIDDLE,SCHOOL -,050,,"$206,677.54",,"$282,095.92",,"$278,409.80","$255,849.00","$268,382.00","$12,533.00",,4.90
,1000.4300.1000.51010.300,,,Summer,School Teacher,,$0.00,,$0.00,$0.00,$0.00,"$8,686.00",,"$8,686.00",0.00
,,,,Salary,- FHS,,,,,,,,,,
,,01/22/2024,,,,,,,,,,,Page,40 of 90,
,,,,,,,RSU,No. 5,,,,,,,
Article 4,Other,Instruction-,,Adopted,,,,,,,,,,,
From Date:,7/1/2025,,To,Date:,6/30/2026,Definition:,FY26,Proposed,,,,,,,
,,,,,,,,,,,,FY26,,Dollar,Percent
,,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,,
1000.4300.1000.51210.300,,,,Summer,School Tutor,"$3,963.00",,,"$3,386.00","$7,801.17",$0.00,$0.00,,$0.00,0.00
,,,,Wages,- FHS,,,,,,,,,,
1000.4300.1000.52010.300,,,,Summer,School Teacher,,$0.00,,$301.46,$354.83,$0.00,$292.00,,$292.00,0.00
,,,,Benefits,- FHS,,,,,,,,,,
1000.4300.1000.52030.300,,,,Summer,School Tutor,"$2,032.22",,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,,,,Benefits,- FHS,,,,,,,,,,
1000.4300.1000.52310.300,,,,Summer,School Teacher,,$0.00,,$40.32,$118.07,$0.00,$388.00,,$388.00,0.00
,,,,,Retirement - FHS,,,,,,,,,,
Program:,SUMMER SCHOOL,- 4300,,,,"$5,995.22",,,"$3,727.78","$8,274.07",$0.00,"$9,366.00",,"$9,366.00",0.00
1000.9500.1000.51500.300,,,,Stipends,,"$71,198.32",,,"$70,001.42","$73,499.36","$101,205.00","$105,262.00",,"$4,057.00",4.01
1000.9500.1000.52000.300,,,,Stipend,Benefits,"$4,255.51",,,"$10,785.59","$10,468.60","$1,710.00","$3,537.00",,"$1,827.00",106.84
1000.9500.1000.52300.300,,,,,Retirement,"$2,894.24",,,"$2,395.63","$2,913.45","$4,524.00","$4,705.00",,$181.00,4.00
1000.9500.1000.53400.300,,,,,Co-Curricular Purch,,$0.00,,$0.00,"$4,205.00","$4,377.00","$4,377.00",,$0.00,0.00
,,,,,Professional,,,,,,,,,,
1000.9500.1000.55800.300,,,,,Co-Curricular Travel,,$0.00,,$0.00,$0.00,$200.00,$200.00,,$0.00,0.00
1000.9500.1000.56000.300,,,,Supplies,,$697.93,,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
1000.9500.1000.56100.300,,,,,Instructional Supplies,"$2,550.74",,,"$5,535.00","$2,482.48","$2,770.00","$2,770.00",,$0.00,0.00
1000.9500.1000.58100.300,,,,Dues,and Fees,"$8,397.22",,,"$8,961.48","$8,974.44","$10,740.00","$10,865.00",,$125.00,1.16
Program:,CO-CURRICULAR,9-12 -,9500,,,"$89,993.96",,,"$97,679.12","$102,543.33","$125,526.00","$131,716.00",,"$6,190.00",4.93
1000.9600.1000.51500.300,,,,,Stipends-Coaches,"$155,001.69",,"$148,772.29",,"$152,571.98","$175,355.00","$180,688.00",,"$5,333.00",3.04
1000.9600.1000.52000.300,,,,Stipend,Benefits,"$10,869.48",,,"$15,866.11","$15,498.78","$2,964.00","$6,071.00",,"$3,107.00",104.82
1000.9600.1000.52300.300,,,,,Retirement,"$3,797.32",,,"$2,977.92","$3,479.58","$7,838.00","$8,077.00",,$239.00,3.05
1000.9600.1000.52330.300,,,,,Retirement,,$0.96,,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
1000.9600.1000.53000.300,,,,Game,Officials,"$40,556.96",,,"$43,524.05","$46,762.12","$55,453.00","$59,524.00",,"$4,071.00",7.34
,01/22/2024,,,,,,,,,,,,Page,41 of 90,
,,,,,,,RSU,No. 5,,,,,,,
,Article 4,Other,Instruction-,Adopted,,,,,,,,,,,
From,Date:,7/1/2025,To,Date:,6/30/2026,Definition:,FY26,Proposed,,,,,,,
,,,,,,,,,,,,FY26,,Dollar,Percent
,,,,,,FY22 Actual,,FY23,Actual FY24,Actual FY25,Adopted,Proposed,Difference,,Difference
,Account,,,,Description,,,,,,,,,,
,1000.9600.1000.55000.300,,,,Purchased Services,"$25,959.92",,,"$35,208.98","$13,791.57","$13,690.00","$15,711.00",,"$2,021.00",14.76
,1000.9600.1000.55800.300,,,,Travel,"$1,276.33",,,$572.07,$625.05,"$1,270.00","$1,270.00",,$0.00,0.00
,1000.9600.1000.56000.300,,,,Supplies,"$48,378.17",,,"$41,746.31","$42,052.64","$44,438.00","$48,044.00",,"$3,606.00",8.11
,1000.9600.1000.58100.300,,,,Dues and Fees,"$43,562.69",,,"$46,310.95","$49,969.41","$49,940.00","$54,260.00",,"$4,320.00",8.65
,Program:,EXTRA-CURRICULAR,9-12 - 9600,,,"$329,403.52",,"$334,978.68",,"$324,751.13","$350,948.00","$373,645.00","$22,697.00",,6.47
,Function:,REGULAR INSTRUCTION,- 1000,,,"$425,392.70",,"$436,385.58",,"$435,568.53","$476,474.00","$514,727.00","$38,253.00",,8.03
,1000.9600.2330.51010.300,,,,Athletic Director Salary -,"$73,661.16",,"$100,618.86",,"$77,420.02","$80,080.00","$85,701.00",,"$5,621.00",7.02
,,,,FHS,,,,,,,,,,,
,1000.9600.2330.51060.300,,,,Athletic Trainer Salary,,$0.00,,$0.00,"$64,575.20","$65,520.00","$70,119.00",,"$4,599.00",7.02
,1000.9600.2330.51180.300,,,,Athletic Office Support Staff,"$13,273.45",,,"$7,094.56","$14,783.81","$16,012.00","$16,595.00",,$583.00,3.64
,,,,,Wages - FHS,,,,,,,,,,
,1000.9600.2330.52010.300,,,,Athletic Director Benefits,"- $14,438.46",,,"$16,664.94","$11,916.41","$19,202.00","$20,598.00",,"$1,396.00",7.27
,,,,FHS,,,,,,,,,,,
,1000.9600.2330.52060.300,,,,Athletic Trainer Benefits,,$0.00,,$0.00,"$13,784.47","$19,074.00","$20,670.00",,"$1,596.00",8.37
,1000.9600.2330.52080.300,,,,Athletic Office Support Staff,"$1,043.50",,,$505.05,"$1,261.24","$3,735.00","$3,795.00",,$60.00,1.61
,,,,,Benefits - FHS,,,,,,,,,,
,1000.9600.2330.52310.300,,,,Athletic Director Retirement,"$2,828.64",,,"$1,558.58","$3,441.88","$3,580.00","$3,831.00",,$251.00,7.01
,,,,-,FHS,,,,,,,,,,
,1000.9600.2330.52340.300,,,,Athletic Dir Retirement,,$0.00,,"$1,449.55",$0.00,$0.00,$0.00,,$0.00,0.00
,Program:,EXTRA-CURRICULAR,9-12 - 9600,,,"$105,245.21",,"$127,891.54",,"$187,183.03","$207,203.00","$221,309.00","$14,106.00",,6.81
,Function: SPECIAL,AREA,ADMINISTRATION,- 2330,,"$105,245.21",,"$127,891.54",,"$187,183.03","$207,203.00","$221,309.00","$14,106.00",,6.81
Cost,Center:,FREEPORT HIGH,SCHOOL -,300,,"$530,637.91",,"$564,277.12",,"$622,751.56","$683,677.00","$736,036.00","$52,359.00",,7.66
,,01/22/2024,,,,,,,,,,,Page,42 of 90,
