,,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff,Support -,Proposed,,,,,,,,
From Date:,3/22/2023,,To Date:,3/22/2023 Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.0000.2220.56400.020,,Books,,"$6,165.95","$6,447.38",,,"$6,676.73","$6,355.00","$6,825.00",$470.00,7.40
1000.0000.2220.56400.030,,Books,& Periodicals,"$6,607.35","$4,218.09",,,"$3,749.06","$2,275.50","$2,663.00",$387.50,17.03
1000.0000.2220.56400.040,,Books,,"$3,294.48","$4,643.90",,,"$3,130.59","$5,022.50","$5,733.00",$710.50,14.15
1000.0000.2220.56400.050,,Books,,"$7,107.02","$6,517.08",,,"$5,930.85","$5,842.50","$5,922.00",$79.50,1.36
1000.0000.2220.56400.300,,Books,,"$7,489.04","$12,652.08",,"$11,748.52",,"$14,141.00","$13,020.00","($1,121.00)",(7.93)
1000.0000.2220.57300.300,,,Equipment,$0.00,,$0.00,,$0.00,$100.00,$100.00,$0.00,0.00
1000.0000.2230.51010.010,,Teacher,Salaries,"$51,937.60",,$12.11,"$12,468.70",,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51010.020,,Teacher,Salaries,"$36,648.56","($3,486.91)",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51010.030,,Teacher,Salaries,"$36,648.56",($956.06),,,$60.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51010.050,,Teacher,Salary,"$70,602.22",,$10.98,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51010.300,,Teacher,Salaries,"$76,135.08","$16,964.50",,,"$2,092.50",$0.00,$0.00,$0.00,0.00
1000.0000.2230.51040.900,,,Technology Director Salary,"$88,394.06","$124,325.64",,"$93,155.46",,"$98,561.00","$100,457.00","$1,896.00",1.92
1000.0000.2230.51180.050,,Support,Salaries,"$39,689.43","($1,088.47)",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51180.300,,Support,Salaries,"$36,247.68","($1,083.73)",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.51180.900,,Support,Wages,"$107,178.33","$222,625.57",,"$274,656.06",,"$289,015.00","$291,790.00","$2,775.00",0.96
1000.0000.2230.51500.010,,Stipends,,"$1,385.02","$3,180.78",,,"$1,422.00","$3,815.00","$3,815.00",$0.00,0.00
1000.0000.2230.51500.050,,Stipends,,"$3,855.00","$2,361.61",,,"$2,544.00","$3,815.00","$3,815.00",$0.00,0.00
1000.0000.2230.52000.010,,Benefits,,$19.70,,$1.63,,$23.40,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52000.030,,Benefits,,$0.00,"$3,220.83",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52000.050,,Stipend,Benefits,$19.31,,$2.32,,$54.28,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52000.300,,Teacher,Benefits,$0.00,"$2,340.21",,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52010.010,,Teacher,Benefits,"$6,613.16","$1,394.25",,,$180.80,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52010.020,,Teacher,Benefits,"$7,852.90",,$902.10,,$0.00,$0.00,$0.00,$0.00,0.00
1000.0000.2230.52010.030,,Teacher,Benefits,"$7,852.49",,$902.04,,$1.01,$0.00,$0.00,$0.00,0.00
,03/22/2023,,,,,,,,,,Page 37,
