,,,,,,,RSU No.,5,,,,,,,,
Article,2,Special,Education-,Adopted,,,,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY25 Adopted,,,,,,,,,
,,,,,,,,,,,,,FY25,,Dollar,Percent
,,,,,,FY21 Actual,FY22,Actual,FY23 Actual,FY24,Adopted,,,Difference,,Difference
,,,,,,,,,,,,,Adopted,,,
Account,,,,Description,,,,,,,,,,,,
,1000.2200.1000.51010.010,,Teacher,Salaries,,"$197,594.07",,"$209,896.59","$215,267.51",,"$238,883.00",,"$238,882.00",,($1.00),0.00
,1000.2200.1000.51020.010,,Ed Tech,Salaries,,"$126,067.18",,"$141,585.52","$182,366.37",,"$100,053.00",,"$149,559.00","$49,506.00",,49.48
,1000.2200.1000.52010.010,,Teacher,Benefits,,"$14,909.04",,"$46,189.23","$45,684.02",,"$64,849.00",,"$79,285.00","$14,436.00",,22.26
,1000.2200.1000.52020.010,,Ed Tech,Benefits,,"$8,519.97",,"$52,963.44","$54,757.64",,"$36,960.00",,"$49,424.00","$12,464.00",,33.72
,1000.2200.1000.52310.010,,Retirement,,,"$1,809.42",,"$5,897.67","$8,266.04",,"$10,678.00",,"$11,581.00",,$903.00,8.46
,1000.2200.1000.52320.010,,Retirement,,,$993.22,,"$4,650.72","$5,595.41",,"$4,786.00",,"$6,685.00","$1,899.00",,39.68
Program:,,RESOURCE,CLASSROOM,PLACEMENT - 2200,"$349,892.90","$461,183.17",,"$511,936.99",,"$456,209.00",,"$535,416.00",,"$79,207.00",,17.36
,1000.2300.1000.51010.010,,Teacher,Salaries,,"$56,840.12",,"$46,596.63","$50,007.76",,"$53,255.00",,"$53,255.00",,$0.00,0.00
,1000.2300.1000.51020.010,,Ed Tech,Salaries,,"$123,583.26",,"$110,493.89","$84,104.17",,"$150,225.00",,"$151,720.00","$1,495.00",,1.00
,1000.2300.1000.52010.010,,Teacher,Benefits,,"$3,290.43",,"$20,980.54","$18,140.71",,"$22,858.00",,"$30,463.00","$7,605.00",,33.27
,1000.2300.1000.52020.010,,Ed Tech,Benefits,,"$23,539.09",,"$30,853.33","$20,370.26",,"$90,024.00",,"$85,922.00","($4,102.00)",,(4.56)
,1000.2300.1000.52310.010,,Retirement,,,$522.24,,"$1,789.27","$1,920.32",,"$2,381.00",,"$2,632.00",,$251.00,10.54
,1000.2300.1000.52320.010,,Retirement,,,$922.51,,"$4,229.85","$5,510.10",,"$7,185.00",,"$6,782.00",($403.00),,(5.61)
Program:,SELF,CONTAINED,CLASS,PLACEMENT - 2300,"$208,697.65","$214,943.51",,"$180,053.32",,"$325,928.00",,"$330,774.00",,"$4,846.00",,1.49
Function:,REGULAR,INSTRUCTION,-,1000,"$558,590.55","$676,126.68",,"$691,990.31",,"$782,137.00",,"$866,190.00",,"$84,053.00",,10.75
,1000.2800.2110.51010.010,,Social,Worker Salary,,"$62,472.01",,"$68,150.34","$72,464.93",,"$75,443.00",,"$78,374.00","$2,931.00",,3.89
,1000.2800.2110.52010.010,,Social,Worker Benefits,,"$2,212.77",,"$10,018.10","$9,017.73",,"$11,181.00",,"$20,524.00","$9,343.00",,83.56
,1000.2800.2110.52310.010,,Retirement,,,$614.40,,"$2,616.90","$2,782.78",,"$3,372.00",,"$3,844.00",,$472.00,14.00
Program:,OTHER,SPECIAL,PROGRAMS,- 2800,"$65,299.18",,"$80,785.34","$84,265.44",,"$89,996.00",,"$102,742.00",,"$12,746.00",,14.16
Function:,Attendance,& Social,Work - 2110,,"$65,299.18",,"$80,785.34","$84,265.44",,"$89,996.00",,"$102,742.00",,"$12,746.00",,14.16
,03/27/2024,,,,,,,,,,,,,,14 of 81,
