,,,,,RSU,No.,5,,,,,
Article 2,Special,Education,- Proposed,,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.2200.1000.52010.010,,Teacher,Benefits,"$36,075.21","$14,909.04",,"$46,189.23",,"$48,020.00","$64,849.00","$16,829.00",35.05
1000.2200.1000.52010.020,,Teacher,Benefits,"$46,586.46","$5,734.53",,"$10,087.21",,"$10,502.00","$25,417.00","$14,915.00",142.02
1000.2200.1000.52010.030,,Teacher,Benefits,"$28,672.35","$4,683.27",,,"$7,693.61","$9,431.00","$14,165.00","$4,734.00",50.20
1000.2200.1000.52010.040,,Teacher,Benefits,"$42,787.67","$9,258.66",,"$22,340.89",,"$22,116.00","$28,527.00","$6,411.00",28.99
1000.2200.1000.52010.050,,Teacher,Benefits,"$29,208.25","$6,551.18",,"$30,372.93",,"$22,567.00","$43,996.00","$21,429.00",94.96
1000.2200.1000.52010.300,,Teacher,Benefits,"$62,485.39","$12,371.36",,"$43,997.73",,"$43,845.00","$46,771.00","$2,926.00",6.67
1000.2200.1000.52020.010,,Ed,Tech Benefits,"$28,738.77","$8,519.97",,"$52,963.44",,"$54,442.00","$36,960.00","($17,482.00)",(32.11)
1000.2200.1000.52020.020,,Ed,Tech Benefits,"$18,762.07","$3,963.06",,,$0.00,$0.00,"$36,854.00","$36,854.00",0.00
1000.2200.1000.52020.030,,Ed,Tech Benefits,$634.97,,$45.38,,"$7,956.55","$4,960.00",$0.00,"($4,960.00)",(100.00)
1000.2200.1000.52020.040,,Ed,Tech Benefits,$676.38,,$0.00,"$32,632.57",,$0.00,"$8,155.00","$8,155.00",0.00
1000.2200.1000.52020.050,,Ed,Tech Benefits,"$9,248.39","$3,514.61",,"$20,774.68",,"$21,336.00","$46,650.00","$25,314.00",118.64
1000.2200.1000.52020.300,,Ed,Tech Benefits,"$1,152.98","$1,253.39",,"$13,272.63",,"$23,894.00","$55,395.00","$31,501.00",131.84
1000.2200.1000.52030.020,,,Substitute Benefits,$18.09,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.2200.1000.52310.010,,,Retirement,"$6,020.37","$1,809.42",,,"$8,406.56","$10,124.00","$10,678.00",$554.00,5.47
1000.2200.1000.52310.020,,,Retirement,"$10,815.45","$1,729.01",,,"$2,967.88",$0.00,"$3,702.00","$3,702.00",0.00
1000.2200.1000.52310.030,,,Retirement,"$3,849.24",,$784.70,,"$1,425.35","$2,005.00","$2,870.00",$865.00,43.14
1000.2200.1000.52310.040,,,Retirement,"$5,959.96","$1,374.54",,,"$3,344.56","$3,410.00","$6,729.00","$3,319.00",97.33
1000.2200.1000.52310.050,,,Retirement,"$4,881.57","$1,170.29",,,"$4,248.76","$4,622.00","$5,634.00","$1,012.00",21.90
1000.2200.1000.52310.300,,,Retirement,"$8,256.05","$1,819.69",,,"$5,929.75","$6,104.00","$6,877.00",$773.00,12.66
1000.2200.1000.52320.010,,,Retirement,"$3,068.60",,$993.22,,"$4,650.72","$6,247.00","$4,786.00","($1,461.00)",(23.39)
1000.2200.1000.52320.020,,,Retirement,"$3,669.93",,$808.46,,$0.00,$0.00,"$6,674.00","$6,674.00",0.00
1000.2200.1000.52320.030,,,Retirement,$937.64,,$290.49,,$986.71,$991.00,$0.00,($991.00),(100.00)
1000.2200.1000.52320.040,,,Retirement,$0.00,,$0.00,,"$3,044.02",$0.00,"$2,212.00","$2,212.00",0.00
1000.2200.1000.52320.050,,,Retirement,"$1,180.04",,$407.86,,"$3,283.24","$3,049.00","$6,343.00","$3,294.00",108.04
,03/22/2023,,,,,,,,,,Page 13,
,,,,,RSU,No.,5,,,,,
Article 2,Special,Education,- Proposed,,,,,,,,,
From Date:,3/22/2023,,To Date: 3/22/2023,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,Percentage
,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,Description,,,,,,,,,
1000.2200.1000.52320.300,,,Retirement,"$1,081.12",,$331.76,,"$1,152.40","$2,012.00","$4,925.00","$2,913.00",144.78
1000.2200.1000.52330.020,,,Retirement,$12.37,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
1000.2300.1000.51010.010,,Teacher,Salaries,"$51,548.12","$56,840.12",,"$46,596.63",,"$49,737.00","$53,255.00","$3,518.00",7.07
1000.2300.1000.51010.020,,Teacher,Salaries,"$57,792.80","$66,694.73",,"$124,961.38",,"$128,357.00","$116,050.00","($12,307.00)",(9.59)
1000.2300.1000.51010.040,,Teacher,Salaries,$0.00,,$0.00,"$119,743.55",,"$122,293.00","$67,014.00","($55,279.00)",(45.20)
1000.2300.1000.51010.050,,Teacher,Salaries,"$79,991.06","$125,125.02",,"$145,504.33",,"$151,212.00","$138,242.00","($12,970.00)",(8.58)
1000.2300.1000.51010.300,,Teacher,Salaries,"$146,903.83","$149,707.68",,"$135,427.64",,"$141,454.00","$149,867.00","$8,413.00",5.95
1000.2300.1000.51020.010,,Ed,Tech Salaries,"$92,140.17","$123,583.26",,"$112,288.01",,"$107,718.00","$150,225.00","$42,507.00",39.46
1000.2300.1000.51020.020,,Ed,Tech Salaries,"$52,849.45","$48,367.12",,"$37,587.18",,"$96,978.00",$0.00,"($96,978.00)",(100.00)
1000.2300.1000.51020.030,,Ed,Tech Salaries,"$23,995.25",,$523.63,,$0.00,$0.00,$0.00,$0.00,0.00
1000.2300.1000.51020.040,,Ed,Tech Salaries,$0.00,,$0.00,"$49,056.05",,"$140,033.00","$51,660.00","($88,373.00)",(63.11)
1000.2300.1000.51020.050,,Ed,Tech Salaries,"$140,092.62","$175,540.61",,"$156,972.57",,"$186,324.00","$194,216.00","$7,892.00",4.24
1000.2300.1000.51020.300,,Ed,Tech Salaries,"$86,298.52","$128,660.03",,"$112,992.15",,"$102,321.00","$49,136.00","($53,185.00)",(51.98)
1000.2300.1000.52010.010,,Teacher,Benefits,"$14,686.80","$3,290.43",,"$20,980.54",,"$21,391.00","$22,858.00","$1,467.00",6.86
1000.2300.1000.52010.020,,Teacher,Benefits,"$21,736.38","$4,790.21",,"$34,785.32",,"$37,614.00","$43,774.00","$6,160.00",16.38
1000.2300.1000.52010.040,,Teacher,Benefits,$0.00,,$0.00,"$10,875.05",,"$15,132.00","$10,994.00","($4,138.00)",(27.35)
1000.2300.1000.52010.050,,Teacher,Benefits,"$22,186.05","$4,828.55",,"$37,552.66",,"$38,139.00","$32,098.00","($6,041.00)",(15.84)
1000.2300.1000.52010.300,,Teacher,Benefits,"$40,204.38","$8,373.35",,"$25,502.80",,"$26,419.00","$32,357.00","$5,938.00",22.48
1000.2300.1000.52020.010,,Ed,Tech Benefits,"$26,830.71","$23,539.09",,"$30,853.33",,"$43,743.00","$90,024.00","$46,281.00",105.80
1000.2300.1000.52020.020,,Ed,Tech Benefits,"$26,654.85","$6,256.39",,,"$5,387.73","$41,185.00",$0.00,"($41,185.00)",(100.00)
1000.2300.1000.52020.030,,Ed,Tech Benefits,"$9,066.46",,$4.57,,$0.00,$0.00,$0.00,$0.00,0.00
1000.2300.1000.52020.040,,Ed,Tech Benefits,$0.00,,$0.00,,"$8,805.75","$59,873.00","$34,229.00","($25,644.00)",(42.83)
1000.2300.1000.52020.050,,Ed,Tech Benefits,"$50,226.77","$5,027.11",,"$30,148.05",,"$59,409.00","$47,081.00","($12,328.00)",(20.75)
1000.2300.1000.52020.300,,Ed,Tech Benefits,"$31,349.90","$8,284.41",,"$26,139.90",,"$37,829.00","$16,022.00","($21,807.00)",(57.65)
,03/22/2023,,,,,,,,,,Page 14,
