,,,,,RSU,No.,5,,,,,
Article 1,Regular,Instruction,- - Adopted,,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.1100.1000.52000.040,,Stipend,Benefits,$0,,$0,,$0,$0,$253,$253,0.00
1000.1100.1000.52000.050,,Stipend,Benefits,$429,,"$7,927",,$0,$354,$401,$47,13.28
1000.1100.1000.52010.010,,Teacher,Benefits,"$444,253","$433,145",,,"$112,490","$491,882","$472,460","($19,422)",(3.95)
1000.1100.1000.52010.020,,Teacher,Benefits,"$220,845","$235,748",,,"$51,068","$293,631","$233,494","($60,137)",(20.48)
1000.1100.1000.52010.030,,Teacher,Benefits,"$104,056","$110,244",,,"$33,104","$165,278","$156,866","($8,412)",(5.09)
1000.1100.1000.52010.040,,Teacher,Benefits,"$302,462","$272,389",,,"$68,094","$309,264","$302,714","($6,550)",(2.12)
1000.1100.1000.52010.050,,Teacher,Benefits,"$418,578","$407,267",,,"$95,632","$503,147","$424,331","($78,816)",(15.66)
1000.1100.1000.52020.010,,Ed Tech,Benefits,"$39,719",,"$33,991",,"$15,543","$21,723","$42,408","$20,685",95.23
1000.1100.1000.52020.020,,Ed Tech,Benefits,"$14,904",,"$16,721",,"$7,666","$9,393","$38,830","$29,437",313.38
1000.1100.1000.52020.030,,Ed Tech,Benefits,"$8,742",,"$6,644",,"$6,008","$5,062","$13,349","$8,287",163.73
1000.1100.1000.52020.040,,Ed Tech,Benefits,$0,,"$18,864",,"$1,487",$518,"$23,185","$22,667","4,379.41"
1000.1100.1000.52020.050,,Ed Tech,Benefits,"$34,093",,"$27,831",,"$4,173","$8,353","$68,385","$60,033",718.74
1000.1100.1000.52030.010,,Benefits-Subs,,"$2,671",,"$2,417",,$146,$894,"$1,007",$113,12.64
1000.1100.1000.52030.020,,Substitute,Benefits,"$2,536",,"$1,643",,$7,$535,$585,$51,9.45
1000.1100.1000.52030.030,,Sub,Benefits,"$9,847",,$177,,$5,$314,$585,$271,86.31
1000.1100.1000.52030.040,,Substitute,Benefits,"$1,590",,$848,,$230,"$1,044",$585,($459),(43.97)
1000.1100.1000.52030.050,,Substitute,Benefits,"$2,098",,"$1,106",,$170,"$1,384",$780,($604),(43.64)
1000.1100.1000.52300.010,,Retirement,,$75,,$40,,$0,$928,"$1,213",$285,30.71
1000.1100.1000.52300.020,,Retirement,,$0,,$0,,$0,$488,$540,$52,10.66
1000.1100.1000.52300.030,,Retirement,,$0,,$0,,$0,$190,$190,$0,0.00
1000.1100.1000.52300.040,,Retirement,- Stipends,$0,,$0,,$0,$0,$540,$540,0.00
1000.1100.1000.52300.050,,Retirement,,$55,,$108,,$0,"$1,017","$1,153",$136,13.37
1000.1100.1000.52310.010,,Retirement,,"$69,009",,"$70,713",,"$17,765","$75,934","$85,779","$9,845",12.97
1000.1100.1000.52310.020,,Retirement,,"$35,531",,"$40,191",,"$8,168","$45,250","$42,297","($2,953)",(6.53)
,,,,,RSU,No.,5,,,,,
Article 1,Regular,Instruction,- - Adopted,,,,,,,,,
From,Date:7/1/2022,,,,,,,,,,,
,,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
Account,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
,,,Description,,,,,,,,,
1000.1100.1000.52310.030,,Retirement,,"$15,113",,"$15,342",,"$3,864","$20,234","$23,524","$3,290",16.26
1000.1100.1000.52310.040,,Retirement,,"$47,914",,"$45,464",,"$9,772","$48,049","$54,455","$6,406",13.33
1000.1100.1000.52310.050,,Retirement,,"$65,260",,"$89,120",,"$15,690","$72,324","$71,910",($414),(0.57)
1000.1100.1000.52320.010,,Retirement,,"$3,515",,"$2,827",,$998,"$3,147","$3,629",$482,15.32
1000.1100.1000.52320.020,,Retirement,,"$2,317",,"$2,791",,$712,"$3,146","$3,431",$285,9.05
1000.1100.1000.52320.030,,Retirement,,$619,,$670,,$89,"$1,703","$2,258",$555,32.56
1000.1100.1000.52320.040,,Retirement,,$0,,"$2,888",,$5,"$1,041","$1,928",$887,85.22
1000.1100.1000.52320.050,,Retirement,,"$4,081",,"$3,612",,$742,"$3,443","$4,452","$1,009",29.31
1000.1100.1000.52330.010,,Retirement,,$272,,$693,,$820,"$2,496","$2,704",$208,8.33
1000.1100.1000.52330.020,,Retirement,,$287,,$61,,$0,"$1,248",$0,"($1,248)",(100.00)
1000.1100.1000.52330.030,,Retirement,,"$1,433",,$141,,$10,$832,"$1,248",$416,50.00
1000.1100.1000.52330.040,,Retirement,,$456,,$418,,$156,"$2,496","$1,248","($1,248)",(50.00)
1000.1100.1000.52330.050,,Retirement,,$656,,$410,,$518,"$3,328","$1,664","($1,664)",(50.00)
1000.1100.1000.53400.010,,,Professional Services,"$4,664",,"$6,380",,"$11,370","$19,677","$20,587",$910,4.62
1000.1100.1000.53400.020,,,Professional Servics,"$4,331",,"$2,463",,"$1,024","$7,630","$7,960",$330,4.33
1000.1100.1000.53400.030,,,Professional Services,"$2,937",,"$6,772",,"$3,186","$8,750","$8,785",$35,0.40
1000.1100.1000.53400.040,,Purchased,Professional,"$14,257",,"$6,374",,"$6,128","$15,914","$18,579","$2,665",16.74
1000.1100.1000.53400.050,,Purchased,Professional,"$21,183",,"$30,545",,"$25,811","$21,768","$21,768",$0,0.00
1000.1100.1000.54300.010,,Copiers-,Equipment Maint,"$5,285",,"$2,997",,"$15,303","$11,333","$11,100",($233),(2.06)
1000.1100.1000.54300.020,,,Copiers-Equipment Maint,"$10,219",,"$8,908",,"$10,721","$11,027","$11,150",$123,1.12
1000.1100.1000.54300.030,,Copiers,Repairs/Maint,"$3,703",,"$1,980",,"$2,617","$8,168","$8,168",$0,0.00
1000.1100.1000.54300.040,,Copiers,Repair/Maint,"$9,513",,"$8,921",,"$5,483","$11,742","$11,500",($242),(2.06)
1000.1100.1000.54300.050,,Copiers,Repair/Maint,"$28,918",,"$24,214",,"$9,700","$17,357","$16,500",($857),(4.94)
1000.1100.1000.54330.010,,Software,,$499,,$963,,"$1,313","$9,081","$9,361",$280,3.08
,,,,,RSU,No.,5,,,,,
Article 1,Regular,Instruction,- - Adopted,,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.1100.1000.54330.020,,Software,,$0,,$0,,$0,"$6,275","$5,520",($755),(12.03)
1000.1100.1000.54330.030,,Software,,$0,,$0,,$96,"$5,853","$5,853",$0,0.00
1000.1100.1000.54330.040,,Software,,$0,,$0,,$18,"$3,890","$4,175",$285,7.33
1000.1100.1000.54330.050,,Software,,"$6,153",,"$4,457",,"$6,149","$5,908","$5,908",$0,(0.01)
1000.1100.1000.55800.010,,Travel,,$904,,"$1,839",,$327,"$2,654","$2,000",($654),(24.64)
1000.1100.1000.55800.020,,Travel,,$434,,$402,,$46,$540,$540,$0,0.00
1000.1100.1000.55800.030,,Travel,,"$1,245",,"$1,109",,$701,"$1,100","$1,100",$0,0.00
1000.1100.1000.55800.040,,Travel,,"$1,223",,"$1,731",,$146,$570,$590,$20,3.51
1000.1100.1000.55800.050,,Travel,,"$3,061",,"$2,121",,$889,"$3,000","$3,000",$0,0.00
1000.1100.1000.56000.050,,Supplies,,$0,,$0,,$49,$0,$0,$0,0.00
1000.1100.1000.56100.010,,Supplies,,"$51,298",,"$54,294",,"$48,048","$60,209","$63,031","$2,822",4.69
1000.1100.1000.56100.020,,Instructional,Supplies,"$37,922",,"$32,220",,"$48,395","$47,731","$47,087",($644),(1.35)
1000.1100.1000.56100.030,,Instructional,Supplies,"$17,972",,"$18,667",,"$16,799","$18,167","$18,357",$190,1.05
1000.1100.1000.56100.040,,Instructional,Supplies,"$35,386",,"$27,100",,"$20,330","$35,066","$37,206","$2,140",6.10
1000.1100.1000.56100.050,,Instructional,Supplies,"$40,458",,"$36,680",,"$53,562","$43,477","$43,313",($164),(0.38)
1000.1100.1000.56110.030,,Equipment,"& Furniture, Instructional",$0,,$0,,$0,$0,"$1,300","$1,300",0.00
1000.1100.1000.56400.010,,Books,,"$10,378",,"$16,969",,"$9,515","$11,517","$12,195",$677,5.88
1000.1100.1000.56400.020,,BOOKS,,"$6,777",,"$5,938",,"$8,096","$16,307","$6,775","($9,532)",(58.45)
1000.1100.1000.56400.030,,Books,,"$3,378",,"$2,194",,"$3,255","$2,371","$2,817",$446,18.82
1000.1100.1000.56400.040,,Books,,"$9,482",,"$9,629",,"$8,309","$6,097","$6,597",$500,8.20
1000.1100.1000.56400.050,,Books,,"$10,298",,"$7,414",,"$9,696","$9,900","$9,823",($77),(0.77)
1000.1100.1000.57300.010,,Equipment,,"$15,115",,"$17,476",,"$20,356","$6,065","$14,110","$8,044",132.63
1000.1100.1000.57300.020,,Equipment,,"$11,239",,"$10,940",,"$18,664","$9,730","$4,865","($4,865)",(50.00)
1000.1100.1000.57300.030,,Equipment,,"$12,459",,"$4,089",,"$4,819","$7,315",$0,"($7,315)",(100.00)
