,,,,,,RSU,No.,5,,,,,
Article,5,Student and,Staff,Support- Adopted,,,,,,,,,
From,Date:,7/1/2023,,To Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.0000.2110.51010.020,,Social,Worker Salaries,$0.00,,$0.00,,$0.00,$0.00,"$21,853.00","$21,853.00",0.00
,1000.0000.2110.52010.020,,Social,Worker Benefits,$0.00,,$0.00,,$0.00,$0.00,"$5,367.00","$5,367.00",0.00
,1000.0000.2110.52310.020,,Social,Worker Retirement,$0.00,,$0.00,,$0.00,$0.00,$976.00,$976.00,0.00
Program:,OVERHEAD,- 0000,,,$0.00,,$0.00,,$0.00,$0.00,"$28,196.00","$28,196.00",0.00
Function:,Attendance,& Social,Work -,2110,$0.00,,$0.00,,$0.00,$0.00,"$28,196.00","$28,196.00",0.00
,1000.0000.2120.51010.020,,,Guidance Salaries,"$58,967.74","$87,743.97",,"$86,229.57",,"$91,031.00","$75,001.00","($16,030.00)",(17.61)
,1000.0000.2120.52010.020,,Benefits,,"$21,223.51","$4,814.02",,"$25,047.49",,"$25,924.00","$23,343.00","($2,581.00)",(9.96)
,1000.0000.2120.52310.020,,,Retirement,"$2,500.64",,$608.10,,"$3,311.12","$3,862.00","$3,353.00",($509.00),(13.18)
,1000.0000.2120.53000.020,,,Purchased Professional,$0.00,,$0.00,,$0.00,$300.00,$400.00,$100.00,33.33
,1000.0000.2120.54330.020,,Software,,$0.00,,$0.00,,$333.33,$334.00,$334.00,$0.00,0.00
,1000.0000.2120.56100.020,,Supplies,,$216.06,,$107.33,,$0.00,$339.00,$350.00,$11.00,3.24
,1000.0000.2120.56400.020,,Books,,$172.90,,$274.79,,$0.00,$339.00,$350.00,$11.00,3.24
,1000.0000.2120.57300.020,,,Equipment,$0.00,,$497.92,,$0.00,$500.00,$750.00,$250.00,50.00
Program:,OVERHEAD,- 0000,,,"$83,080.85","$94,046.13",,"$114,921.51",,"$122,629.00","$103,881.00","($18,748.00)",(15.29)
Function:,,COUNSELING -,2120,,"$83,080.85","$94,046.13",,"$114,921.51",,"$122,629.00","$103,881.00","($18,748.00)",(15.29)
,1000.0000.2130.51010.020,,Nurse,Salary,"$64,978.68","$58,597.77",,"$71,298.62",,"$74,318.00","$82,170.00","$7,852.00",10.57
,1000.0000.2130.51200.020,,Nurse,Substitute - MSS,$0.00,,$0.00,,$690.00,$0.00,$0.00,$0.00,0.00
,1000.0000.2130.52000.020,,,Employee Benefits,$0.00,,$0.00,,$36.96,$0.00,$0.00,$0.00,0.00
,1000.0000.2130.52010.020,,Nurse,Benefits,"$4,785.19","$2,763.51",,,"$3,459.61","$5,683.00","$5,332.00",($351.00),(6.18)
,1000.0000.2130.52300.020,,,Retirement - Stipends,$0.00,,$0.00,,$16.12,$0.00,$0.00,$0.00,0.00
,Page 43,of 80,,,,,,,,,,,
,,,,,,RSU,No.,5,,,,,
Article,5,Student and,Staff,Support- Adopted,,,,,,,,,
From,Date:,7/1/2023,To,Date: 6/30/2024,Definition:,,FY24,Proposed,,,,,
,,,,,,,,,,,,,Percentage
,,,,,FY20 Actual,FY21 Actual,,FY22 Actual,FY23,Adopted FY24,Proposed Dollar,Difference,Difference
Account,,,,Description,,,,,,,,,
,1000.0000.2130.52310.020,,Retirement,,"$2,748.54",,$652.06,,"$2,818.53","$3,091.00","$3,353.00",$262.00,8.48
,1000.0000.2130.53000.020,,Purchased,Professional,$125.00,,$0.00,,$0.00,$300.00,$300.00,$0.00,0.00
,1000.0000.2130.54310.020,,Repairs &,Maintenance,$65.00,,$65.00,,$70.00,$135.00,$135.00,$0.00,0.00
,1000.0000.2130.56000.020,,Supplies,,$765.03,,$990.01,,$583.45,$813.00,$975.00,$162.00,19.93
Program:,OVERHEAD,- 0000,,,"$73,467.44","$63,068.35",,"$78,973.29",,"$84,340.00","$92,265.00","$7,925.00",9.40
Function:,HEALTH,SERVICES,- 2130,,"$73,467.44","$63,068.35",,"$78,973.29",,"$84,340.00","$92,265.00","$7,925.00",9.40
,1000.0000.2213.51500.020,,Stipends-Acad,Leadership and LCC,$0.00,,$0.00,"$17,182.50",,"$13,700.00","$13,872.00",$172.00,1.26
,1000.0000.2213.52000.020,,Stipend,Benefits - MSS,$0.00,,$0.00,,$318.99,$0.00,$0.00,$0.00,0.00
,1000.0000.2213.52300.020,,Stipend,Retirement - MSS,$0.00,,$0.00,,$877.85,$0.00,$0.00,$0.00,0.00
,1000.0000.2213.53300.020,,Employee,Training,$0.00,,$0.00,,$129.00,$0.00,$0.00,$0.00,0.00
Program:,OVERHEAD,- 0000,,,$0.00,,$0.00,"$18,508.34",,"$13,700.00","$13,872.00",$172.00,1.26
Function:,,INSTRUCTIONAL,STAFF TRAINING,- 2213,$0.00,,$0.00,"$18,508.34",,"$13,700.00","$13,872.00",$172.00,1.26
,1000.0000.2220.51010.020,,Librarian,Salary,"$36,859.24","$41,215.07",,"$30,814.43",,"$31,235.00","$35,726.00","$4,491.00",14.38
,1000.0000.2220.51020.020,,Ed Tech,Salaries,"$11,807.59","$14,094.43",,"$15,204.75",,"$14,391.00","$12,275.00","($2,116.00)",(14.70)
,1000.0000.2220.52010.020,,Librarian,Benefits,"$5,526.31","$2,337.32",,,"$2,400.91","$2,453.00","$8,525.00","$6,072.00",247.53
,1000.0000.2220.52020.020,,Library Ed,Tech Benefit,"$6,148.35","$5,085.42",,,"$5,890.40","$11,987.00","$7,331.00","($4,656.00)",(38.84)
,1000.0000.2220.52310.020,,Retirement,,"$1,577.65",,$157.17,,"$1,333.48","$1,299.00","$1,597.00",$298.00,22.94
,1000.0000.2220.52320.020,,Retirement,,$491.29,,$201.15,,$583.73,$0.00,$587.00,$587.00,0.00
,1000.0000.2220.54330.020,,Software,,"$1,042.50","$1,042.50",,,"$1,060.35","$1,043.00","$1,129.00",$86.00,8.25
,1000.0000.2220.56000.020,,Supplies,,$309.25,,$0.00,,$0.00,$0.00,$0.00,$0.00,0.00
,Page 44,of 80,,,,,,,,,,,
