1000.0000.2213.52330.950,,Retirement,,$0,,$0,,$0,$208,$208,$0,0.00
1000.0000.2213.52510.300,,Tuition,Reimbursement-Teacher,"$27,025",,"$16,337",,"$11,077","$20,000","$20,000",$0,0.00
1000.0000.2213.52510.950,,Tuition,Reimbursement-Prof,"$58,655",,"$54,274",,"$53,435","$47,500","$47,000",($500),(1.05)
1000.0000.2213.52520.300,,Tuition,Reimbursement-Support,$0,,$0,,$0,"$1,300","$1,300",$0,0.00
1000.0000.2213.52520.950,,Tuition,Reimbursement-Support,"$2,316",,"$2,388",,"$2,290","$2,700","$2,700",$0,0.00
1000.0000.2213.53000.300,,Purchased,Professional Services,"$14,454",,"$20,299",,"$8,195","$37,000","$39,536","$2,536",6.85
1000.0000.2213.53000.950,,K-8 Purchased,Professional,"$46,970",,"$12,433",,"$51,816","$61,340","$46,072","($15,268)",(24.89)
1000.0000.2213.55000.300,,Other,Purchased Services,$0,,$0,,$0,$0,"$1,000","$1,000",0.00
1000.0000.2213.55810.020,,Travel,,$0,,$0,,$0,"$1,000",$0,"($1,000)",(100.00)
1000.0000.2213.55810.300,,Travel,,$592,,"$1,186",,$0,"$1,000","$1,000",$0,0.00
1000.0000.2213.55810.950,,Travel,,$0,,$168,,($168),$250,$250,$0,0.00
1000.0000.2213.56000.300,,Supplies,,$70,,$0,,$0,$0,$0,$0,0.00
1000.0000.2213.56000.950,,Supplies,,$0,,$0,,$0,"$1,800","$1,000",($800),(44.44)
1000.0000.2213.56400.950,,Books,,$790,,$0,,$28,"$1,400","$1,400",$0,0.00
1000.0000.2220.51010.010,,Librarian,Salary,"$63,567",,"$66,475",,"$72,481","$71,255","$75,483","$4,228",5.93
1000.0000.2220.51010.020,,Librarian,Salary,"$35,316",,"$36,859",,"$41,215","$31,164","$31,235",$71,0.23
1000.0000.2220.51010.030,,Librarian,Salaries,"$25,054",,"$27,143",,"$24,663","$31,164","$33,725","$2,561",8.22
1000.0000.2220.51010.040,,Librarian,Salary,"$61,297",,"$63,512",,"$65,248","$85,217","$87,685","$2,468",2.90
