,,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff,Support - -,Adopted,,,,,,,,
From Date:,7/1/2022,,To Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,,Description,,,,,,,,,
1000.0000.2130.53000.020,,,Purchased Professional,$150,,$125,,$0,$200,$300,$100,50.00
1000.0000.2130.53000.030,,,Purchased Professional,$45,,$0,,$0,$200,$500,$300,150.00
1000.0000.2130.53000.040,,,Purchased Professional,$0,,$0,,$0,$200,$300,$100,50.00
1000.0000.2130.53000.050,,,Purchased Professional,"$2,019",,$88,,$270,$200,$300,$100,50.00
1000.0000.2130.53000.300,,,Purchased Professional,$0,,$29,,$0,$200,$300,$100,50.00
1000.0000.2130.54310.010,,Repairs,& Maintenance,$0,,$0,,$0,$135,$135,$0,0.00
1000.0000.2130.54310.020,,Repairs,& Maintenance,$0,,$65,,$65,$135,$135,$0,0.00
1000.0000.2130.54310.030,,Repairs,& Maintenance,$0,,$0,,$0,$135,$135,$0,0.00
1000.0000.2130.54310.040,,Repairs,& Maintenance,$130,,$0,,$0,$135,$135,$0,0.00
1000.0000.2130.54310.050,,Repairs,& Maintenance,$135,,$132,,$0,$135,$135,$0,0.00
1000.0000.2130.54310.300,,Repairs,& Maintenance,$0,,$0,,$0,$135,$135,$0,0.00
1000.0000.2130.55800.010,,Travel,,$219,,$0,,$0,$220,$100,($120),(54.55)
1000.0000.2130.56000.010,,Supplies,,"$1,069",,"$1,093",,"$1,020","$1,187","$1,229",$42,3.53
1000.0000.2130.56000.020,,Supplies,,$700,,$765,,$990,$872,$813,($59),(6.82)
1000.0000.2130.56000.030,,Supplies,,$298,,$720,,$312,$270,$291,$21,7.83
1000.0000.2130.56000.040,,Supplies,,$245,,$547,,$425,$592,$642,$50,8.42
1000.0000.2130.56000.050,,Supplies,,$964,,$897,,$839,$791,$747,($44),(5.59)
1000.0000.2130.56000.300,,Supplies,,"$1,245",,"$1,181",,"$1,205","$1,611","$1,538",($73),(4.55)
1000.0000.2210.51040.900,,,Curriculum Director Salary,"$69,414",,"$72,191",,"$77,950","$77,331","$80,135","$2,804",3.63
1000.0000.2210.52040.900,,,Curriculum Director Benefits,"$12,607",,"$12,381",,"$11,635","$13,270","$17,739","$4,469",33.68
1000.0000.2210.52340.900,,,Retirement,"$2,756",,"$3,003",,"$1,197","$3,217","$3,345",$128,3.98
1000.0000.2210.53000.900,,,Purchased Professional,$124,,$0,,$150,"$8,000","$8,000",$0,0.00
1000.0000.2210.55810.900,,Travel,,$447,,$0,,$0,$700,$700,$0,0.00
1000.0000.2210.56400.900,,,Curriculum Materials,"$50,940",,"$24,573",,"$25,445","$50,000","$50,000",$0,0.00
,,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff,Support - - Adopted,,,,,,,,,
From Date:,7/1/2022,To,Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,,
1000.0000.2210.58100.900,,Dues & Fees,,"$1,543",,"$1,219",,$524,"$1,000","$1,000",$0,0.00
1000.0000.2213.51010.300,,9-12,HONORARIUM,"$4,823",,"$1,633",,$22,"$3,650","$1,652","($1,998)",(54.74)
1000.0000.2213.51010.950,,K-8,HONORARIUM,"$19,116",,"$5,050",,$60,"$15,000","$15,000",$0,0.00
1000.0000.2213.51230.950,,Substitutes,,$0,,$0,,$0,"$5,000","$5,000",$0,0.00
1000.0000.2213.51500.010,,Stipends,,$0,,$0,,$0,"$19,587","$19,586",($1),0.00
1000.0000.2213.51500.020,,Stipends -,MSS,$0,,$0,,$0,"$13,700","$13,700",$0,0.00
1000.0000.2213.51500.030,,Stipends,,$0,,$0,,$0,"$5,009","$5,000",($9),(0.18)
1000.0000.2213.51500.040,,Stipends,,$0,,$0,,$0,"$9,868","$9,800",($68),(0.69)
1000.0000.2213.51500.050,,Stipends -,FMS,$0,,$0,,$0,"$19,212","$19,700",$488,2.54
1000.0000.2213.51500.300,,Stipends,,"$26,075",,"$19,717",,"$29,305","$26,289","$17,880","($8,409)",(31.99)
1000.0000.2213.51500.950,,Stipends,,"$76,957","$103,090",,,"$127,810","$70,781","$38,384","($32,397)",(45.77)
1000.0000.2213.52000.010,,Stipend,Benefits - DCS,$0,,$0,,$0,$323,$0,($323),(100.00)
1000.0000.2213.52000.020,,Stipend,Benefits - MSS,$0,,$0,,$0,$226,$0,($226),(100.00)
1000.0000.2213.52000.030,,Stipend,Benefits - PES,$0,,$0,,$0,$83,$0,($83),(100.00)
1000.0000.2213.52000.040,,Stipend,Benefits - MLS,$0,,$0,,$0,$163,$0,($163),(100.00)
1000.0000.2213.52000.050,,Stipend,Benefits - FMS,$0,,$0,,$0,$317,$0,($317),(100.00)
1000.0000.2213.52000.300,,Stipend,Benefits - FHS,$733,,"$3,179",,$7,$434,"$2,872","$2,438",562.16
1000.0000.2213.52000.950,,Stipend,Benefits - K-8,$455,,$565,,$79,"$1,168","$1,919",$751,64.34
1000.0000.2213.52010.300,,9-12,HONORARIUM BENEFITS,$417,,$170,,$0,$183,$183,$0,0.00
1000.0000.2213.52010.950,,K-8,HONORARIUM BENEFITS,"$2,229",,"$1,864",,$0,$750,$750,$0,0.00
1000.0000.2213.52030.950,,Sub Benefits,,$0,,$0,,$0,$250,$250,$0,0.00
1000.0000.2213.52300.010,,Stipend,Retirement - DCS,$0,,$0,,$0,$815,$0,($815),(100.00)
1000.0000.2213.52300.020,,Stipend,Retirement - MSS,$0,,$0,,$0,$570,$0,($570),(100.00)
1000.0000.2213.52300.030,,Stipend,Retirement - PES,$0,,$0,,$0,$208,$0,($208),(100.00)
,,,,,RSU,No.,5,,,,,
Article 5,Student and,Staff,Support - - Adopted,,,,,,,,,
From Date:,7/1/2022,To,Date: 6/30/2023,Definition:,,FY23 Adopted,,,,,,
,,,,,,,,,,,,Percentage
,,,,FY19 Actual,FY20 Actual,,FY21 Actual,FY22,Adopted,Dollar,Difference,Difference
,,,,,,,,,FY23,Adopted,,
Account,,Description,,,,,,,,,,
1000.0000.2213.52300.040,,Stipend,Retirement - MLS,$0,,$0,,$0,$411,$0,($411),(100.00)
1000.0000.2213.52300.050,,Stipend,Retirement - FMS,$0,,$0,,$0,$799,$0,($799),(100.00)
1000.0000.2213.52300.300,,Stipend,Retirement - FHS,$0,,$650,,$0,"$1,292","$2,389","$1,097",84.89
1000.0000.2213.52300.950,,Stipend,Retirement - K-8,$13,,$20,,$5,"$2,746","$1,597","($1,149)",(41.85)
1000.0000.2213.52310.300,,9-12,HONORARIUM RETIREMENT,$98,,$74,,$0,$152,$152,$0,0.00
1000.0000.2213.52310.950,,K-8,HONORARIUM RETIREMENT,$399,,$205,,$0,$624,$624,$0,0.00
