,,,,2019,2019,2020,2020,2021,2021,2022,,,
,,,,Total,Budget Total Activity,Total Budget,Total Activity,Total Budget,YTD Activity,FY22 V1.2,$,Diff %,Diff
Article 5 - STUDENT AND,STAFF SUPPORT,,,,,,,,,,,,
588,Function:,2110 - SPED,SOCIAL WORK,,,,,,,,,,
589,,Cost Center:,300 - FREEPORT,HIGH SCHOOL,,,,,,,,,
590,1000-0000-2110-51010-300,,Teachers Salaries,,0.00,0.00,0.00,0.00,0.00,"27,063.09",0.00,0.00,0.00%
591,1000-0000-2110-52010-300,,Teacher Benefits,,0.00,0.00,0.00,0.00,0.00,45.69,0.00,0.00,0.00%
592,1000-0000-2110-52310-300,,Retirement,,0.00,0.00,0.00,0.00,0.00,232.65,0.00,0.00,0.00%
,,,,Totals,0.00,0.00,0.00,0.00,0.00,"27,341.43",0.00,0.00,0.00%
593,Function:,2120 - GUIDANCE,SERVICES,,,,,,,,,,
594,,Cost Center:,010 - DURHAM,COMMUNITY,,,,,,,,,
595,1000-0000-2120-51010-010,,Guidance Salaries,,"68,206.00","67,124.00","58,968.00","58,967.74","62,202.00","70,131.28","101,994.72","39,792.72",63.97%
596,1000-0000-2120-52010-010,,Benefits,,"25,063.00","4,495.31","5,247.00","5,541.90","5,411.00","1,721.35","11,969.22","6,558.22",121.20%
597,1000-0000-2120-52310-010,,Retirement,,"2,708.00","2,277.66","2,453.00","2,588.64","2,588.00",610.43,"4,242.98","1,654.98",63.95%
598,1000-0000-2120-53000-010,,Professional,Services,885.00,205.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
599,1000-0000-2120-54330-010,,Software,,0.00,0.00,0.00,0.00,334.00,0.00,334.00,0.00,0.00%
600,1000-0000-2120-55810-010,,Travel - Guidance,,"1,050.00",960.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00%
601,1000-0000-2120-56100-010,,Supplies,,339.00,331.82,339.00,325.92,678.00,184.19,250.00,-428.00,-63.13%
602,1000-0000-2120-57300-010,,Equipment,,0.00,0.00,0.00,0.00,500.00,0.00,500.00,0.00,0.00%
603,1000-0000-2120-58100-010,,Dues & Fees,,0.00,0.00,0.00,0.00,0.00,0.00,258.00,258.00,0.00%
,,,,Totals,"98,251.00","75,394.47","67,007.00","67,424.20","71,713.00","72,647.25","119,548.92","47,835.92",66.70%
604,,Cost Center:,020 - MORSE STREET,,,,,,,,,,
605,1000-0000-2120-51010-020,,Guidance Salaries,,"68,116.00","55,540.83","77,292.00","58,967.74","81,173.00","108,651.84","86,087.06","4,914.06",6.05%
606,1000-0000-2120-52010-020,,Benefits,,"29,381.00","20,488.88","25,321.00","21,223.51","26,215.00","4,754.30","25,294.64",-920.36,-3.51%
607,1000-0000-2120-52310-020,,Retirement,,"2,704.00","2,266.66","3,215.00","2,500.64","3,377.00",608.10,"3,581.22",204.22,6.05%
608,1000-0000-2120-54330-020,,Software,,0.00,0.00,0.00,0.00,334.00,0.00,333.00,-1.00,-0.30%
609,1000-0000-2120-56100-020,,Supplies,,339.00,289.87,339.00,216.06,339.00,0.00,339.00,0.00,0.00%
610,1000-0000-2120-56400-020,,Books,,339.00,339.02,339.00,172.90,339.00,0.00,339.00,0.00,0.00%
611,1000-0000-2120-57300-020,,Equipment,,0.00,0.00,0.00,0.00,500.00,0.00,500.00,0.00,0.00%
,,,,Totals,"100,879.00","78,925.26","106,506.00","83,080.85","112,277.00","114,014.24","116,473.92","4,196.92",8.29%
612,,Cost Center:,030 - POWNAL,ELEMENTARY,,,,,,,,,
613,1000-0000-2120-51010-030,,Guidance Salaries,,"29,024.00","31,623.67","32,998.00","34,122.64","34,001.00","38,316.06","39,127.53","5,126.53",15.08%
614,1000-0000-2120-52010-030,,Benefits,,"5,938.00",795.23,"2,459.00","3,291.63","2,415.00",5.55,742.04,"-1,672.96",-69.27%
615,1000-0000-2120-52310-030,,Retirement,,"1,152.00","1,490.28","1,373.00","20,712.24","1,414.00",-139.53,"1,627.71",213.71,15.11%
616,1000-0000-2120-54330-030,,Software,,0.00,0.00,0.00,0.00,334.00,0.00,334.34,0.34,0.10%
617,1000-0000-2120-56100-030,,Supplies,,339.00,14.00,339.00,0.00,339.00,13.99,339.00,0.00,0.00%
618,1000-0000-2120-56400-030,,Books,,150.00,0.00,150.00,0.00,150.00,67.37,150.00,0.00,0.00%
619,1000-0000-2120-57300-030,,Equipment,,0.00,0.00,0.00,0.00,500.00,0.00,500.00,0.00,0.00%
,,,,Totals,"36,603.00","33,923.18","37,319.00","58,126.51","39,153.00","38,263.44","42,820.62","3,667.62",-38.98%
620,,Cost Center:,040 - MAST LANDING,,,,,,,,,,
621,1000-0000-2120-51010-040,,Guidance Salaries,,"66,485.00","53,896.49","75,531.00","64,189.58","79,375.00","107,175.37","98,204.68","18,829.68",23.72%
622,1000-0000-2120-52010-040,,Benefits,,"29,244.00","21,181.43","25,283.00","21,177.54","26,175.00",281.50,"5,913.41","-20,261.59",-77.41%
623,1000-0000-2120-52310-040,,Retirement,,"2,639.00","2,155.35","3,142.00","2,670.45","3,302.00",685.86,"4,085.31",783.31,23.72%
624,1000-0000-2120-54330-040,,Software,,0.00,0.00,0.00,0.00,334.00,0.00,334.00,0.00,0.00%
625,1000-0000-2120-56100-040,,Instructional,Supplies,339.00,177.24,339.00,169.00,339.00,285.78,339.00,0.00,0.00%
626,1000-0000-2120-57300-040,,Equipment,,0.00,0.00,0.00,0.00,500.00,0.00,500.00,0.00,0.00%
,,,,Totals,"98,707.00","77,410.51","104,295.00","88,206.57","110,025.00","108,428.51","109,376.40",-648.60,-0.59%
627,,Cost Center:,050 - FREEPORT,MIDDLE SCHOOL,,,,,,,,,
628,1000-0000-2120-51010-050,,Guidance Salaries,,"73,169.00","75,354.35","78,756.00","74,875.00","80,276.00","100,693.94","81,352.07","1,076.07",1.34%
629,1000-0000-2120-52010-050,,Benefits,,"25,988.00","21,634.56","21,776.00","21,593.87","21,920.00","4,606.47","21,615.95",-304.05,-1.39%
630,1000-0000-2120-52310-050,,Retirement,,"2,905.00","3,226.36","3,276.00","3,265.50","3,339.00",783.03,"3,384.25",45.25,1.36%
631,1000-0000-2120-54330-050,,Software,,0.00,0.00,0.00,0.00,334.00,0.00,334.00,0.00,0.00%
632,1000-0000-2120-56100-050,,Instructional,Supplies,339.00,335.89,339.00,122.95,339.00,21.45,709.00,370.00,109.14%
633,1000-0000-2120-57300-050,,Equipment,,0.00,0.00,0.00,0.00,500.00,0.00,500.00,0.00,0.00%
,,,,Totals,"102,401.00","100,551.16","104,147.00","99,857.32","106,708.00","106,104.89","107,895.27","1,187.27",1.11%
,,,,,,,14 of 27,,,,,,
