,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,and Staff,,Support- Proposed,,,,,,,,,
From,Date:,7/1/2026,To,Date:,6/30/2027,Definition: FY27,Proposed,,,,,,,
,,,,,,,,,,,FY27,,Dollar,Percent
,,,,,,FY23 Actual,FY24,Actual FY25,Actual FY26,Adopted,Proposed,Difference,,Difference
Account,,,,,Description,,,,,,,,,
,1000.0000.2220.51010.010,,,Librarian,Salary,"$75,593.65","$79,693.43",,"$85,373.14","$93,415.00","$99,755.00",,"$6,340.00",6.79
,1000.0000.2220.51020.010,,,Ed,Tech Salaries,"$12,125.11","$12,785.00",,"$13,604.50","$20,799.00","$13,936.00","($6,863.00)",,(33.00)
,1000.0000.2220.52010.010,,,Librarian,Benefits,"$18,223.26","$16,322.35",,"$18,649.24","$20,876.00","$22,406.00",,"$1,530.00",7.33
,1000.0000.2220.52020.010,,,Ed,Tech Salaries,"$4,197.18",,"$3,351.15","$3,736.28","$7,251.00","$6,308.00",,($943.00),(13.01)
,1000.0000.2220.52310.010,,,,Retirement,"$2,902.87",,"$3,407.67","$3,812.70","$4,176.00","$4,459.00",,$283.00,6.78
,1000.0000.2220.52320.010,,,Ed,Tech Retirement,$464.03,,$572.79,$605.90,$930.00,$673.00,,($257.00),(27.63)
,1000.0000.2220.54330.010,,,Software,,"$1,043.00",,"$1,275.42","$1,319.05","$1,500.00","$1,500.00",,$0.00,0.00
,1000.0000.2220.56000.010,,,Supplies,,"$1,297.17",,$0.00,$0.00,$0.00,$0.00,,$0.00,0.00
,1000.0000.2220.56100.010,,,Supplies,,$0.00,,"$1,291.04","$1,290.74","$1,300.00","$1,300.00",,$0.00,0.00
,1000.0000.2220.56400.010,,,Books,,"$10,974.46",,"$9,512.53","$9,953.53","$10,456.00","$10,057.00",,($399.00),(3.82)
Program:,OVERHEAD,- 0000,,,,"$126,820.73","$128,211.38",,"$138,345.08","$160,703.00","$160,394.00",,($309.00),(0.19)
Function:,LIBRARY,SERVICES,- 2220,,,"$126,820.73","$128,211.38",,"$138,345.08","$160,703.00","$160,394.00",,($309.00),(0.19)
,1000.0000.2230.51500.010,,,Stipends,,$0.00,,$0.00,$0.00,"$2,972.00","$2,972.00",,$0.00,0.00
,1000.0000.2230.52000.010,,,Benefits,,$0.00,,$0.00,$0.00,$100.00,$100.00,,$0.00,0.00
,1000.0000.2230.52300.010,,,Stipend,Retirement,$0.00,,$0.00,$0.00,$133.00,$133.00,,$0.00,0.00
Program:,OVERHEAD,- 0000,,,,$0.00,,$0.00,$0.00,"$3,205.00","$3,205.00",,$0.00,0.00
Function:,,INSTRUCTION RELATED,,TECHNOLOGY -,,$0.00,,$0.00,$0.00,"$3,205.00","$3,205.00",,$0.00,0.00
2230,,,,,,,,,,,,,,
Cost,Center:,DURHAM COMMUNITY,- 010,,,"$398,146.09","$497,185.88",,"$483,245.32","$555,923.00","$581,386.00","$25,463.00",,4.58
,,,,,,Page,47 of 89,,,,,,,
,,,,,,RSU,No. 5,,,,,,,
FY27,Article,5 Student,,and Staff,Support- Proposed,,,,,,,,,
